"quatar","alpha","gamma","sigma","psi","g","R0IN","qua","quawh","qualow","rho","kappa","omega","S1_0","S2_0","S3_0","S4_0","S5_0","S6_0","S7_0","S8_0","S9_0","S10_0","S11_0","S12_0","S13_0","S14_0","S15_0","S16_0","S17_0","S18_0","E1_0","E2_0","E3_0","E4_0","E5_0","E6_0","E7_0","E8_0","E9_0","E10_0","E11_0","E12_0","E13_0","E14_0","E15_0","E16_0","E17_0","E18_0","I1_0","I2_0","I3_0","I4_0","I5_0","I6_0","I7_0","I8_0","I9_0","I10_0","I11_0","I12_0","I13_0","I14_0","I15_0","I16_0","I17_0","I18_0","R1_0","R2_0","R3_0","R4_0","R5_0","R6_0","R7_0","R8_0","R9_0","R10_0","R11_0","R12_0","R13_0","R14_0","R15_0","R16_0","R17_0","R18_0","J1_0","J2_0","J3_0","J4_0","J5_0","J6_0","J7_0","J8_0","J9_0","J10_0","J11_0","J12_0","J13_0","J14_0","J15_0","J16_0","J17_0","J18_0","P1_0","P2_0","P3_0","P4_0","P5_0","P6_0","P7_0","P8_0","P9_0","P10_0","P11_0","P12_0","P13_0","P14_0","P15_0","P16_0","P17_0","P18_0","loglik","loglik.se"
0.290771766955881,1,0.271771470311414,0.152822644670818,0.998700329180506,9.7,1.7434907994976,0.476033674283395,0.259156498460309,0.000297442711308948,1,0.814940954729695,0.953199618076539,0.979032717220285,0.659587309898735,0.88456705537799,0.775490134549896,0.826887987129462,0.915286922481826,0.961540631069641,0.935756916882207,0.912082656863757,0.887279459895169,0.958843281746535,0.94777955606888,0.699821516020402,0.980839372467093,0.826887312802474,0.751567622722411,0.879763620539238,0.974839531788435,4.46292435690429e-06,0.000202109264946476,6.9023031194022e-06,1.33000537244476e-05,3.06321676341882e-05,1.7352654143488e-05,1.23810189495368e-06,0.000212462520285908,2.1187675939732e-05,2.74197056096715e-06,1.5272737999946e-05,0.0168857002069962,4.6759969572214e-05,1.8188795044676e-06,1.05653625299107e-05,2.12917246484529e-06,7.54253541542627e-06,5.02102621558034e-06,4.79670854424379e-07,2.6229279748409e-05,5.61560426285972e-05,1.52133602543869e-05,4.14666853344535e-05,3.13000842552282e-06,5.46162954179608e-07,2.23403087026479e-05,1.12670881135987e-05,3.89538644204704e-05,1.2283407456553e-05,0.00010398343697284,3.56199812624254e-06,1.64029542113638e-06,4.14960828271325e-06,4.43705811662391e-05,2.55799453062243e-05,1.35639482403739e-07,3.52147299697486e-06,1.24555760239508e-05,1.82244135042228e-05,5.3447057643634e-06,3.08878565184018e-05,4.7768271746439e-05,6.24877962280828e-06,5.54911553360368e-06,1.37619793712497e-05,0.000215009116750943,3.75794950442204e-05,0.000160224967315562,1.97619437732218e-06,1.27193875310143e-05,1.06647127377036e-05,9.27722358597075e-06,3.97414006451928e-06,1.24787027620663e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.076090247784e-07,0.000132047276570784,1.87332062214279e-06,2.47368105822609e-06,5.8969246196108e-05,3.26392369161034e-06,2.00807420373884e-06,1.95218181005657e-06,3.66851900215023e-05,4.40885628021995e-05,9.31657015573212e-06,0.000131106247252557,1.54232459666634e-05,1.39787725011102e-06,1.27519799332208e-05,5.32578164303987e-05,7.64558052430115e-05,7.21841959527578e-07,-8857.95741200046,0
0.290771766955881,1,0.26188662000631,0.155759296475592,0.993460270596641,9.7,1.62006858241689,0.449832258915128,0.274634303589785,0.000279713247755842,1,0.897784033773696,0.957173472503558,0.897229836985405,0.885838489857118,0.611061231286234,0.89597361678052,0.796469250596185,0.903881844914513,0.895702028964059,0.976094257798073,0.967150147500642,0.764234301524814,0.934031711585579,0.785800684723878,0.815988001828395,0.983859837455069,0.935546400694215,0.687021454079414,0.89695916380654,0.867484012529739,2.49588515568138e-06,0.000363605278196214,2.68493358891848e-06,9.79177922110871e-06,4.58902435350408e-05,1.47148580901213e-05,8.17291681909756e-07,0.000123294315316416,2.66079737200091e-06,3.86764202741806e-05,9.26529234230759e-06,0.015993754385236,5.70718685842431e-05,1.45361653090597e-06,1.28799363775162e-05,2.70930199459601e-06,1.52911361916362e-05,8.2140808873896e-07,1.4151345000044e-07,1.88340174526784e-05,4.0424458409948e-05,4.79709255437037e-05,3.77223365491543e-05,6.82053222064274e-06,2.76283615987706e-07,5.08643358014653e-06,2.77462519303082e-06,7.61668885974577e-05,3.90151710943044e-05,0.000143468149984672,9.78299378621667e-06,2.46065493666141e-06,1.316716408103e-06,2.67189685011907e-05,5.90323849469256e-05,9.52193905867995e-07,4.37760239197277e-05,1.51171092619918e-05,6.7155480733414e-06,2.61797536105061e-06,3.53049136232016e-05,5.82762593785555e-05,9.75669741450985e-06,8.45912207945901e-06,8.88497086208649e-06,7.28549018481672e-05,1.31159365289738e-05,0.00201250505220451,2.44905362798765e-05,5.5114718400971e-06,5.30752368813365e-06,7.6480732664019e-06,2.68841729187715e-05,9.2950594024449e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.07647125997779e-07,0.000217872159835696,7.42462178074626e-06,9.73626566420388e-06,5.126741123909e-05,1.97190729938715e-06,2.53202551265334e-06,7.89270404127942e-06,4.1781620726641e-05,0.000128595101805458,3.68902056080583e-05,0.000165757287003349,2.84141433143888e-05,2.5202760923458e-06,1.06682591349677e-05,9.60182692464203e-05,8.05780368728854e-06,2.90573029693464e-06,-10019.3967911294,0
0.290771766955881,1,0.252001769701207,0.170442555499462,0.99598145747602,9.7,1.82577227755141,0.453575318253451,0.263578728497302,0.000261983784202737,1,0.980627112817696,0.945251909222502,0.924497463730365,0.931088725848794,0.775164725741288,0.855812456036978,0.887725460196018,0.938097077616452,0.935205190227408,0.908865356271629,0.581677713042446,0.969309565475405,0.975384328520506,0.882988007530879,0.777265839892397,0.986880302443046,0.957278218272564,0.622475285436416,0.914154707073843,0.759982217644362,3.15156488942235e-06,0.000309773273779635,9.71388280639136e-06,6.28350471776981e-06,0.000122180623039304,1.20770620367547e-05,3.7629631732172e-06,0.000153017050306247,5.30749431024821e-06,1.30089561933139e-05,3.25784668466919e-06,0.0151018085634757,2.61361715481558e-05,2.54940545159085e-06,1.51945102251216e-05,9.68913405343856e-07,2.37680156461966e-06,1.84720503576662e-06,6.14933816193955e-07,1.14387551569477e-05,2.46928741912987e-05,5.45224386015671e-05,3.39779877638551e-05,6.69659228776202e-07,3.66243395385006e-07,1.74106300962189e-05,7.87010294537153e-06,6.37625472051285e-05,3.51963477174828e-05,0.000130306578980728,4.08879720860873e-05,2.18720176481974e-06,7.50138033180955e-07,9.0673558361424e-06,1.21989694499437e-05,3.62891313896249e-07,3.80253737879059e-05,7.13250954786889e-06,4.41377498716513e-06,3.52688549548821e-06,2.20537423088025e-05,2.6752296482206e-05,2.72962863730177e-05,1.13691286253143e-05,2.35159963895762e-05,4.4424058867612e-05,8.22322482592451e-06,0.000689447848712403,8.40886349233771e-06,7.91411040373616e-06,1.42361721040836e-05,1.25355242251084e-05,3.14661794896219e-05,6.05137964927389e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07634425591319e-07,0.000189263865414058,4.09384108558418e-06,1.11887825853995e-05,4.35655762820722e-05,6.79890907163953e-07,3.05597682156782e-06,9.08080848752399e-06,4.68780514317797e-05,7.78911784035027e-05,2.03460243366626e-05,0.000200408326754142,6.76264773484642e-06,6.49611355287838e-07,8.58453833671468e-06,2.47508478863842e-05,1.78289467666775e-05,2.79566944398475e-06,-9409.89623593305,0
0.290771766955881,1,0.27424268288769,0.168240066645881,0.985607696530643,9.7,1.67149450620052,0.463868731433842,0.272975967325913,0.000363928199633093,1,0.711387105924694,0.958166936110312,0.958581997161565,0.693524986892492,0.870891764173403,0.845772165851093,0.773655198196226,0.946650885791937,0.925329399911571,0.939118361958529,0.705579566975437,0.979563328672935,0.936099342432325,0.810097515425628,0.806307461344395,0.986125186196052,0.940979355088802,0.799977249204659,0.909855821257017,0.969875685130566,5.28252402408051e-06,0.000377063279300359,1.63059120629755e-06,1.41771223502823e-05,0.000110737066113664,8.77981697004641e-06,3.23695040691229e-06,0.000160447734053705,1.25859108904283e-05,1.42923293973572e-05,6.76218998495826e-06,0.012648957553635,5.44938938312358e-05,2.82335268176208e-06,1.92450144584312e-05,2.27420484728297e-06,9.47968560947874e-06,1.1255002840057e-06,1.92237060664031e-07,2.0682833026611e-05,4.69792851677185e-05,2.99542646345795e-05,3.67862493528295e-05,5.2828139726761e-06,5.23673009330282e-07,1.18647416639863e-05,6.51509462888853e-07,4.82571204647173e-05,3.04228184964557e-05,8.09506877159378e-05,3.62222253411067e-05,1.7086587140968e-06,4.57454206390478e-06,4.58415488883264e-05,2.72525672882594e-05,3.73569413027372e-07,4.52136864526831e-05,6.46712623835865e-06,1.07436509741499e-05,6.93529849962919e-06,2.97835922422019e-05,5.03952686544681e-05,1.8638823831813e-06,1.35516335347058e-05,3.93662740443567e-05,3.73163481224732e-05,3.63563171184581e-05,9.40721071409565e-05,1.72537835254841e-05,1.0917408608285e-05,1.28968748416911e-05,8.05536084629411e-06,2.57386712760589e-05,2.31302733160459e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32599499473555e-07,5.33744669112815e-05,8.25731695453679e-06,7.92061951270943e-06,2.23855301502729e-05,2.29491139744295e-06,3.05232449766742e-07,3.43731236786228e-06,6.34414512234804e-05,0.000132820428755621,3.27541602902093e-05,1.84903680624818e-05,5.6800729558693e-06,2.05260990808131e-06,7.0217477380249e-06,0.000113835124586429,3.49284471556083e-05,3.73603613747928e-06,-9401.99323216082,0
0.290771766955881,1,0.313782084108103,0.156493459426785,0.949197903240849,9.7,1.83605746230813,0.448896494080546,0.264131507251927,0.000293010345420672,1,1.0427594221007,0.942271518402239,0.849511490181726,0.874525930859199,0.652087104899997,0.685127522876928,0.895330144329338,0.901030575522685,0.978000281596037,0.992901483179684,0.925849529522978,0.815503117512462,0.969181435980267,0.93968061250163,0.961196109088386,0.974043326244145,0.854052084775409,0.541792574632669,0.978637994326227,0.761660060952924,2.65980508911662e-06,0.000161735261634042,7.25375058027584e-06,2.82102203636379e-05,4.97047625102539e-05,1.93310011835129e-05,1.55370955473662e-06,0.000279338674013027,1.99912313743908e-06,3.48263006620506e-05,1.47721175284761e-05,0.016216740840676,1.32462977831195e-05,1.36230078751556e-06,9.98671906800936e-06,4.59472296628585e-06,1.98111533110919e-05,1.07786268030526e-05,4.62762984203182e-07,5.02638822095336e-05,2.60038395428527e-05,5.61603168660329e-05,2.18088542116326e-05,3.62115579182875e-07,1.63833891741081e-07,2.17240988768443e-05,7.44547979934315e-06,9.78744860340336e-05,1.51475249891693e-05,0.000133596971731714,1.13382427012102e-05,6.14846026730092e-07,2.30822856421659e-06,2.23060653349287e-05,5.40145190008205e-05,1.29575572297641e-06,2.22110859253958e-05,1.71132591905225e-05,1.53655862944478e-06,3.29965796187881e-06,1.21153638230031e-05,8.3633181260021e-06,1.58955535499876e-05,1.91160735128454e-06,1.98582400077038e-05,0.000151039720044694,1.67854703062608e-05,0.00115251786993464,4.38844529545301e-06,2.05279628628413e-05,5.75395610893114e-06,1.53875956801871e-06,7.41064499265712e-06,6.17155053496687e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32650301099394e-07,0.00016780764459783,3.81627602765401e-06,2.11055182792721e-06,5.31928699783446e-05,7.46297696633573e-06,2.40103768542471e-06,8.18973015284057e-06,4.30557284029257e-05,6.52151975530141e-05,1.06952519283484e-05,0.000157094527065651,2.30012694195032e-05,5.5607811843494e-07,1.53566309310371e-05,5.68211874984004e-05,7.40130194731642e-05,8.5958577159549e-07,-5175.81049862221,0
0.290771766955881,1,0.242116919396103,0.16163260008514,0.881903608581461,9.7,1.7023500604707,0.472290614945071,0.270212073552792,0.000315172174862053,1,1.0634701918617,0.933330345941447,0.951765090475325,0.795338017873765,0.720463560922937,0.815651295293437,0.978981669795852,0.926692000049139,0.974708351490758,0.949202697187495,0.636745203679331,0.682204195944578,0.983654851907492,0.721009136185877,0.7385436779564,0.989900767431022,0.892082765537519,0.816113791365409,0.862568077271935,0.71602652207134,1.18452568819943e-06,4.06132516967384e-05,5.49651327590762e-06,2.77523021443092e-06,7.64063953367461e-05,1.99904501968546e-05,3.34215296017327e-06,0.0003016307252554,1.85409790014847e-05,2.8409434641834e-05,5.26032857054865e-06,0.0142098627417155,3.64480705601849e-05,2.18414247802923e-06,8.25078868230526e-06,3.86956105409745e-06,2.04568700424428e-05,4.16071015255381e-05,2.76776411770016e-07,4.04349286121711e-06,5.09121812223808e-05,3.4867899427977e-05,3.02336389785559e-05,9.28088141738936e-06,4.56203174782307e-07,1.00161121865755e-05,6.17161036125796e-06,0.000100975571382116,1.61022308333747e-05,0.000117145007976784,4.71089677460615e-05,1.91374859297806e-06,4.71618665763529e-06,1.49512267244919e-05,4.56514090906451e-05,8.00023017370231e-07,9.2721231287967e-06,9.79404278590984e-06,1.1319094245694e-05,4.4357956299258e-06,2.64707994136021e-05,3.72602841143225e-05,1.6772532997913e-05,2.63910898774837e-06,3.81470219170659e-05,0.000129716587809278,2.29013599350725e-05,0.00148328217080767,1.8057867164861e-05,1.99273032219315e-05,8.87898305451361e-06,1.09063739055396e-05,1.77201597770706e-05,2.9859686599043e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0757092355902e-07,0.000160655570992421,5.20410131730487e-06,1.02116413703054e-06,3.58637413250542e-05,4.55594008383354e-06,1.48412289482435e-06,7.64077363811995e-07,5.19744821369184e-05,0.000162397717406761,2.58607514271278e-05,9.64552075017645e-05,1.97535450825719e-05,3.26854198716898e-06,6.50081753846164e-06,6.75113007024058e-05,6.66846621636225e-05,7.61206329044861e-07,-2535.40144196451,0
0.290771766955881,1,0.301426021226724,0.167505903694688,0.985685998352845,9.7,1.7846315385245,0.464804496268423,0.265789843515799,0.000350631101968264,1,0.566411717597694,0.941278054795484,0.788159330005566,0.704837545890412,0.829865890559639,0.735328973806355,0.918144196729296,0.949502155183765,0.948372910648525,0.922311136576918,0.746880184953101,0.928294512685287,0.967113805133521,0.91538378179988,0.970876649572386,0.995941697406976,0.848619130380822,0.945206128651404,0.965741336875751,0.633072769602294,5.11860409064527e-06,0.000148277260529897,8.30809296289678e-06,2.38248772344643e-05,0.000106922547138451,4.16367387665482e-06,2.50053253408543e-06,0.000242185255275739,1.32475851249901e-05,1.81424490094872e-05,1.25536479878972e-06,0.012425971098195,1.58242725361267e-05,2.91466842515248e-06,3.62164098709435e-06,3.88783875593137e-07,4.95966849002296e-06,3.64182353978531e-06,4.12039373539592e-07,4.84150666356009e-05,6.13999040348137e-05,2.17648733122503e-05,2.27449414079574e-05,1.89983382714951e-06,6.36122733576908e-07,1.49457907930044e-05,9.5685955294851e-06,2.65495230281413e-05,2.37398775870179e-05,9.08218659688959e-05,3.46669764261132e-05,1.36684224929471e-06,3.5830299077912e-06,3.18348494779296e-06,3.22704332343646e-05,5.95946449999507e-07,2.07734233924404e-05,4.47097630982792e-06,1.59226404180465e-05,6.25361589880099e-06,1.76366852040027e-05,1.62443088500895e-05,2.37883685813162e-05,2.00991482628803e-05,2.83930048987394e-05,0.000186578273770388,3.26867833411711e-05,0.000954059289410824,1.16251980498455e-05,1.51220260946534e-05,1.24504424208936e-05,1.1314719881265e-06,8.55614663536972e-06,2.26436748443715e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0759632437194e-07,0.000103438982149147,2.98358085386348e-06,3.92619797942165e-06,2.04600714110184e-05,7.13997286827994e-06,4.36220276995365e-07,3.14028625630114e-06,6.21673435471957e-05,6.09898706028511e-05,1.48312972461973e-05,2.71531280001798e-05,1.10929468507549e-05,1.02374430269943e-06,2.33337594195553e-06,3.90043321583914e-05,4.71423760048445e-05,1.86378805518726e-06,-6393.88056237153,0
0.365427370434209,1,0.252001769701207,0.170442555499462,0.942807011580377,9.7,1.82577227755141,0.453575318253451,0.263578728497302,0.000261983784202737,1,0.980627112817696,0.945251909222502,0.924497463730365,0.931088725848794,0.775164725741288,0.855812456036978,0.887725460196018,0.938097077616452,0.935205190227408,0.908865356271629,0.581677713042446,0.969309565475405,0.975384328520506,0.882988007530879,0.777265839892397,0.986880302443046,0.957278218272564,0.622475285436416,0.914154707073843,0.765200791459816,3.15156488942235e-06,0.000309773273779635,9.71388280639136e-06,6.28350471776981e-06,0.000122180623039304,1.20770620367547e-05,3.7629631732172e-06,0.000153017050306247,5.30749431024821e-06,1.30089561933139e-05,3.25784668466919e-06,0.0151018085634757,2.61361715481558e-05,2.54940545159085e-06,1.51945102251216e-05,9.68913405343856e-07,2.37680156461966e-06,1.76929873876985e-06,6.14933816193955e-07,1.14387551569477e-05,2.46928741912987e-05,5.45224386015671e-05,3.39779877638551e-05,6.69659228776202e-07,3.66243395385006e-07,1.74106300962189e-05,7.87010294537153e-06,6.37625472051285e-05,3.51963477174828e-05,0.000130306578980728,4.08879720860873e-05,2.18720176481974e-06,7.50138033180955e-07,9.0673558361424e-06,1.21989694499437e-05,3.712832364823e-07,3.80253737879059e-05,7.13250954786889e-06,4.41377498716513e-06,3.52688549548821e-06,2.20537423088025e-05,2.6752296482206e-05,2.72962863730177e-05,1.13691286253143e-05,2.35159963895762e-05,4.4424058867612e-05,8.22322482592451e-06,0.000689447848712403,8.40886349233771e-06,7.91411040373616e-06,1.42361721040836e-05,1.25355242251084e-05,3.14661794896219e-05,5.48943503220334e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07634425591319e-07,0.000189263865414058,4.09384108558418e-06,1.11887825853995e-05,4.35655762820722e-05,6.79890907163953e-07,3.05597682156782e-06,9.08080848752399e-06,4.68780514317797e-05,7.78911784035027e-05,2.03460243366626e-05,0.000200408326754142,6.76264773484642e-06,6.49611355287838e-07,8.58453833671468e-06,2.47508478863842e-05,1.78289467666775e-05,2.85715621105549e-06,-6321.60593268572,0
0.290771766955881,1,0.291541170921621,0.158695948280366,0.986101767751477,9.7,1.66120932144379,0.468547555606747,0.272423188571289,0.000332901638415159,1,0.649254796641694,0.961147326930576,0.815426956750526,0.750087781882088,0.556360066467883,0.695167813062813,0.766050514062907,0.983717387885704,0.987876071911874,0.962648477492784,0.801947675589986,0.805249354314933,0.942302234972564,0.753404910454878,0.932154487636388,0.97479844249114,0.87035094795917,0.880659960008406,0.982936880143053,0.892309205164334,5.28845954458462e-07,9.44452561133177e-05,4.09072343241305e-06,2.03166027311254e-05,6.11483194358934e-05,1.52587782328819e-06,2.07972232104151e-06,0.00027190799026557,1.58942820632374e-05,3.35429274580073e-05,1.12677742281871e-05,0.0115340252764347,6.73837675962721e-05,1.08835355734434e-06,5.93621483469981e-06,3.28943152434673e-06,1.27082692662329e-05,1.46032276344957e-05,3.44407892654803e-07,4.10198043398702e-05,4.56683198161644e-05,2.83163863701136e-05,1.90005926226581e-05,5.59035762226943e-06,7.26082512974208e-07,7.55127288336101e-06,1.07613260891725e-06,0.000113379912774445,1.99210542101963e-05,7.76602949649519e-05,1.60039894461908e-05,1.09338907745303e-06,3.01645153286915e-06,3.26028393895402e-05,3.89609211625048e-05,1.37342089938106e-06,1.50227732606185e-05,1.77786425000327e-05,1.36208673318702e-05,7.1625260332386e-06,4.38551388960364e-06,6.8784247010672e-05,1.32646152062114e-05,2.30091548087356e-05,4.00796235292327e-06,0.000158147430789833,2.77940716381218e-05,0.00174789361150609,2.12742017223688e-05,1.75246646582924e-05,7.09325337132364e-06,6.01892294683304e-06,1.31381532062202e-05,2.35059926614668e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0758362396548e-07,7.48306877275094e-05,8.53488201246697e-06,5.37871490061721e-06,1.27582364540005e-05,5.84795647605674e-06,9.60171585909857e-07,4.32839070254571e-06,2.6492328611225e-05,0.000145496409606109,4.24049326985235e-05,6.18041677509721e-05,2.40838441984804e-05,2.14614314493421e-06,1.69194215297269e-05,8.17647849744132e-05,5.69135190842335e-05,1.84974233793346e-06,-4547.37822896594,0
0.365427370434209,1,0.294012383497897,0.162366763036333,0.810263228476667,9.7,1.75377598425433,0.47135485011049,0.259709277214933,0.000257551418314461,1,0.877073264012695,0.950219227256276,0.794976236691806,0.784025458875846,0.542684775263295,0.926094487338176,0.834492671262782,0.923840730657311,0.898993959069338,0.966009922569106,0.595444585701667,0.733473011932225,0.952640389206296,0.874889063963629,0.883751785216391,0.992166116172005,0.984442990245499,0.929069586490655,0.944246907791622,0.895638770952254,1.34844562163468e-06,0.000269399270467201,1.0065330267265e-05,2.11936713569601e-05,8.02209143119592e-05,1.40554090767797e-05,2.39532998082445e-06,0.000101002264074043,1.78793047669229e-05,2.45593150297039e-05,2.75722621319932e-06,0.0144328491971555,7.51176918552939e-05,2.09282673463882e-06,1.46158667632203e-05,3.43446390678441e-06,1.46454194602854e-05,1.62839472474502e-06,5.98025945972758e-07,3.54733576180723e-05,5.74670079801514e-05,1.68512385188528e-05,1.43201566410341e-05,2.82246477592949e-06,7.03592568124883e-07,1.67944202704153e-05,1.08424649675703e-05,7.30658032493754e-05,3.8060465250099e-05,0.000107273829723826,4.8664216661055e-05,1.16175237041345e-06,3.44138531406069e-06,3.40738071116276e-05,4.06335431445399e-05,5.33811437792034e-07,3.37123861890395e-05,1.14405976227672e-06,1.53471971465024e-05,5.117478230754e-06,3.28124961340371e-06,7.14112439187011e-05,8.87971796658446e-06,7.73162044299518e-06,2.96122570260302e-05,9.41780340835835e-05,2.65708937123594e-05,0.00168174075133148,1.08211144104685e-05,6.11213148100687e-06,9.32541547531111e-06,4.79706020715641e-06,3.49026844177598e-05,1.19594752655865e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32574098660635e-07,0.000225024233441105,1.59575556421262e-06,1.08256533551006e-05,3.77892000643087e-05,1.00470097507821e-05,1.35313506759573e-06,1.06110347537314e-06,5.32485898132031e-05,9.90178131543173e-05,2.17247061092789e-05,8.77924475640664e-05,3.16618676513202e-05,1.30434401325812e-06,2.85430614151879e-06,2.8314218954386e-05,1.53861609968303e-05,3.59744066698065e-06,-6919.77061499769,0
