gamma,alpha,sigma,psi,g,R0IN,qua,quawh,qualow,rho,kappa,omega,S1_0,S2_0,S3_0,S4_0,S5_0,S6_0,S7_0,S8_0,S9_0,S10_0,S11_0,S12_0,S13_0,S14_0,S15_0,S16_0,S17_0,E1_0,E2_0,E3_0,E4_0,E5_0,E6_0,E7_0,E8_0,E9_0,E10_0,E11_0,E12_0,E13_0,E14_0,E15_0,E16_0,E17_0,I1_0,I2_0,I3_0,I4_0,I5_0,I6_0,I7_0,I8_0,I9_0,I10_0,I11_0,I12_0,I13_0,I14_0,I15_0,I16_0,I17_0,R1_0,R2_0,R3_0,R4_0,R5_0,R6_0,R7_0,R8_0,R9_0,R10_0,R11_0,R12_0,R13_0,R14_0,R15_0,R16_0,R17_0,J1_0,J2_0,J3_0,J4_0,J5_0,J6_0,J7_0,J8_0,J9_0,J10_0,J11_0,J12_0,J13_0,J14_0,J15_0,J16_0,J17_0,P1_0,P2_0,P3_0,P4_0,P5_0,P6_0,P7_0,P8_0,P9_0,P10_0,P11_0,P12_0,P13_0,P14_0,P15_0,P16_0,P17_0,loglik,loglik.se
0.286842105,1,0.236440405,0.911365729,9.7,1.37065378,0.483426215,0.311401537,0.000103628,1,0.404162162,0.975585329,0.983774397,0.986842878,0.855202832,0.978805103,0.978362464,0.945123362,0.952849067,0.959114054,0.949299864,0.92120189,0.995186511,0.648648429,0.959035413,0.972151766,0.965932567,0.945079988,0.986199578,1.47E-06,3.19E-05,3.86E-06,4.17E-06,2.18E-05,1.11E-06,5.17E-06,3.35E-05,1.14E-05,3.95E-06,1.70E-06,0.019616324,3.90E-06,2.86E-06,9.93E-06,1.93E-06,7.98E-06,7.63E-07,3.06E-06,3.32E-06,4.85E-06,2.05E-05,7.52E-07,4.61E-07,1.05E-05,1.36E-06,6.43E-05,3.77E-06,5.25E-05,8.95E-07,5.39E-06,3.06E-06,1.50E-06,1.22E-05,4.79E-06,1.98E-06,4.83E-06,1.11E-06,2.16E-05,4.02E-06,4.40E-06,5.09E-06,7.57E-06,1.95E-05,2.43E-06,0.000384572,4.01E-06,3.73E-06,5.27E-06,7.73E-07,5.43E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.50E-07,1.28E-05,2.30E-06,2.59E-06,1.06E-05,7.47E-07,2.14E-06,4.81E-07,4.01E-05,6.96E-05,2.66E-06,4.38E-05,4.12E-07,9.86E-06,5.95E-06,3.27E-06,1.73E-05,-1702.353438,0
0.121052632,1,0.257612541,0.942623805,9.7,1.959908899,0.527244756,0.302531971,0.000226676,1,0.372941529,0.988370217,0.986363315,0.975916847,0.942861389,0.985365942,0.975016403,0.942520288,0.937900835,0.981715083,0.925283112,0.892161028,0.991357722,0.750320978,0.938501839,0.986771798,0.988483975,0.910911864,0.958670423,2.06E-06,1.61E-05,3.07E-06,2.13E-06,5.11E-05,1.76E-06,8.61E-06,6.92E-05,8.61E-06,8.27E-06,8.33E-07,0.019825588,3.44E-06,4.49E-06,1.34E-05,1.82E-06,3.27E-06,5.02E-07,2.93E-06,8.78E-06,5.16E-06,2.72E-05,6.35E-07,1.08E-06,2.76E-06,1.79E-06,3.21E-05,2.06E-06,7.37E-05,7.83E-07,2.43E-06,7.58E-06,1.36E-06,7.70E-06,2.68E-06,2.19E-06,2.99E-06,2.45E-06,1.16E-05,2.84E-06,3.88E-06,2.56E-06,2.48E-06,2.71E-05,2.67E-06,0.000124882,2.46E-06,8.79E-06,1.89E-06,1.16E-06,5.42E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47E-07,4.06E-06,3.19E-06,4.13E-06,7.77E-06,6.16E-07,3.05E-06,8.60E-07,3.90E-05,2.36E-05,3.86E-06,9.54E-05,1.14E-06,2.39E-05,4.78E-06,4.50E-06,2.74E-05,-1702.363365,0
0.121052632,1,0.284643615,0.881993394,9.7,1.91168835,0.528221345,0.31389818,0.00019673,1,0.335853884,0.972625108,0.972924775,0.988896158,0.909245984,0.964453911,0.981358786,0.973687461,0.973476232,0.961866742,0.943752583,0.955873569,0.982180672,0.828003048,0.962891702,0.9663083,0.95136748,0.970108225,0.982478955,1.11E-06,1.23E-05,2.24E-06,3.25E-06,5.93E-05,6.44E-07,4.56E-06,2.44E-05,4.44E-06,3.66E-06,2.23E-06,0.022786218,5.34E-06,2.23E-06,7.81E-06,6.49E-07,7.06E-06,1.04E-06,4.14E-06,4.47E-06,7.78E-06,1.16E-05,9.88E-07,5.33E-07,9.14E-06,8.08E-07,4.98E-05,3.67E-06,9.94E-05,9.29E-07,4.85E-06,4.29E-06,8.70E-07,1.42E-05,3.21E-06,1.11E-06,9.24E-06,1.91E-06,2.60E-05,4.83E-06,5.89E-06,5.14E-06,8.12E-06,1.80E-05,3.87E-06,0.000507054,1.41E-06,4.17E-06,3.67E-06,2.38E-06,3.43E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22E-06,9.43E-06,1.88E-06,2.66E-06,4.80E-06,1.32E-07,1.40E-06,4.48E-07,2.34E-05,6.27E-05,1.49E-06,4.83E-05,4.85E-07,1.90E-05,2.26E-06,1.92E-06,1.14E-05,-1702.382932,0
0.334210526,1,0.160779723,0.891204604,9.7,1.474694135,0.483266342,0.276460601,0.000163507,1,0.753076119,0.955326631,0.985677791,0.980394889,0.889083474,0.979513845,0.980586647,0.933836922,0.940018504,0.972092383,0.951398128,0.886161385,0.995177033,0.728391137,0.956711731,0.970752493,0.955573446,0.942408361,0.986511927,1.58E-06,3.17E-05,3.48E-06,4.72E-06,2.28E-05,1.23E-06,5.75E-06,4.37E-05,6.44E-06,3.71E-06,1.94E-06,0.020452659,4.31E-06,2.77E-06,1.15E-05,1.64E-06,8.80E-06,7.26E-07,3.09E-06,2.82E-06,4.58E-06,1.18E-05,4.87E-07,5.60E-07,6.78E-06,1.46E-06,5.35E-05,3.71E-06,5.82E-05,9.31E-07,5.01E-06,3.70E-06,1.61E-06,1.02E-05,3.50E-06,1.91E-06,3.56E-06,1.14E-06,1.94E-05,5.10E-06,4.90E-06,5.64E-06,5.83E-06,1.75E-05,2.56E-06,0.000317188,3.11E-06,4.12E-06,6.45E-06,7.70E-07,8.41E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.30E-07,1.16E-05,2.19E-06,2.48E-06,1.06E-05,5.68E-07,1.94E-06,5.90E-07,2.99E-05,8.47E-05,2.24E-06,5.45E-05,4.62E-07,1.36E-05,4.84E-06,2.73E-06,1.69E-05,-1702.391957,0
0.144736842,1,0.258580507,0.935136648,9.7,1.857682221,0.514315507,0.301164526,0.000209484,1,0.890179527,0.993443488,0.966506631,0.97747967,0.932250723,0.946504805,0.968572163,0.959483981,0.928492995,0.986541154,0.965281307,0.955347434,0.984499114,0.811398075,0.984478186,0.993410263,0.942077909,0.911950782,0.975010908,2.06E-06,1.30E-05,3.07E-06,1.94E-06,5.01E-05,2.09E-06,3.50E-06,8.76E-05,5.13E-06,8.75E-06,5.68E-07,0.019823791,6.05E-06,4.02E-06,6.19E-06,8.46E-07,6.24E-06,7.07E-07,5.18E-06,9.32E-06,6.77E-06,2.71E-05,2.38E-07,8.53E-07,3.82E-06,5.83E-07,5.43E-05,5.56E-06,8.16E-05,1.60E-06,3.03E-06,8.89E-06,6.14E-07,6.29E-06,3.42E-06,1.40E-06,7.58E-06,2.65E-06,1.20E-05,9.23E-06,1.28E-06,3.74E-06,3.17E-06,5.68E-06,3.48E-06,7.80E-05,1.58E-06,1.00E-05,4.40E-06,2.13E-06,3.61E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47E-07,3.75E-06,3.24E-06,3.73E-06,6.13E-06,3.44E-07,4.58E-06,9.09E-07,2.24E-05,2.55E-05,4.77E-06,9.52E-05,7.74E-07,1.74E-05,5.08E-06,1.90E-06,9.79E-06,-1702.413403,0
0.263157895,1,0.213635608,0.983901325,9.7,1.426612432,0.508798295,0.310852981,0.000117057,1,0.432437244,0.989753419,0.975211475,0.959731054,0.914246345,0.935174094,0.98577699,0.964959461,0.936844708,0.960683595,0.956361866,0.9142163,0.979997322,0.774617721,0.972062495,0.98284207,0.980952017,0.971081765,0.991846353,2.15E-06,1.78E-05,2.17E-06,3.65E-06,3.87E-05,2.14E-06,4.44E-06,7.35E-05,6.37E-06,2.92E-06,1.75E-06,0.019684379,3.38E-06,4.58E-06,1.17E-05,1.55E-06,5.75E-06,7.46E-07,4.08E-06,7.11E-06,8.06E-06,2.67E-05,9.09E-07,3.88E-07,1.90E-06,1.12E-06,7.11E-05,3.69E-06,0.000117113,1.14E-06,7.92E-06,4.39E-06,1.75E-06,6.81E-06,2.86E-06,1.58E-06,4.49E-06,2.22E-06,1.65E-05,1.97E-06,5.92E-06,4.00E-06,1.52E-06,3.24E-05,3.46E-06,0.000187837,2.64E-06,5.85E-06,4.16E-06,3.53E-06,5.35E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45E-07,7.89E-06,3.12E-06,1.25E-06,3.37E-06,7.97E-07,1.03E-06,1.38E-06,2.69E-05,8.27E-05,3.78E-06,0.00015734,5.42E-07,7.65E-06,4.52E-06,2.38E-06,1.36E-05,-1702.435159,0
0.310526316,1,0.18600668,0.968579788,9.7,1.292700936,0.500832732,0.306607409,0.000105469,1,0.361274292,0.957528955,0.978206474,0.973480179,0.941926275,0.950784221,0.988361361,0.93685869,0.921015953,0.953761759,0.959619306,0.970155311,0.981948277,0.706056112,0.950806434,0.975799894,0.965302392,0.951240045,0.978742498,1.53E-06,1.59E-05,2.92E-06,2.99E-06,2.92E-05,1.27E-06,3.54E-06,6.14E-05,2.70E-06,2.80E-06,6.23E-07,0.022592458,6.07E-06,6.50E-06,1.26E-05,1.04E-06,6.50E-06,8.41E-07,4.99E-06,2.48E-06,4.54E-06,1.43E-05,6.06E-07,8.38E-07,1.09E-05,2.16E-06,3.86E-05,1.85E-06,7.12E-05,1.66E-06,8.76E-06,5.16E-06,6.39E-07,1.35E-05,1.71E-06,1.28E-06,6.08E-06,2.24E-06,2.50E-05,6.65E-06,2.42E-06,2.79E-06,1.14E-05,2.62E-05,3.33E-06,0.000232134,1.73E-06,5.33E-06,3.21E-06,3.38E-06,9.15E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09E-06,6.76E-06,2.80E-06,4.67E-06,8.71E-06,6.41E-07,2.88E-06,1.33E-06,4.67E-05,7.15E-05,4.73E-06,6.07E-05,9.42E-07,1.63E-05,4.09E-06,4.11E-06,1.86E-05,-1702.822488,0
0.5,1,0.130846199,0.956234641,9.7,1.42561003,0.458425419,0.262129296,0.000188452,1,0.664182032,0.970956462,0.974725634,0.989406187,0.882104922,0.981907466,0.971735922,0.956213748,0.945116138,0.983984823,0.947600898,0.958119379,0.991146375,0.777661998,0.984763824,0.956390201,0.965108238,0.891663522,0.979426072,9.56E-07,2.36E-05,3.97E-06,2.96E-06,3.81E-05,1.35E-06,2.68E-06,6.59E-05,5.07E-06,7.48E-06,2.55E-06,0.020248752,7.78E-06,6.21E-06,1.39E-05,1.22E-06,5.91E-06,7.31E-07,2.00E-06,6.83E-06,5.90E-06,1.67E-05,8.38E-07,3.66E-07,9.70E-06,1.13E-06,7.06E-05,5.41E-06,0.000140424,8.94E-07,2.38E-06,4.87E-06,4.46E-07,1.14E-05,4.92E-06,1.34E-06,4.63E-06,7.91E-07,3.67E-06,5.28E-06,5.64E-06,4.25E-06,7.15E-06,2.33E-05,2.92E-06,0.000136263,1.57E-06,1.58E-05,4.92E-06,8.50E-07,3.10E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E-06,3.17E-06,2.08E-06,1.84E-06,1.20E-05,6.16E-07,2.12E-06,9.31E-07,1.80E-05,3.92E-05,3.53E-06,5.42E-05,9.28E-07,1.01E-05,3.29E-06,9.75E-07,8.47E-06,-1702.895404,0
0.357894737,1,0.124107433,0.929635035,9.7,1.686859198,0.475797277,0.2646673,0.000241025,1,0.703290146,0.963243752,0.973972885,0.985939066,0.878610094,0.98312465,0.962247206,0.962361712,0.949238134,0.978537357,0.951258533,0.947030868,0.989910992,0.800437543,0.989557094,0.95581541,0.961238197,0.878234628,0.983618143,1.07E-06,2.78E-05,3.79E-06,2.40E-06,6.60E-05,1.11E-06,2.25E-06,6.71E-05,4.60E-06,6.10E-06,2.99E-06,0.018083122,4.71E-06,5.80E-06,1.03E-05,1.24E-06,4.80E-06,6.34E-07,1.81E-06,7.41E-06,8.77E-06,2.22E-05,9.77E-07,2.49E-07,1.06E-05,8.26E-07,5.68E-05,6.62E-06,0.000117112,1.02E-06,2.43E-06,5.06E-06,4.36E-07,1.34E-05,4.33E-06,1.66E-06,3.64E-06,1.18E-06,4.76E-06,8.13E-06,6.86E-06,5.23E-06,8.97E-06,1.72E-05,2.48E-06,0.00016614,1.92E-06,1.07E-05,5.18E-06,1.12E-06,2.91E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20E-06,3.64E-06,1.92E-06,1.94E-06,1.07E-05,7.51E-07,2.56E-06,8.73E-07,1.99E-05,4.74E-05,4.37E-06,5.85E-05,9.39E-07,9.48E-06,3.55E-06,9.04E-07,1.26E-05,-1702.898573,0
0.121052632,1,0.241432455,0.851386488,9.7,2.234967637,0.519613523,0.29215042,0.000290312,1,0.821794836,0.952627176,0.951066445,0.983109035,0.962981234,0.965307061,0.969177188,0.972053947,0.972212516,0.970806868,0.959459085,0.923963328,0.988624779,0.862578522,0.956712472,0.958337731,0.957609498,0.929740732,0.973558624,9.16E-07,1.09E-05,4.15E-06,1.07E-06,3.74E-05,6.82E-07,1.35E-06,2.00E-05,4.34E-06,6.16E-06,1.29E-06,0.019779475,4.66E-06,1.42E-06,7.30E-06,4.84E-07,2.45E-06,5.76E-07,2.43E-06,1.06E-05,6.22E-06,1.01E-05,5.00E-07,9.51E-07,7.56E-06,2.34E-06,3.44E-05,1.83E-06,9.53E-05,4.78E-07,4.58E-06,1.23E-06,1.05E-06,1.41E-05,1.70E-06,8.07E-07,2.74E-06,6.16E-07,6.75E-06,6.47E-06,3.12E-06,1.65E-06,6.77E-06,1.32E-05,4.28E-06,0.000436389,1.54E-06,1.18E-05,2.59E-06,2.44E-06,8.85E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76E-07,1.99E-06,2.42E-06,2.88E-06,9.25E-06,4.27E-07,2.38E-06,7.08E-07,2.64E-05,5.95E-05,1.12E-06,6.34E-05,1.27E-06,1.95E-05,2.64E-06,5.03E-06,3.10E-05,-1703.064294,0
0.428947368,1,0.112886479,0.980036115,9.7,1.283217961,0.488851666,0.258432696,0.00016803,1,0.634005415,0.954300021,0.970399664,0.983555498,0.889151177,0.977955192,0.978009398,0.93818534,0.909593143,0.977795671,0.951339184,0.954606509,0.987420781,0.707886477,0.985562416,0.962396699,0.955670687,0.89722913,0.982377722,7.64E-07,1.72E-05,4.10E-06,3.21E-06,5.54E-05,1.06E-06,2.07E-06,7.29E-05,3.95E-06,5.24E-06,2.73E-06,0.028219354,6.41E-06,6.19E-06,1.50E-05,8.11E-07,4.49E-06,4.91E-07,2.43E-06,7.29E-06,6.59E-06,1.50E-05,7.10E-07,3.51E-07,1.24E-05,1.41E-06,7.95E-05,5.14E-06,0.000149994,1.01E-06,2.59E-06,4.22E-06,4.58E-07,1.53E-05,4.19E-06,2.31E-06,4.20E-06,7.34E-07,4.31E-06,4.60E-06,8.36E-06,4.89E-06,7.87E-06,2.22E-05,3.15E-06,0.000192932,2.08E-06,1.15E-05,5.63E-06,7.55E-07,4.16E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.49E-07,4.13E-06,1.60E-06,2.12E-06,8.90E-06,7.26E-07,2.32E-06,8.74E-07,2.82E-05,2.40E-05,3.76E-06,5.57E-05,5.85E-07,1.05E-05,2.59E-06,1.17E-06,1.45E-05,-1703.109926,0
0.476315789,1,0.075941631,0.885500269,9.7,1.981881685,0.461735464,0.224892171,0.000418272,1,0.94315772,0.987329115,0.95820794,0.971192545,0.940772331,0.949188012,0.959515498,0.95256197,0.92659748,0.986250624,0.966226687,0.943111177,0.985665052,0.790723276,0.985516839,0.992919839,0.938090197,0.876930171,0.972085846,2.59E-06,1.53E-05,3.89E-06,2.19E-06,4.63E-05,2.44E-06,2.81E-06,9.12E-05,4.47E-06,8.52E-06,8.81E-07,0.020381362,8.48E-06,5.49E-06,7.35E-06,1.06E-06,4.25E-06,1.41E-06,4.62E-06,8.63E-06,5.52E-06,2.46E-05,2.25E-07,8.28E-07,3.88E-06,8.24E-07,3.84E-05,3.99E-06,0.000121309,1.57E-06,2.88E-06,5.59E-06,6.42E-07,3.83E-06,2.63E-06,1.08E-06,9.35E-06,1.96E-06,1.10E-05,6.85E-06,1.38E-06,3.26E-06,3.53E-06,5.84E-06,4.58E-06,9.51E-05,2.03E-06,7.23E-06,3.42E-06,2.43E-06,3.04E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12E-07,4.90E-06,3.31E-06,2.99E-06,4.60E-06,2.75E-07,4.33E-06,8.34E-07,3.04E-05,2.81E-05,5.06E-06,0.000154442,1.26E-06,2.15E-05,5.33E-06,1.76E-06,1.40E-05,-1703.125875,0
0.476315789,1,0.141399977,0.95849117,9.7,1.538291443,0.445738362,0.264744761,0.000218583,1,0.687572314,0.968377383,0.972091675,0.987938971,0.852058455,0.982298157,0.976217186,0.955792109,0.924381164,0.985168348,0.942634778,0.957072018,0.990785626,0.759716141,0.983751291,0.956566231,0.954836658,0.858880191,0.980245878,8.49E-07,2.67E-05,4.65E-06,2.12E-06,4.37E-05,1.43E-06,2.43E-06,6.65E-05,5.78E-06,5.71E-06,3.20E-06,0.015468568,5.35E-06,4.62E-06,9.05E-06,9.99E-07,4.74E-06,3.49E-07,2.66E-06,9.32E-06,4.41E-06,2.22E-05,8.76E-07,3.59E-07,1.17E-05,1.22E-06,6.20E-05,7.34E-06,0.000134548,1.04E-06,2.74E-06,5.24E-06,4.79E-07,1.27E-05,4.61E-06,2.17E-06,3.87E-06,8.74E-07,5.16E-06,5.14E-06,7.00E-06,5.48E-06,8.18E-06,1.92E-05,3.42E-06,0.000121582,1.54E-06,1.12E-05,4.81E-06,8.18E-07,2.77E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.42E-07,3.99E-06,2.39E-06,2.29E-06,1.40E-05,6.35E-07,3.03E-06,8.05E-07,1.95E-05,2.91E-05,4.69E-06,6.44E-05,1.01E-06,7.40E-06,3.35E-06,8.69E-07,1.24E-05,-1703.200304,0
0.121052632,1,0.222042664,0.955664948,9.7,2.154910691,0.51038473,0.271049002,0.000372938,1,0.85593778,0.994651543,0.949998135,0.980976921,0.924680217,0.950066652,0.972781771,0.980378059,0.927833165,0.981667709,0.945450303,0.874399269,0.980789943,0.883082686,0.937538505,0.963354831,0.972904964,0.930459752,0.98427922,5.27E-07,1.30E-05,2.21E-06,1.29E-06,3.38E-05,9.92E-07,3.59E-06,0.00010273,9.65E-06,7.65E-06,2.25E-06,0.020992255,3.75E-06,3.88E-06,8.65E-06,1.39E-06,4.51E-06,1.26E-06,4.39E-06,8.61E-06,5.15E-06,1.15E-05,7.98E-07,9.44E-07,7.73E-06,2.75E-06,7.38E-05,2.74E-06,8.55E-05,1.66E-06,2.41E-06,6.02E-06,2.16E-06,1.30E-05,4.98E-06,9.96E-07,7.81E-06,1.80E-06,6.58E-06,4.46E-06,4.44E-06,3.45E-06,8.64E-06,1.86E-05,4.26E-06,0.00011964,2.70E-06,8.15E-06,5.46E-06,2.25E-06,8.45E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.31E-07,6.74E-06,1.70E-06,2.37E-06,3.28E-06,2.45E-07,9.26E-07,1.17E-06,2.13E-05,2.92E-05,3.39E-06,8.20E-05,7.34E-07,1.17E-05,4.04E-06,4.13E-06,2.00E-05,-1703.280927,0
0.357894737,1,0.144679163,0.979462125,9.7,1.500213062,0.489096019,0.277905252,0.000185726,1,0.479432022,0.913873355,0.977538193,0.985728531,0.926482918,0.945231624,0.97609296,0.967809289,0.96250479,0.991094336,0.961415439,0.936415503,0.978718585,0.794615401,0.982595015,0.957816973,0.976842812,0.899608149,0.974983485,4.93E-07,1.54E-05,2.55E-06,2.60E-06,5.24E-05,1.24E-06,6.05E-06,7.15E-06,8.35E-06,7.82E-06,1.21E-06,0.01987615,2.36E-06,3.47E-06,1.15E-05,2.56E-06,1.37E-06,7.63E-07,2.63E-06,6.68E-06,7.69E-06,2.22E-05,4.81E-07,1.39E-06,9.75E-06,1.17E-06,4.39E-05,3.64E-06,0.000151793,2.02E-06,3.60E-06,2.19E-06,1.38E-06,1.96E-05,1.14E-06,1.21E-06,6.97E-06,1.69E-06,4.93E-06,5.07E-06,1.56E-06,1.07E-06,9.95E-06,2.76E-05,3.48E-06,0.000421817,2.56E-06,6.17E-06,2.67E-06,5.03E-06,3.91E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.84E-07,7.24E-06,2.64E-06,3.47E-06,7.14E-06,4.88E-07,3.99E-06,8.79E-07,2.07E-05,3.74E-05,2.62E-06,4.97E-05,1.48E-06,1.75E-05,6.14E-06,9.26E-07,1.50E-05,-1703.519603,0
0.357894737,1,0.135369974,0.965320133,9.7,1.438226048,0.461735296,0.253645114,0.000274067,1,0.525066311,0.990103039,0.940069067,0.982673163,0.913333789,0.966695356,0.981566088,0.975045118,0.948313641,0.985879408,0.947579629,0.87833131,0.980693631,0.894257228,0.950421437,0.978749784,0.974566803,0.905793982,0.982965543,7.41E-07,1.26E-05,2.14E-06,1.01E-06,4.10E-05,8.06E-07,4.81E-06,8.51E-05,9.40E-06,8.48E-06,2.27E-06,0.023757068,4.48E-06,3.92E-06,1.08E-05,1.03E-06,2.88E-06,9.23E-07,4.57E-06,8.93E-06,4.97E-06,1.07E-05,6.98E-07,7.32E-07,7.22E-06,2.28E-06,5.16E-05,2.78E-06,7.35E-05,1.43E-06,2.29E-06,4.82E-06,2.72E-06,1.44E-05,5.61E-06,9.05E-07,6.72E-06,2.09E-06,6.90E-06,4.51E-06,5.06E-06,4.55E-06,6.03E-06,1.37E-05,4.93E-06,0.000102713,3.47E-06,1.01E-05,4.18E-06,2.88E-06,8.37E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.75E-07,5.31E-06,1.37E-06,2.48E-06,5.75E-06,2.17E-07,6.46E-07,1.15E-06,3.15E-05,2.93E-05,2.38E-06,6.36E-05,5.39E-07,8.10E-06,5.10E-06,4.45E-06,1.74E-05,-1703.567497,0
0.144736842,1,0.384512306,0.910789694,9.7,1.893765567,0.515645897,0.344317393,0.000138752,1,0.778303186,0.904688419,0.95708959,0.957443339,0.897844592,0.968808865,0.97485576,0.976770614,0.960333455,0.971361369,0.943537766,0.913058577,0.991762836,0.816905898,0.97831782,0.993641554,0.990667381,0.891177635,0.991593159,2.80E-06,7.25E-06,3.82E-06,1.64E-06,5.72E-05,2.37E-06,4.78E-06,2.05E-05,6.92E-06,5.96E-06,1.55E-06,0.018020654,3.04E-06,1.62E-06,6.57E-06,1.96E-06,1.90E-06,3.05E-07,2.04E-06,6.19E-06,5.77E-06,1.92E-05,8.54E-07,4.76E-07,3.71E-06,7.20E-07,8.25E-05,5.05E-06,0.000104914,8.01E-07,6.11E-06,4.84E-06,1.37E-06,1.04E-05,5.06E-06,6.43E-07,6.09E-06,1.33E-06,1.11E-05,3.25E-06,6.86E-06,5.75E-06,4.57E-06,6.46E-06,6.40E-06,0.000399096,2.06E-06,1.01E-05,4.82E-06,2.50E-06,5.78E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88E-07,2.23E-06,3.83E-06,1.61E-06,1.19E-05,2.64E-07,2.56E-06,5.76E-07,2.35E-05,4.72E-05,1.64E-06,9.48E-05,3.24E-07,1.11E-05,6.49E-06,1.31E-06,1.63E-05,-1703.694163,0
0.405263158,1,0.115333553,0.915965725,9.7,1.537977052,0.506984893,0.264692136,0.000204789,1,0.86696621,0.997351426,0.946119211,0.976402862,0.933903046,0.957851351,0.964998575,0.964661781,0.92469054,0.986592528,0.97269755,0.960181042,0.985540671,0.819023193,0.984254096,0.992106502,0.93291467,0.90513469,0.96194702,2.51E-06,1.32E-05,3.54E-06,2.61E-06,4.99E-05,1.84E-06,3.87E-06,7.02E-05,3.90E-06,6.53E-06,6.86E-07,0.020959117,6.93E-06,5.28E-06,9.64E-06,7.45E-07,4.53E-06,8.89E-07,5.00E-06,7.50E-06,5.55E-06,2.99E-05,3.17E-07,9.15E-07,4.20E-06,6.68E-07,5.25E-05,5.71E-06,0.000124255,1.76E-06,2.76E-06,6.93E-06,5.87E-07,4.41E-06,2.64E-06,9.66E-07,6.77E-06,2.26E-06,1.29E-05,6.58E-06,1.02E-06,3.04E-06,4.61E-06,5.40E-06,4.29E-06,0.000118272,2.04E-06,9.37E-06,3.44E-06,2.54E-06,4.05E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08E-07,5.26E-06,2.87E-06,2.80E-06,3.94E-06,2.59E-07,3.99E-06,1.12E-06,3.10E-05,3.58E-05,4.89E-06,0.000106277,7.98E-07,2.21E-05,3.86E-06,1.81E-06,1.23E-05,-1703.843848,0
0.334210526,1,0.177099087,0.911097293,9.7,1.621170799,0.449058187,0.270707751,0.000228795,1,0.892074788,0.984971098,0.963750843,0.983108223,0.956588758,0.970679548,0.974924625,0.966299691,0.947781917,0.969838155,0.932680637,0.908583938,0.992140624,0.858125834,0.975208133,0.965051795,0.975297149,0.958752396,0.971207051,1.53E-06,8.77E-06,2.85E-06,3.45E-06,7.64E-05,9.66E-07,7.51E-06,5.54E-05,8.88E-06,3.83E-06,9.42E-07,0.017903918,3.18E-06,3.32E-06,7.60E-06,1.96E-06,4.99E-06,4.13E-07,1.92E-06,7.13E-06,8.84E-06,1.20E-05,3.35E-07,1.09E-06,6.28E-06,6.78E-07,5.80E-05,4.24E-06,0.000118432,1.04E-06,8.65E-06,6.29E-06,2.00E-06,1.23E-05,1.42E-06,7.38E-07,2.53E-06,1.73E-06,1.46E-05,4.48E-06,2.47E-06,2.75E-06,5.96E-06,1.42E-05,6.13E-06,0.00025419,3.36E-06,3.38E-06,2.09E-06,1.31E-06,4.79E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06E-07,1.24E-05,3.31E-06,3.09E-06,1.08E-05,4.50E-07,3.27E-06,1.33E-06,2.80E-05,8.60E-05,3.06E-06,2.77E-05,9.01E-07,1.76E-05,5.94E-06,1.94E-06,1.41E-05,-1704.000418,0
