gamma,alpha,sigma,psi,g,R0IN,qua,quawh,qualow,rho,kappa,omega,S1_0,S2_0,S3_0,S4_0,S5_0,S6_0,S7_0,S8_0,S9_0,S10_0,S11_0,S12_0,S13_0,S14_0,S15_0,S16_0,S17_0,E1_0,E2_0,E3_0,E4_0,E5_0,E6_0,E7_0,E8_0,E9_0,E10_0,E11_0,E12_0,E13_0,E14_0,E15_0,E16_0,E17_0,I1_0,I2_0,I3_0,I4_0,I5_0,I6_0,I7_0,I8_0,I9_0,I10_0,I11_0,I12_0,I13_0,I14_0,I15_0,I16_0,I17_0,R1_0,R2_0,R3_0,R4_0,R5_0,R6_0,R7_0,R8_0,R9_0,R10_0,R11_0,R12_0,R13_0,R14_0,R15_0,R16_0,R17_0,J1_0,J2_0,J3_0,J4_0,J5_0,J6_0,J7_0,J8_0,J9_0,J10_0,J11_0,J12_0,J13_0,J14_0,J15_0,J16_0,J17_0,P1_0,P2_0,P3_0,P4_0,P5_0,P6_0,P7_0,P8_0,P9_0,P10_0,P11_0,P12_0,P13_0,P14_0,P15_0,P16_0,P17_0,loglik,loglik.se
0.428947368,1,0.123717273,0.858723949,9.7,1.426784466,0.482664596,0.269368705,0.00018709,1,0.745700769,0.967556074,0.986851221,0.977498482,0.909865766,0.979265089,0.982680241,0.938241204,0.950390448,0.96999272,0.963910764,0.916809022,0.993654683,0.673985178,0.968508888,0.969742594,0.972575092,0.94435136,0.984946271,2.01E-06,3.67E-05,3.33E-06,5.09E-06,2.76E-05,1.16E-06,4.59E-06,3.53E-05,7.74E-06,3.81E-06,1.78E-06,0.019276038,4.38E-06,2.49E-06,1.06E-05,2.06E-06,7.93E-06,7.57E-07,2.47E-06,3.13E-06,6.06E-06,1.69E-05,6.55E-07,3.89E-07,1.06E-05,1.23E-06,5.21E-05,4.61E-06,6.56E-05,7.79E-07,6.04E-06,2.22E-06,1.19E-06,1.20E-05,4.80E-06,2.14E-06,4.26E-06,1.73E-06,2.30E-05,3.00E-06,5.37E-06,5.18E-06,7.75E-06,2.43E-05,1.84E-06,0.000277659,3.38E-06,3.00E-06,6.81E-06,9.93E-07,7.05E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43E-07,8.93E-06,1.80E-06,1.92E-06,1.27E-05,7.69E-07,1.52E-06,5.68E-07,4.82E-05,7.75E-05,2.16E-06,4.41E-05,2.98E-07,1.34E-05,6.02E-06,3.80E-06,2.33E-05,-1692.417492,0
0.310526316,1,0.157403898,0.93455683,9.7,1.716562627,0.448009157,0.251205413,0.000350501,1,0.637586322,0.967141861,0.943380242,0.980245183,0.963507584,0.97462335,0.978979726,0.978330555,0.973880906,0.978138299,0.93492029,0.927658964,0.988569791,0.897849356,0.944046507,0.964427877,0.952907401,0.937495156,0.977010088,8.95E-07,8.26E-06,4.32E-06,8.73E-07,4.87E-05,1.01E-06,2.32E-06,2.02E-05,4.00E-06,4.49E-06,1.28E-06,0.016977762,4.42E-06,1.46E-06,9.84E-06,5.15E-07,2.21E-06,4.15E-07,2.80E-06,1.11E-05,4.64E-06,9.39E-06,5.58E-07,6.41E-07,6.86E-06,1.71E-06,4.78E-05,1.51E-06,9.00E-05,3.98E-07,4.17E-06,1.96E-06,9.89E-07,1.23E-05,1.29E-06,8.29E-07,2.05E-06,8.62E-07,1.08E-05,4.67E-06,2.39E-06,2.15E-06,7.73E-06,1.37E-05,5.15E-06,0.000366366,1.89E-06,1.21E-05,2.09E-06,1.77E-06,7.58E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06E-06,2.35E-06,2.35E-06,2.71E-06,8.01E-06,4.78E-07,3.21E-06,7.53E-07,3.24E-05,4.44E-05,8.55E-07,9.16E-05,1.33E-06,1.40E-05,2.95E-06,4.91E-06,2.13E-05,-1692.518476,0
0.168421053,1,0.249788423,0.850855255,9.7,1.780170922,0.484598209,0.288849521,0.000248271,1,0.473980654,0.94920157,0.972290773,0.979752728,0.884667014,0.965474563,0.98580762,0.953638701,0.954501061,0.963520256,0.942175382,0.90034851,0.994335291,0.646278144,0.962797228,0.972842114,0.977273552,0.956282238,0.984078471,1.55E-06,2.78E-05,4.32E-06,3.77E-06,2.53E-05,1.60E-06,5.67E-06,3.61E-05,8.76E-06,5.35E-06,1.61E-06,0.015947826,4.99E-06,2.22E-06,1.42E-05,2.14E-06,1.10E-05,7.27E-07,2.26E-06,2.97E-06,3.57E-06,1.58E-05,6.57E-07,5.89E-07,6.84E-06,1.92E-06,6.02E-05,3.73E-06,4.23E-05,8.30E-07,5.79E-06,2.64E-06,1.45E-06,1.42E-05,5.52E-06,2.08E-06,4.83E-06,1.30E-06,2.02E-05,3.85E-06,4.83E-06,5.91E-06,5.87E-06,1.38E-05,1.89E-06,0.000270669,2.68E-06,3.53E-06,6.21E-06,9.49E-07,5.02E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51E-07,1.23E-05,1.85E-06,2.75E-06,9.42E-06,5.82E-07,2.02E-06,6.86E-07,4.32E-05,6.81E-05,2.56E-06,5.18E-05,4.07E-07,8.94E-06,5.38E-06,3.15E-06,1.87E-05,-1692.5272,0
0.476315789,1,0.124529947,0.81754713,9.7,1.644069536,0.449570345,0.256515976,0.000246233,1,0.907618497,0.969240155,0.977153566,0.987056798,0.892574457,0.98045597,0.984326735,0.946791034,0.947373522,0.966529553,0.955733791,0.913264851,0.995668669,0.692684897,0.959256759,0.972547216,0.971753525,0.951610512,0.986839723,1.58E-06,2.67E-05,4.72E-06,3.60E-06,2.71E-05,1.34E-06,4.85E-06,3.88E-05,7.47E-06,5.26E-06,1.97E-06,0.015547293,5.37E-06,3.14E-06,1.13E-05,1.56E-06,7.87E-06,5.74E-07,3.27E-06,3.38E-06,4.08E-06,1.80E-05,4.89E-07,5.31E-07,6.72E-06,1.45E-06,5.72E-05,3.28E-06,5.04E-05,7.48E-07,4.70E-06,2.64E-06,1.77E-06,1.33E-05,5.14E-06,1.68E-06,5.03E-06,1.19E-06,2.52E-05,4.26E-06,3.98E-06,5.10E-06,6.14E-06,1.86E-05,1.53E-06,0.000324395,3.23E-06,4.81E-06,4.64E-06,7.70E-07,6.30E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.45E-07,1.29E-05,2.18E-06,3.11E-06,1.23E-05,6.92E-07,2.56E-06,4.95E-07,4.38E-05,5.98E-05,2.88E-06,5.66E-05,3.57E-07,1.16E-05,5.26E-06,4.22E-06,2.21E-05,-1692.658553,0
0.263157895,1,0.180144057,0.952217444,9.7,1.49421265,0.480138081,0.279554935,0.000189653,1,0.432013145,0.989102727,0.973080879,0.980779745,0.938156337,0.94490551,0.985484314,0.967029971,0.959670877,0.988805459,0.967338356,0.89242608,0.982876018,0.770597319,0.977911945,0.95914895,0.97873007,0.895722299,0.976434087,5.27E-07,1.55E-05,2.04E-06,2.85E-06,5.46E-05,9.52E-07,5.36E-06,7.65E-06,9.53E-06,8.53E-06,1.07E-06,0.019058876,3.33E-06,3.19E-06,1.47E-05,1.96E-06,1.81E-06,7.00E-07,3.53E-06,8.78E-06,6.64E-06,1.94E-05,3.51E-07,1.36E-06,1.19E-05,1.33E-06,3.95E-05,4.33E-06,0.000155398,2.28E-06,4.30E-06,2.84E-06,1.22E-06,1.55E-05,1.23E-06,1.31E-06,8.12E-06,2.67E-06,6.47E-06,6.66E-06,1.78E-06,1.76E-06,8.02E-06,2.44E-05,4.18E-06,0.000388897,1.88E-06,6.39E-06,3.42E-06,4.17E-06,4.31E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.29E-07,6.60E-06,2.50E-06,3.74E-06,5.17E-06,8.96E-07,4.88E-06,6.07E-07,2.57E-05,3.80E-05,2.34E-06,7.93E-05,1.20E-06,2.32E-05,7.57E-06,1.16E-06,1.32E-05,-1692.728676,0
0.310526316,1,0.136495185,0.979798111,9.7,1.373425641,0.47627167,0.256063265,0.000255235,1,0.36404606,0.992994012,0.977187003,0.983986067,0.918635519,0.941590097,0.982220553,0.964769194,0.970981592,0.990549382,0.964856332,0.91460917,0.979728045,0.746121573,0.981006399,0.966235433,0.976515427,0.885671046,0.977533651,5.50E-07,2.19E-05,2.20E-06,2.78E-06,6.88E-05,8.81E-07,5.99E-06,9.51E-06,9.92E-06,8.45E-06,1.01E-06,0.021430461,2.26E-06,3.78E-06,9.43E-06,2.19E-06,1.67E-06,8.58E-07,3.26E-06,7.07E-06,5.11E-06,2.20E-05,3.10E-07,1.03E-06,9.70E-06,1.13E-06,5.01E-05,3.14E-06,0.000144107,2.07E-06,5.02E-06,2.55E-06,1.33E-06,1.57E-05,9.68E-07,1.54E-06,1.12E-05,2.04E-06,4.42E-06,4.95E-06,1.95E-06,1.30E-06,8.38E-06,2.02E-05,3.01E-06,0.000502153,1.67E-06,8.61E-06,2.26E-06,4.40E-06,4.00E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.12E-07,7.87E-06,2.01E-06,2.89E-06,7.55E-06,7.70E-07,4.07E-06,7.07E-07,2.18E-05,4.75E-05,3.04E-06,7.16E-05,1.50E-06,1.64E-05,6.47E-06,8.61E-07,1.19E-05,-1692.757792,0
0.239473684,1,0.162334898,0.962526065,9.7,1.559527119,0.494870674,0.272414247,0.000212912,1,0.530429357,0.918836581,0.971535379,0.985053303,0.939290351,0.93320883,0.975678991,0.955017675,0.971201942,0.98973481,0.966969116,0.926271064,0.977597794,0.760148232,0.976295465,0.959218758,0.974609231,0.902497437,0.97985212,6.88E-07,1.32E-05,2.78E-06,1.78E-06,5.87E-05,1.26E-06,6.07E-06,1.15E-05,1.24E-05,7.47E-06,1.26E-06,0.022116706,3.16E-06,3.91E-06,1.32E-05,2.23E-06,1.47E-06,7.07E-07,3.02E-06,6.44E-06,6.42E-06,1.40E-05,4.44E-07,1.02E-06,1.01E-05,1.15E-06,5.08E-05,5.16E-06,0.000120609,2.04E-06,2.52E-06,2.10E-06,1.15E-06,1.55E-05,1.10E-06,2.03E-06,8.17E-06,1.56E-06,4.18E-06,4.11E-06,1.89E-06,1.53E-06,8.58E-06,2.69E-05,3.85E-06,0.000572486,3.38E-06,7.09E-06,3.35E-06,4.64E-06,3.69E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.14E-07,6.71E-06,2.81E-06,3.80E-06,6.58E-06,8.81E-07,4.27E-06,7.04E-07,2.01E-05,4.12E-05,2.59E-06,6.46E-05,1.13E-06,1.57E-05,6.44E-06,1.19E-06,2.46E-05,-1692.885224,0
0.215789474,1,0.153329563,0.958008782,9.7,1.543932245,0.488109063,0.254745419,0.000303263,1,0.424128696,0.965780755,0.970007888,0.991148007,0.897139281,0.960339977,0.984829561,0.966698009,0.974119392,0.9742011,0.95445052,0.937042179,0.983039056,0.844515825,0.967213001,0.966426104,0.960765994,0.960038303,0.98780936,8.26E-07,1.31E-05,1.63E-06,2.72E-06,6.04E-05,5.78E-07,3.80E-06,3.29E-05,3.42E-06,3.21E-06,2.24E-06,0.026557091,5.93E-06,1.87E-06,8.84E-06,6.58E-07,9.18E-06,1.01E-06,3.80E-06,4.43E-06,7.05E-06,1.32E-05,8.73E-07,3.50E-07,6.93E-06,1.05E-06,4.81E-05,5.76E-06,0.000105146,1.23E-06,6.28E-06,3.29E-06,8.69E-07,1.48E-05,4.64E-06,1.65E-06,7.24E-06,2.21E-06,2.20E-05,4.79E-06,1.15E-05,5.62E-06,7.79E-06,2.21E-05,4.60E-06,0.000335537,2.03E-06,5.24E-06,4.04E-06,2.89E-06,2.39E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06E-06,7.27E-06,2.35E-06,2.96E-06,4.62E-06,1.97E-07,1.48E-06,2.96E-07,2.27E-05,5.11E-05,1.78E-06,3.58E-05,5.35E-07,1.19E-05,2.23E-06,1.72E-06,8.13E-06,-1692.914264,0
0.192105263,1,0.209855795,0.904992705,9.7,1.720189632,0.490534278,0.279678675,0.000245761,1,0.794634787,0.992507337,0.965881975,0.971318879,0.945879368,0.959915475,0.956922008,0.953731376,0.938466642,0.985796632,0.970978238,0.946208072,0.98533725,0.788151475,0.978060149,0.991493283,0.931605926,0.898307627,0.972022046,2.83E-06,1.26E-05,3.32E-06,1.67E-06,5.85E-05,1.97E-06,3.70E-06,9.03E-05,4.42E-06,7.71E-06,5.94E-07,0.018914467,6.21E-06,4.30E-06,6.41E-06,1.10E-06,3.95E-06,9.48E-07,5.50E-06,7.72E-06,7.34E-06,3.95E-05,3.48E-07,1.09E-06,4.68E-06,6.67E-07,4.43E-05,6.71E-06,0.000132065,1.76E-06,3.14E-06,7.17E-06,7.42E-07,4.42E-06,2.41E-06,1.35E-06,7.19E-06,2.36E-06,1.41E-05,8.31E-06,1.32E-06,2.70E-06,3.91E-06,5.80E-06,4.35E-06,0.000114875,2.00E-06,1.01E-05,4.91E-06,2.00E-06,3.44E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82E-07,3.90E-06,3.93E-06,3.72E-06,7.84E-06,4.00E-07,4.35E-06,1.50E-06,3.86E-05,3.94E-05,4.81E-06,0.000150602,8.22E-07,1.84E-05,2.97E-06,1.40E-06,1.49E-05,-1692.929855,0
0.428947368,1,0.136091763,0.905071688,9.7,1.561681049,0.457508891,0.262055675,0.000238051,1,0.87901627,0.989963935,0.972236301,0.976893674,0.960510866,0.965657403,0.983407034,0.95797678,0.960647432,0.96740552,0.932888138,0.882668663,0.994859043,0.849252584,0.974984788,0.97400268,0.973508413,0.971319783,0.975713335,1.97E-06,1.15E-05,2.28E-06,4.32E-06,6.30E-05,1.13E-06,7.24E-06,4.13E-05,9.93E-06,3.73E-06,1.30E-06,0.018008848,3.08E-06,4.15E-06,8.59E-06,2.02E-06,7.20E-06,4.37E-07,1.80E-06,5.95E-06,9.89E-06,1.05E-05,3.06E-07,1.32E-06,7.08E-06,5.00E-07,4.58E-05,3.98E-06,9.50E-05,9.79E-07,7.15E-06,7.00E-06,2.29E-06,1.42E-05,1.66E-06,6.86E-07,2.30E-06,1.59E-06,2.14E-05,4.53E-06,1.99E-06,3.11E-06,5.96E-06,1.34E-05,8.96E-06,0.000260263,2.60E-06,3.15E-06,2.04E-06,1.36E-06,4.66E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42E-07,9.60E-06,2.44E-06,2.99E-06,1.24E-05,3.97E-07,2.61E-06,1.84E-06,3.38E-05,7.89E-05,4.39E-06,3.52E-05,1.03E-06,2.01E-05,3.10E-06,2.12E-06,1.64E-05,-1693.105299,0
0.168421053,1,0.217906421,0.951353962,9.7,1.73841374,0.496065997,0.278151858,0.000250774,1,0.752788748,0.9510705,0.95619014,0.981074053,0.97286966,0.95264375,0.974321805,0.978429188,0.971333821,0.975061204,0.932880706,0.922868991,0.989600402,0.890309264,0.942943343,0.96989885,0.952012669,0.918643579,0.976703876,7.24E-07,7.54E-06,3.76E-06,1.22E-06,4.03E-05,1.08E-06,2.22E-06,1.82E-05,3.05E-06,7.13E-06,1.62E-06,0.024702368,5.28E-06,1.13E-06,8.80E-06,5.84E-07,2.80E-06,4.57E-07,1.93E-06,9.12E-06,4.62E-06,1.10E-05,4.48E-07,8.20E-07,6.64E-06,2.15E-06,5.40E-05,2.28E-06,7.15E-05,5.22E-07,4.43E-06,1.50E-06,1.17E-06,1.32E-05,1.94E-06,1.03E-06,2.73E-06,9.23E-07,9.59E-06,4.72E-06,2.48E-06,2.32E-06,6.10E-06,1.25E-05,4.35E-06,0.000487559,1.56E-06,1.38E-05,2.39E-06,1.54E-06,9.93E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.85E-07,1.98E-06,2.06E-06,3.03E-06,6.98E-06,4.10E-07,2.66E-06,8.25E-07,3.82E-05,5.91E-05,1.00E-06,7.80E-05,1.06E-06,1.70E-05,2.68E-06,5.07E-06,2.12E-05,-1693.142356,0
0.286842105,1,0.123674193,0.917841079,9.7,1.588118565,0.473475686,0.246527213,0.000307762,1,0.428816359,0.960180983,0.976788967,0.978528041,0.938512079,0.950570874,0.977946336,0.948972285,0.963414809,0.9893473,0.969616064,0.920716203,0.978128463,0.781802163,0.976257482,0.957157448,0.977695581,0.920847043,0.981225002,8.38E-07,1.99E-05,2.01E-06,2.64E-06,4.26E-05,1.04E-06,7.84E-06,7.93E-06,1.15E-05,6.04E-06,1.44E-06,0.022908282,2.92E-06,3.69E-06,1.09E-05,1.87E-06,1.38E-06,6.76E-07,2.66E-06,6.65E-06,6.59E-06,1.51E-05,3.70E-07,1.23E-06,9.36E-06,1.65E-06,3.78E-05,4.63E-06,0.000154237,1.82E-06,3.01E-06,2.52E-06,1.49E-06,1.54E-05,1.20E-06,1.71E-06,8.84E-06,2.00E-06,5.70E-06,5.16E-06,1.88E-06,1.53E-06,9.81E-06,1.65E-05,4.86E-06,0.000362067,2.24E-06,5.89E-06,3.69E-06,4.69E-06,4.53E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.32E-07,6.44E-06,2.35E-06,4.68E-06,7.36E-06,7.25E-07,3.95E-06,6.83E-07,1.98E-05,4.21E-05,2.96E-06,8.29E-05,1.64E-06,1.71E-05,6.35E-06,1.06E-06,1.88E-05,-1693.184102,0
0.144736842,1,0.276463107,0.90724088,9.7,1.74122586,0.51055865,0.300963896,0.000200697,1,0.787491639,0.933266294,0.986428765,0.96518377,0.909899389,0.939653179,0.969692262,0.946337889,0.981933758,0.990576473,0.948487194,0.935081822,0.981300617,0.736858186,0.944284672,0.985947012,0.95104188,0.913119943,0.989364973,2.27E-06,2.08E-05,2.15E-06,1.55E-06,3.63E-05,1.54E-06,3.68E-06,8.75E-06,5.04E-06,9.72E-06,2.07E-06,0.021978808,6.49E-06,1.98E-06,1.44E-05,9.34E-07,2.64E-06,7.75E-07,2.78E-06,6.92E-06,5.80E-06,2.20E-05,6.54E-07,5.29E-07,3.54E-06,1.69E-06,7.56E-05,2.44E-06,4.85E-05,1.61E-06,3.47E-06,2.86E-06,7.99E-07,7.73E-06,3.37E-06,1.53E-06,5.72E-06,2.59E-06,8.35E-06,6.89E-06,5.44E-06,4.56E-06,2.08E-06,2.46E-05,3.17E-06,0.000445698,1.48E-06,1.12E-05,3.81E-06,4.30E-06,9.74E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70E-07,6.88E-06,4.59E-06,1.56E-06,2.67E-06,1.06E-06,1.13E-06,7.73E-07,3.90E-05,7.65E-05,1.11E-06,7.88E-05,4.29E-07,1.59E-05,2.54E-06,3.61E-06,2.99E-05,-1693.221686,0
0.263157895,1,0.180229206,0.96628529,9.7,1.608246244,0.479753277,0.272334705,0.000223166,1,0.718259656,0.978187328,0.984007411,0.987568595,0.915793719,0.976515908,0.979985651,0.944136591,0.952734774,0.964111476,0.962248855,0.927936884,0.995498448,0.671740971,0.953226046,0.979967853,0.977607005,0.959963682,0.986903725,2.10E-06,3.12E-05,4.60E-06,3.65E-06,3.14E-05,1.40E-06,7.68E-06,3.16E-05,9.32E-06,4.69E-06,1.50E-06,0.015326085,4.21E-06,2.45E-06,1.22E-05,1.71E-06,8.71E-06,6.62E-07,3.77E-06,3.27E-06,4.19E-06,1.51E-05,5.04E-07,4.15E-07,9.53E-06,1.53E-06,6.52E-05,4.85E-06,5.07E-05,1.05E-06,3.83E-06,3.50E-06,1.75E-06,1.06E-05,5.51E-06,1.62E-06,3.64E-06,1.55E-06,2.22E-05,3.34E-06,6.07E-06,7.45E-06,8.78E-06,2.08E-05,2.07E-06,0.00027653,4.09E-06,3.03E-06,7.40E-06,6.41E-07,6.30E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45E-07,1.14E-05,1.48E-06,1.92E-06,1.13E-05,4.58E-07,2.31E-06,3.88E-07,3.66E-05,5.87E-05,2.70E-06,5.04E-05,3.28E-07,1.34E-05,7.47E-06,3.17E-06,2.27E-05,-1693.300265,0
0.5,1,0.118482466,0.860826743,9.7,1.41842704,0.455759498,0.253301285,0.000217884,1,0.673896332,0.987633417,0.982178153,0.983974185,0.893586584,0.979107626,0.974797647,0.961601969,0.95718706,0.975477196,0.949134702,0.908987605,0.99504406,0.690145343,0.945334975,0.976270166,0.97197076,0.949674033,0.981228747,1.35E-06,3.14E-05,3.87E-06,4.26E-06,2.13E-05,1.32E-06,5.81E-06,5.28E-05,9.59E-06,4.77E-06,1.90E-06,0.02016595,3.76E-06,3.30E-06,1.36E-05,1.41E-06,8.38E-06,6.17E-07,2.34E-06,3.87E-06,4.78E-06,1.51E-05,6.29E-07,6.33E-07,9.04E-06,1.92E-06,6.36E-05,3.50E-06,6.55E-05,8.45E-07,4.74E-06,2.77E-06,1.42E-06,1.17E-05,4.67E-06,1.73E-06,4.61E-06,1.52E-06,2.15E-05,3.10E-06,3.88E-06,4.78E-06,8.00E-06,2.11E-05,2.70E-06,0.00032257,2.45E-06,2.91E-06,5.71E-06,1.07E-06,7.82E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45E-07,7.25E-06,1.95E-06,2.76E-06,1.03E-05,7.37E-07,2.07E-06,5.05E-07,3.63E-05,6.34E-05,1.71E-06,5.56E-05,4.38E-07,1.37E-05,5.84E-06,3.59E-06,2.14E-05,-1693.696369,0
0.144736842,1,0.20860989,0.97114692,9.7,1.938120413,0.489743144,0.269673326,0.000343795,1,0.631941136,0.988702308,0.97788394,0.984710681,0.876060552,0.973952017,0.975110634,0.958854989,0.946582329,0.978646874,0.948892725,0.957034958,0.991453479,0.80033969,0.988366221,0.962288065,0.939108153,0.9095551,0.978397854,9.81E-07,3.18E-05,3.92E-06,2.16E-06,4.68E-05,1.41E-06,2.06E-06,7.16E-05,4.11E-06,6.76E-06,2.38E-06,0.018709743,6.72E-06,7.00E-06,1.35E-05,1.45E-06,6.11E-06,6.45E-07,2.63E-06,9.39E-06,6.55E-06,1.35E-05,6.97E-07,4.30E-07,7.77E-06,1.29E-06,6.15E-05,4.82E-06,0.000120298,5.90E-07,2.20E-06,5.61E-06,3.38E-07,1.46E-05,3.93E-06,2.25E-06,3.56E-06,6.21E-07,4.09E-06,6.73E-06,7.63E-06,4.57E-06,5.66E-06,1.24E-05,2.56E-06,0.000119258,1.47E-06,1.11E-05,5.80E-06,8.13E-07,2.81E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18E-06,4.27E-06,2.76E-06,1.76E-06,1.08E-05,5.41E-07,2.07E-06,1.21E-06,2.11E-05,4.70E-05,4.93E-06,5.55E-05,7.98E-07,1.21E-05,2.40E-06,8.56E-07,1.35E-05,-1693.745587,0
0.168421053,1,0.208308216,0.936660699,9.7,1.559245415,0.51602732,0.292002994,0.000180399,1,0.580514465,0.991664253,0.972946717,0.990803706,0.875017977,0.959701058,0.987436499,0.974091876,0.979974259,0.975606897,0.956965772,0.950466203,0.98307877,0.820335766,0.970751387,0.96918954,0.944394922,0.95864313,0.982061266,8.32E-07,1.40E-05,1.63E-06,3.12E-06,6.61E-05,6.62E-07,4.18E-06,1.88E-05,3.69E-06,4.57E-06,1.37E-06,0.027195826,4.70E-06,1.79E-06,7.83E-06,5.64E-07,5.13E-06,1.02E-06,4.37E-06,3.67E-06,6.75E-06,1.08E-05,1.00E-06,4.33E-07,9.27E-06,6.41E-07,5.32E-05,4.87E-06,0.00011423,1.11E-06,5.21E-06,4.73E-06,7.66E-07,1.11E-05,4.37E-06,1.06E-06,9.37E-06,2.52E-06,2.27E-05,4.51E-06,5.76E-06,5.63E-06,9.63E-06,1.52E-05,4.06E-06,0.000387552,2.13E-06,5.25E-06,5.14E-06,3.26E-06,3.09E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.84E-07,9.73E-06,2.05E-06,2.82E-06,4.91E-06,2.16E-07,1.41E-06,4.24E-07,2.44E-05,5.55E-05,1.98E-06,3.88E-05,5.74E-07,1.47E-05,3.78E-06,2.24E-06,1.04E-05,-1693.804944,0
0.5,1,0.120082007,0.872917532,9.7,1.41493214,0.4720009,0.263470883,0.000173284,1,0.901779889,0.990681971,0.96314375,0.988632602,0.917156248,0.957375637,0.985540671,0.966719709,0.977467246,0.965948691,0.957567757,0.904507221,0.980528322,0.858432515,0.965385897,0.967014376,0.953729024,0.958712088,0.980281022,1.24E-06,7.85E-06,2.07E-06,2.93E-06,6.08E-05,7.19E-07,5.00E-06,2.66E-05,5.17E-06,4.50E-06,1.64E-06,0.025564879,6.24E-06,1.89E-06,9.06E-06,9.32E-07,9.17E-06,9.01E-07,3.72E-06,3.94E-06,6.87E-06,1.49E-05,8.47E-07,4.06E-07,7.14E-06,7.81E-07,6.01E-05,5.46E-06,0.000140669,2.01E-06,4.00E-06,4.16E-06,9.30E-07,1.37E-05,3.41E-06,9.66E-07,6.53E-06,2.40E-06,1.78E-05,4.35E-06,9.40E-06,5.57E-06,5.76E-06,1.56E-05,5.33E-06,0.000447677,1.75E-06,4.35E-06,3.48E-06,2.09E-06,2.60E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24E-06,7.21E-06,2.18E-06,2.68E-06,5.56E-06,2.24E-07,1.33E-06,3.90E-07,2.21E-05,5.52E-05,1.49E-06,3.25E-05,5.29E-07,1.60E-05,2.43E-06,2.03E-06,1.22E-05,-1694.337932,0
0.168421053,1,0.276407028,0.92150523,9.7,1.721698504,0.49470817,0.304094949,0.000187874,1,0.504306821,0.972768779,0.946214775,0.976277796,0.9336834,0.958414499,0.989614901,0.970464265,0.975199607,0.96820132,0.964131168,0.911198084,0.980824468,0.912858475,0.965616834,0.974854227,0.980719367,0.957058809,0.96016556,2.37E-06,1.63E-05,2.64E-06,3.69E-06,1.93E-05,2.60E-06,4.81E-06,3.98E-05,7.98E-06,3.20E-06,1.80E-06,0.021923172,3.40E-06,4.16E-06,5.31E-06,1.55E-06,8.71E-06,9.40E-07,4.56E-06,2.87E-06,4.03E-06,2.99E-05,3.56E-07,8.44E-07,7.89E-06,2.75E-06,5.65E-05,3.74E-06,7.57E-05,1.39E-06,4.98E-06,1.29E-06,1.30E-06,4.60E-06,2.73E-06,1.08E-06,7.14E-06,2.60E-06,1.70E-05,2.76E-06,3.96E-06,2.22E-06,3.62E-06,4.25E-06,5.15E-06,0.000375981,2.56E-06,4.98E-06,3.86E-06,1.74E-06,6.24E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03E-07,9.53E-06,2.72E-06,3.43E-06,5.36E-06,3.86E-07,4.14E-06,3.85E-07,4.33E-05,5.79E-05,2.11E-06,0.000121743,1.22E-06,2.12E-05,5.82E-06,2.59E-06,2.62E-05,-1694.37479,0
