"kappa","alpha","gamma","sigma","psi","g","R0IN","qua","quawh","qualow","rho","omega","S1_0","S2_0","S3_0","S4_0","S5_0","S6_0","S7_0","S8_0","S9_0","S10_0","S11_0","S12_0","S13_0","S14_0","S15_0","S16_0","S17_0","E1_0","E2_0","E3_0","E4_0","E5_0","E6_0","E7_0","E8_0","E9_0","E10_0","E11_0","E12_0","E13_0","E14_0","E15_0","E16_0","E17_0","I1_0","I2_0","I3_0","I4_0","I5_0","I6_0","I7_0","I8_0","I9_0","I10_0","I11_0","I12_0","I13_0","I14_0","I15_0","I16_0","I17_0","R1_0","R2_0","R3_0","R4_0","R5_0","R6_0","R7_0","R8_0","R9_0","R10_0","R11_0","R12_0","R13_0","R14_0","R15_0","R16_0","R17_0","J1_0","J2_0","J3_0","J4_0","J5_0","J6_0","J7_0","J8_0","J9_0","J10_0","J11_0","J12_0","J13_0","J14_0","J15_0","J16_0","J17_0","P1_0","P2_0","P3_0","P4_0","P5_0","P6_0","P7_0","P8_0","P9_0","P10_0","P11_0","P12_0","P13_0","P14_0","P15_0","P16_0","P17_0","loglik","loglik.se"
0.378947368421053,1,0.499661128327828,0.201988353915267,0.994571121783499,9.7,1.53774034658343,0.460751527705915,0.30943637706247,0.000103934234943079,1,0.980729742205013,0.948047502752801,0.970800921323803,0.924764000974406,0.964510943927689,0.986667552797536,0.969849766813772,0.96461760554837,0.954832522461358,0.966823318235312,0.910208528755116,0.978308872009326,0.906200668629033,0.958699143982413,0.984933704801547,0.981178538951149,0.946427354673092,0.963309306799778,1.94628015298956e-06,1.37648342260658e-05,2.75662942502706e-06,3.84871013349987e-06,2.10834178607303e-05,2.06110508430026e-06,6.06537398952032e-06,3.58160492753758e-05,7.15975850544935e-06,3.04092327721721e-06,1.82361266343631e-06,0.018414509057757,4.0183579753581e-06,2.63879769112789e-06,5.51529860757279e-06,2.16405202110902e-06,9.19779605883328e-06,8.39671852528406e-07,4.54412803774678e-06,2.82843743728523e-06,3.61068319993555e-06,3.55919365930157e-05,4.91703118389901e-07,7.33822863605314e-07,4.41587652399984e-06,2.49959006949661e-06,3.14825229690516e-05,3.50574153598103e-06,8.7585540085389e-05,1.55123221813427e-06,4.94283760161001e-06,1.08326581767114e-06,1.03358057434462e-06,5.78638943847102e-06,2.13018557064594e-06,1.57719555557092e-06,7.34186850578082e-06,1.48753149522436e-06,1.47480203310231e-05,3.15722826670732e-06,3.65574380617972e-06,2.4057880352427e-06,4.47404547938891e-06,3.19410618677025e-06,4.55057090627305e-06,0.000287211102424414,2.35620606745431e-06,6.17794483982984e-06,3.31844657399748e-06,2.37422202315352e-06,6.17012103407943e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51233171414239e-07,7.28729327849507e-06,2.72005242713437e-06,2.98385065760082e-06,8.75783289993369e-06,2.73121048255796e-07,4.38955703065453e-06,3.00613199219867e-07,3.49920283427123e-05,7.89955754533592e-05,2.94480063824837e-06,0.000116705918753245,1.66411389785449e-06,1.67699734711366e-05,5.3311010848898e-06,3.18641087822977e-06,1.99253937100109e-05,-2350.99828316044,0
0.431578947368421,1,0.236334567259689,0.289402210279774,0.81880681480357,9.7,1.48313345290422,0.486855944234796,0.322120211745489,0.000103675890036971,1,0.977557973112718,0.949013108287546,0.963239799451757,0.893848850269424,0.974641552994084,0.971055987862553,0.956753190180712,0.953714479381677,0.980573232412485,0.947620104820351,0.924638755516487,0.991444226582324,0.780951493376,0.977506429149542,0.99302852706438,0.986140106660214,0.916141256938465,0.992009739996483,2.87814656011925e-06,5.31919661562578e-06,4.35343608386416e-06,2.40800508244957e-06,4.74424112114094e-05,1.55566253468956e-06,7.25183492780299e-06,2.32817237994786e-05,5.93838006631856e-06,8.64050613856811e-06,1.46923649406249e-06,0.0234045404652302,2.75030578109204e-06,2.66974805979013e-06,9.27377718997608e-06,2.05368981020529e-06,1.5326280797841e-06,3.70828766434696e-07,1.66934679822929e-06,6.49770122665705e-06,6.1649229130876e-06,3.25649019943742e-05,7.89139242374945e-07,6.37699154233903e-07,4.85206267847487e-06,1.06853924407442e-06,5.11621532357744e-05,4.6274946524464e-06,0.000111705491426649,5.18046384186263e-07,4.74450993473633e-06,3.25263695891804e-06,1.53644593330833e-06,8.83667694682129e-06,4.19964215800345e-06,7.71734843738456e-07,3.81535187543509e-06,1.52637741954581e-06,1.15439472695616e-05,3.53762992745512e-06,7.22668740767973e-06,5.40912535960993e-06,4.73495465141448e-06,9.28474669349351e-06,4.98214717787204e-06,0.000428497365476165,2.47674099188007e-06,1.20887524136488e-05,5.19478064015542e-06,1.66063533720018e-06,5.06133925711408e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11198250970445e-07,2.61938658880105e-06,2.1640560306828e-06,1.80609481141196e-06,1.02330946925895e-05,4.6620057190296e-07,1.82924452498234e-06,9.44657975343678e-07,3.13251183502432e-05,5.32072742012441e-05,1.94117870034615e-06,0.000126140638702598,2.9599324988763e-07,1.23504035234209e-05,7.9794517523289e-06,1.62851212002367e-06,1.07767472833959e-05,-1695.86743455701,0
0.457894736842105,1,0.236692337796896,0.17879258727648,0.885863554970433,9.7,1.56109042256986,0.504103375069903,0.285368490897264,0.000185917478529829,1,0.971497077566371,0.975829199998896,0.979502138608226,0.972358742917474,0.986230418777591,0.990612115318843,0.946130360832772,0.980948681651518,0.972154974794853,0.940326965887264,0.949258168009921,0.988991570048232,0.697701258129905,0.970679548304244,0.980240338563924,0.956088114568035,0.974672906790124,0.971903353854437,1.69903537718429e-06,2.2137333024775e-05,3.77929649445567e-06,2.45506766163195e-06,6.02119321076354e-05,1.52323319151886e-06,1.77041637951665e-06,5.65422662867498e-05,3.99316908285579e-06,5.27627172913787e-06,1.63048439071358e-06,0.0186113807871228,6.87083161200845e-06,1.22363458571954e-06,1.32155197760243e-05,8.64849614191468e-07,8.77970836020636e-06,6.02151638502702e-07,3.80494611436122e-06,4.21204432234988e-06,8.57093758210872e-06,1.71464447190238e-05,4.42887104694899e-07,9.4419018481467e-07,3.96098689463245e-06,1.24456666242532e-06,3.95177269002686e-05,5.00225947114407e-06,0.000158800233063493,8.17828721344132e-07,4.78739673217395e-06,2.09947808024518e-06,1.04901338310222e-06,6.91906457395413e-06,2.47440468301602e-06,1.97807443769911e-06,2.97351156399975e-06,9.4396419658398e-07,1.4769484166636e-05,5.82423331770998e-06,1.29104520974866e-06,1.07715352559633e-06,3.05582377511479e-06,2.93979015827078e-05,2.07446770246887e-06,0.000325965732540289,1.63621382806629e-06,2.63077959953133e-06,1.85482798782048e-06,1.20218664935239e-06,4.18229413052035e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25982663415408e-07,1.33772453966126e-05,2.92217530670499e-06,3.12303372805743e-06,8.77016556664087e-06,3.55812466482904e-07,3.56619370392959e-06,3.82267634055061e-07,2.20829632126071e-05,7.31182401691031e-05,8.97681034456508e-07,0.000143876150494971,1.50319159364304e-06,1.76563842474834e-05,2.47475172738852e-06,2.28857578590889e-06,1.3687943196815e-05,-1690.18286477762,0
0.431578947368421,1,0.238383571821867,0.176418175161448,0.944882255160845,9.7,1.44452253844589,0.516304848500035,0.295140493882345,0.000143322770061477,1,0.983575452051225,0.983644498312012,0.97498114979788,0.942240389415694,0.987037417123202,0.971090884768925,0.954287931573468,0.947830322047132,0.985118014048136,0.925549772652275,0.879204383360786,0.994412999962054,0.741307365918828,0.945691598841488,0.987953858342157,0.989879022733834,0.935012584777841,0.96701765954072,1.82851395822819e-06,1.87129436363225e-05,3.28495175045236e-06,1.82512117083724e-06,4.47349751855307e-05,1.16792310054497e-06,7.22685051703874e-06,8.44988201868645e-05,1.0105405020393e-05,6.9253681691085e-06,9.8670377744095e-07,0.0224965490449635,3.85818338636061e-06,3.40866234378834e-06,1.86347126122244e-05,2.9050077941084e-06,2.98260389822481e-06,4.83878013263118e-07,2.77299946197345e-06,9.52806184559276e-06,4.07627838875971e-06,1.97097862956471e-05,5.18782385200157e-07,7.84781653813232e-07,2.63798947610217e-06,1.5684665545121e-06,3.2647278712161e-05,3.75620698698268e-06,6.54925782506843e-05,6.7427270023061e-07,2.23504714793464e-06,7.24691338116372e-06,1.71214935482377e-06,9.30012500687482e-06,2.4641494590295e-06,2.6004707836305e-06,3.31840987553168e-06,1.60144949565834e-06,1.04111945862613e-05,4.25701247806951e-06,3.43014943404247e-06,2.62061861342764e-06,3.05135220398192e-06,3.41283039442286e-05,2.44663863443492e-06,0.0001285732162018,2.42380256263192e-06,1.28902673378729e-05,1.58882388480902e-06,1.83361768776234e-06,7.06982132642905e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48896617846128e-07,3.79490856572294e-06,3.45095283526934e-06,4.17414460395064e-06,8.82449755944206e-06,5.00971938484297e-07,3.59789886264312e-06,1.04352572630176e-06,2.78984268715621e-05,2.37999421120407e-05,3.825070095601e-06,8.67422790852356e-05,1.12732996552184e-06,2.44749137819026e-05,5.34540605312248e-06,4.63027352852718e-06,1.90424262847903e-05,-1696.00683972171,0
0.431578947368421,1,0.305449782476498,0.13384656451865,0.971825267929005,9.7,1.37978569542064,0.523451180668925,0.27979338055501,0.000159750401633011,1,0.962668645493939,0.950364974028364,0.973892921174245,0.930457100218311,0.952059212439243,0.971437949719058,0.957342344731804,0.930953071215445,0.985346489356745,0.965466262646234,0.944150901590071,0.987438312518416,0.787572821391402,0.984722985979122,0.992080710326602,0.934913850325219,0.901801224936511,0.971816030409086,2.97182870548265e-06,1.11326120100922e-05,3.40975739557352e-06,1.56239971124152e-06,3.97396801062929e-05,2.16510229212316e-06,2.974766244387e-06,7.58688410260207e-05,5.62283689309675e-06,6.21585289180136e-06,5.82994995520408e-07,0.0253225046413428,7.68897528173817e-06,3.69174308680917e-06,5.55258366106414e-06,1.02758150543282e-06,3.90916335314078e-06,7.98482886016048e-07,4.65396452212808e-06,6.49064162348912e-06,5.9265901219381e-06,2.18984646682963e-05,1.85826117055184e-07,1.01335110938801e-06,4.96083750933079e-06,6.82364406471585e-07,3.40268942398636e-05,4.92350784394517e-06,7.78740250496846e-05,2.0934245763742e-06,3.23096583670377e-06,6.05547428847239e-06,4.24755555801908e-07,5.36318622949539e-06,2.8302510266699e-06,1.49074259132645e-06,9.7356352963784e-06,2.13877944350478e-06,1.28421272308532e-05,5.89130794516705e-06,1.26483292139606e-06,3.51984209866496e-06,4.22425214790249e-06,4.94359382830307e-06,4.50147655490327e-06,9.0502760913964e-05,2.11515060996326e-06,9.98197218317055e-06,3.77269413722462e-06,2.63176471209497e-06,2.70712143044765e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40809139458492e-07,5.0762355373055e-06,2.90559358925364e-06,4.11132262428647e-06,6.22399134225238e-06,2.28738010914808e-07,4.39490270100521e-06,1.04747259442131e-06,2.80695898277151e-05,3.73878051672028e-05,4.28026328031904e-06,0.000136067048363985,7.87382506925808e-07,2.16034721340048e-05,6.43819161354652e-06,1.78562857208466e-06,1.41632851322969e-05,-1699.0162770509,0
0.484210526315789,1,0.332939853942565,0.19330018576063,0.960400402736071,9.7,1.42930182847691,0.461772062340878,0.285490946434565,0.000138128399529944,1,0.988999272916596,0.959731281580946,0.982854758302487,0.946728900874178,0.961583908778707,0.983816261185451,0.959250476990233,0.95381929058014,0.972679524007742,0.945569331333324,0.901116339892989,0.992258864104738,0.824028285093541,0.970001443550973,0.969985337112522,0.967703179204117,0.956565133460303,0.969108081020452,1.53656361513406e-06,1.05037152793773e-05,3.01246848084557e-06,3.32741383483448e-06,6.96214335087706e-05,7.55446851655075e-07,6.41308331605439e-06,4.97228590962133e-05,9.38626000489817e-06,4.51808106152009e-06,1.09631019821741e-06,0.0206892020471753,3.09213099126354e-06,4.33068012251972e-06,9.36412309028669e-06,1.81312505082342e-06,5.77785182555736e-06,5.00083207063619e-07,1.8025138875958e-06,5.48296564104053e-06,9.46511583813057e-06,1.0364385773637e-05,2.48162286116605e-07,1.20692786689536e-06,6.12293716865964e-06,7.03128697101763e-07,4.43591388854439e-05,4.51701271711564e-06,0.000106171162987958,1.49403415763636e-06,5.55246787044469e-06,7.80576002417334e-06,1.56246967498466e-06,1.05855661344956e-05,1.037331281123e-06,6.17614621901808e-07,1.81954712041393e-06,1.68804503282316e-06,2.21753197132465e-05,3.76991908820671e-06,2.2430181091404e-06,3.66704630808811e-06,9.85692643353663e-06,1.54101054642734e-05,5.59657741201633e-06,0.000216607862471456,2.02535680495698e-06,4.47756086131394e-06,2.67028196702097e-06,1.6272002457044e-06,2.77025122919105e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23593004522746e-07,1.18683482764592e-05,2.49738128283796e-06,2.76742198945473e-06,7.69539539950331e-06,5.17159252663525e-07,3.43990591151477e-06,1.29618662234868e-06,2.28059365094625e-05,9.01128251182858e-05,3.25004312998043e-06,3.94965165067907e-05,1.16297054999324e-06,2.24789305799664e-05,4.32178470683148e-06,1.99249233269399e-06,1.63606142223508e-05,-2325.13640973035,0
0.3,1,0.332807346040375,0.256784114145702,0.883625523050273,9.7,1.45565551887288,0.462264676310234,0.316430764966936,0.000111755679587963,1,0.953268366627244,0.974599698339979,0.958025458555748,0.942950893611888,0.924187893693041,0.987814516793668,0.948632484833093,0.929358236195127,0.941981021923937,0.962293672156301,0.873308120071873,0.982309387486383,0.72418468569268,0.967375474199013,0.986363403123974,0.977029700469751,0.973334088956321,0.992604037473963,2.43930875344404e-06,2.27070331874679e-05,2.49230676990836e-06,2.75975595654482e-06,5.8798940563334e-05,2.28045107448152e-06,5.09278812439441e-06,6.21145764858333e-05,6.31810987589967e-06,3.3947872963514e-06,1.7934100964895e-06,0.0171436934135088,2.61246913050127e-06,3.23427354849179e-06,2.07411667107114e-05,1.61584761664145e-06,6.06988156778058e-06,7.2765741846339e-07,5.09449992466328e-06,6.74334003115259e-06,8.80619355970744e-06,2.65355401670659e-05,6.70718210304935e-07,3.13563790665116e-07,1.39363315397078e-06,1.2837784162577e-06,6.79548509247691e-05,5.18913753672784e-06,0.000144206434448398,1.37125144269382e-06,6.77192449100079e-06,5.03640365912567e-06,2.19705888631209e-06,1.0864215576025e-05,4.29176348607096e-06,1.86073724242451e-06,6.53958442892985e-06,2.03385291087963e-06,1.72537689877101e-05,3.00276370761464e-06,7.30390886002699e-06,4.53738179805209e-06,2.25916847791276e-06,3.62219622952492e-05,3.73428833658811e-06,0.000253092444140781,2.59787729758909e-06,7.33903074253647e-06,3.34325765128073e-06,2.68926403463184e-06,6.33315434639725e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77313529768242e-07,7.01386795524433e-06,3.83878134742347e-06,1.42193705434423e-06,3.47658999371184e-06,9.32721587417106e-07,1.0154974956941e-06,1.54483474238585e-06,2.70053358747234e-05,6.87126046310657e-05,3.00589292352891e-06,0.000166292214265015,6.68367244218953e-07,7.81362391075913e-06,6.65590443119492e-06,2.81925864844839e-06,2.00517294718047e-05,-2319.36246025699,0
0.3,1,0.292272881175518,0.148607998027645,0.951893907588831,9.7,1.17445048147072,0.526043523952574,0.29287536417243,0.000117211915209026,1,0.998767977001751,0.954102454727004,0.979560447566758,0.934765136256691,0.955933079154582,0.975355948128213,0.966308720216756,0.92849852763169,0.987311498178224,0.966213297284403,0.953312718534529,0.985167915599594,0.84038642815977,0.98462023363067,0.990407062451426,0.950745337845025,0.901684095109911,0.969191527865036,1.7712408269624e-06,9.57794924932532e-06,3.0712020507075e-06,2.09941513025158e-06,5.657877381374e-05,1.85922844461614e-06,2.94323597668496e-06,8.35719640847465e-05,7.1430680889325e-06,7.66673599058973e-06,6.83708363130757e-07,0.0330038780107947,6.43820548656758e-06,5.71145714017506e-06,7.96094080141629e-06,8.56910456970134e-07,3.33638536649514e-06,1.24968675314586e-06,4.61814260977293e-06,8.460211340442e-06,8.02089801176777e-06,4.17218959591768e-05,2.5334414155771e-07,1.20422514917055e-06,3.99122162275952e-06,5.59338701216794e-07,4.0165068762054e-05,6.2688472070105e-06,0.000130758823661819,1.51757604864373e-06,2.71616166809146e-06,8.03721872594131e-06,5.77775503205636e-07,5.89322833448117e-06,2.21893686132092e-06,1.32811845547561e-06,8.14276212291296e-06,2.66227295777841e-06,1.38453610408339e-05,8.24804166343524e-06,9.38400037580651e-07,2.8869546312234e-06,3.26443857655857e-06,7.31580693620336e-06,5.58024872986995e-06,9.92177001913408e-05,2.24135079768573e-06,7.91514634969361e-06,4.34978080162744e-06,2.49523161358281e-06,4.52171247457216e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49537241227108e-07,5.43816961744962e-06,2.32413931010871e-06,3.40860525074375e-06,5.42844987618158e-06,2.55166565233174e-07,4.27993256543914e-06,8.89557975453943e-07,2.40012043581798e-05,3.02840605878054e-05,2.95267024736704e-06,0.000134996038832863,1.02144223913944e-06,2.5047251463699e-05,3.57538596924384e-06,1.39338039421728e-06,1.07494535825504e-05,-1700.60810521732,0
0.405263157894737,1,0.325471667860308,0.191966945034078,0.928728640046859,9.7,1.28872920291159,0.461821843486768,0.278808788967609,0.000144215929364923,1,0.965902111054058,0.978891573178857,0.977405728045863,0.942099552538571,0.942308584954493,0.987360141689035,0.938876498611881,0.94471984161029,0.969477884187347,0.957913364140572,0.966756109770798,0.985781786779016,0.641808767567426,0.95438416940041,0.968989565493676,0.96090376247112,0.952630820220482,0.974447705047399,1.17898670361157e-06,1.56968821444555e-05,2.66609976968819e-06,2.71787231534733e-06,2.9276035397417e-05,1.51467934568526e-06,3.1720898686264e-06,7.17661793544894e-05,2.93739493957827e-06,4.950812177198e-06,6.38753599013766e-07,0.0211704633196505,4.27460194918519e-06,6.30729026107983e-06,9.01011208203753e-06,9.42653439838452e-07,4.47217396085532e-06,6.53799602957039e-07,3.72285267010485e-06,2.84888066613256e-06,3.3538526235352e-06,1.18703325762233e-05,3.79790752763588e-07,8.95016021155514e-07,6.90993377753326e-06,1.87902698437287e-06,3.46124376337807e-05,1.57776827007841e-06,6.25760537803171e-05,1.77940840752547e-06,6.45227934645453e-06,6.08976324426245e-06,6.87850616442707e-07,1.68951335128604e-05,2.08644367476632e-06,1.674097464681e-06,9.31329295457745e-06,1.85050649927736e-06,1.88601663192972e-05,5.25515557835978e-06,3.97653150005545e-06,2.41567078954075e-06,1.09735005020486e-05,2.01432875530239e-05,3.65287071428875e-06,0.000178269430301772,1.22462651668751e-06,5.77547158788988e-06,2.53154120774218e-06,4.31272677908794e-06,9.3146251517503e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17328282465179e-06,6.41060702886457e-06,2.18270955107409e-06,3.86448921837001e-06,6.68618263079341e-06,7.3528948630866e-07,3.56054206669514e-06,1.25368977493431e-06,2.92739106226422e-05,0.000104117197600069,3.32500267929631e-06,6.8691646899515e-05,1.01305819774422e-06,1.92380873533812e-05,4.59008701712322e-06,4.08302058506544e-06,2.70214835896024e-05,-1709.2507728441,0
0.431578947368421,1,0.304612436256161,0.167627111722351,0.963652189256792,9.7,1.655072794897,0.452677899106138,0.262595099718556,0.00030681185789586,1,0.931407386222379,0.944386607009904,0.976528890527314,0.974020982346725,0.970756089555381,0.97752776904064,0.976702482530817,0.974874565342142,0.973995606681299,0.951776814587261,0.926729445556909,0.990556371819252,0.878446051574522,0.942555655101334,0.960995150694848,0.953090680643724,0.934595140771172,0.976611875385084,7.91966578651818e-07,8.53219761903411e-06,3.51333622396136e-06,1.17207059176165e-06,3.07221394364791e-05,9.35094272984174e-07,2.24808702861521e-06,2.14009465109971e-05,2.49125131057359e-06,5.9264751356851e-06,9.45616228025688e-07,0.0166080530008009,4.60156443308048e-06,1.35287142451973e-06,9.25154132173334e-06,6.41192977681361e-07,2.29488550968929e-06,4.17552592688847e-07,2.59724907592234e-06,1.06730571495768e-05,4.83254604861771e-06,9.61338555736141e-06,5.50193919237195e-07,7.3067811421067e-07,6.52465002243453e-06,1.93545267206417e-06,3.91457428931479e-05,2.58142920733269e-06,9.6046693271934e-05,4.56205874821286e-07,4.82179041870651e-06,2.2023475820311e-06,1.03774901476303e-06,1.24441141832408e-05,1.82228487686025e-06,8.27091683494862e-07,2.32442019738782e-06,1.06654537904904e-06,8.1851537085572e-06,6.73446826909358e-06,2.96177206726845e-06,1.87709310695062e-06,5.33366112159564e-06,1.79764448475948e-05,5.35185329758223e-06,0.000318250531925109,2.01136241800767e-06,1.88895619879777e-05,2.84638428196978e-06,2.11359507220096e-06,8.38804307659309e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.62419648559879e-07,3.03657512662868e-06,2.60273347503596e-06,3.20065247074598e-06,7.86457488870508e-06,4.70977045690112e-07,2.96503522640548e-06,1.02601726878993e-06,3.63148226562985e-05,5.19004185846842e-05,1.2130507013015e-06,0.000101467724739164,1.14309235131021e-06,1.91095252651705e-05,3.12152302585264e-06,4.63296672990096e-06,2.59676783635374e-05,-1697.35047546035,0
