"qualow","alpha","gamma","sigma","psi","g","R0IN","qua","quawh","rho","kappa","omega","S1_0","S2_0","S3_0","S4_0","S5_0","S6_0","S7_0","S8_0","S9_0","S10_0","S11_0","S12_0","S13_0","S14_0","S15_0","S16_0","S17_0","E1_0","E2_0","E3_0","E4_0","E5_0","E6_0","E7_0","E8_0","E9_0","E10_0","E11_0","E12_0","E13_0","E14_0","E15_0","E16_0","E17_0","I1_0","I2_0","I3_0","I4_0","I5_0","I6_0","I7_0","I8_0","I9_0","I10_0","I11_0","I12_0","I13_0","I14_0","I15_0","I16_0","I17_0","R1_0","R2_0","R3_0","R4_0","R5_0","R6_0","R7_0","R8_0","R9_0","R10_0","R11_0","R12_0","R13_0","R14_0","R15_0","R16_0","R17_0","J1_0","J2_0","J3_0","J4_0","J5_0","J6_0","J7_0","J8_0","J9_0","J10_0","J11_0","J12_0","J13_0","J14_0","J15_0","J16_0","J17_0","P1_0","P2_0","P3_0","P4_0","P5_0","P6_0","P7_0","P8_0","P9_0","P10_0","P11_0","P12_0","P13_0","P14_0","P15_0","P16_0","P17_0","loglik","loglik.se"
0.00025,1,0.327590602395236,0.134560810860526,0.9829214186785,9.7,1.44365648951006,0.471799351092077,0.256100745702457,1,0.563342649043901,0.989720215473669,0.950705056903962,0.981098744624916,0.924545290332033,0.935895393149911,0.970760058464447,0.988888297960823,0.950398670076003,0.981848122370337,0.96066289508667,0.864065583696711,0.958687281918834,0.846413339790424,0.951989453886727,0.976330380731337,0.972025717800736,0.916818565440649,0.979835704109153,9.15070186228909e-07,2.04755695581982e-05,2.0280920756372e-06,1.85806636105028e-06,3.35844520468345e-05,4.10301985824042e-07,6.90614149664373e-06,0.000130956787232877,9.60724852892595e-06,4.90218471286866e-06,1.06973480761539e-06,0.0221252778229883,1.96497197441672e-06,2.21758916729589e-06,1.54796099335752e-05,1.90222905687406e-06,3.20283087897713e-06,1.19209654571432e-06,3.98425192262084e-06,9.29398225592189e-06,2.85784797913227e-06,1.14032477275606e-05,7.96046210490074e-07,5.05800475067653e-07,5.60664148921513e-06,2.26591070011334e-06,4.6365696397546e-05,4.0444841076575e-06,0.000161558158774684,1.71774442831788e-06,2.83730331921597e-06,5.87592188971735e-06,3.3229904722273e-06,1.4610442386868e-05,2.38411612388162e-06,1.57594493290209e-06,5.05643120347347e-06,2.37867626432959e-06,5.49136063692888e-06,7.44101146460988e-06,3.60801129897219e-06,6.46174192294852e-06,1.06262744312023e-05,1.92976507537431e-05,3.03494763803781e-06,0.00018721874168083,4.36584328453712e-06,1.1342005317238e-05,4.27792281228697e-06,2.8734317620969e-06,8.93273622378475e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.82299232650265e-07,1.12350849831636e-05,1.11079460725088e-06,2.52989727722514e-06,3.14229663659481e-06,2.13559494652267e-07,1.26486723878546e-06,1.03587669855189e-06,3.78159430607998e-05,4.01258994294694e-05,2.71749040295758e-06,0.000103105322692393,1.00167702996685e-06,1.56845200047528e-05,6.04517350439695e-06,3.28147486268837e-06,1.29882098420231e-05,-1696.27889541657,0
0.00015,1,0.331692493233609,0.201410546739405,0.970002497361562,9.7,1.56181391066499,0.458387643339769,0.295443214628645,1,0.684666163378681,0.988352613144829,0.975268539194829,0.987596432842374,0.876530887382953,0.978103109721659,0.969219067696309,0.971007251657844,0.950625040544797,0.976247771001964,0.951029436482205,0.940506928552006,0.982208990460927,0.735869047006276,0.980318682499162,0.970212708356948,0.94433271968206,0.897033889651339,0.97579009345145,9.53817470019581e-07,2.72097869254299e-05,3.91727404540792e-06,1.94334433731304e-06,5.16222103572766e-05,1.7007739132083e-06,1.33216101067565e-06,6.71085234767535e-05,4.56867827090442e-06,3.88385129577471e-06,1.85322074539473e-06,0.0142580732960637,3.0849306100805e-06,5.38977235080826e-06,1.50756625648269e-05,1.20339736947057e-06,3.26572452582426e-06,5.82540936347447e-07,2.24509717553759e-06,7.4968479866776e-06,5.57343011435009e-06,2.02723548870911e-05,8.53486108423929e-07,2.82023570194854e-07,9.28028860952638e-06,1.38462802903686e-06,6.21259180977514e-05,6.4420962703682e-06,0.000241217684326659,9.55919236647196e-07,2.53286389499348e-06,5.41440193842323e-06,8.18490593838663e-07,1.71542600797469e-05,2.84433789164196e-06,2.51699043331826e-06,3.31503996428248e-06,7.09915994214723e-07,3.04282790659226e-06,6.52224918997035e-06,6.93342433473119e-06,7.71495981619006e-06,9.45567683734911e-06,1.67522405299681e-05,1.72650405036165e-06,0.000193035673062747,2.32771101469798e-06,1.04597241525334e-05,4.62177484913451e-06,1.03828698458637e-06,2.97066405061032e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25367814864735e-07,5.18662476907287e-06,1.24240996395413e-06,2.16677488741598e-06,8.99021265504825e-06,7.25039797641445e-07,2.51254808187402e-06,8.31370125558598e-07,2.85638599337694e-05,5.40557748041014e-05,4.67874661660797e-06,9.54446820123622e-05,9.89229676093173e-07,1.13861239156637e-05,2.9380214920675e-06,9.07129283425598e-07,9.43469421926231e-06,-2320.2846789983,0
1e-04,1,0.335261084646744,0.153189072704362,0.870421122012143,9.7,1.41556510971506,0.512622681428643,0.302718786685272,1,2.54669031865757,0.986168311006031,0.982677594189922,0.98404970342058,0.893683736441749,0.977037815952071,0.976713401440785,0.962227139899772,0.953197853405936,0.949968511714303,0.958600472476098,0.901134636608892,0.991031472977823,0.680446581846489,0.963877659902262,0.96760605102383,0.971765611730811,0.946550250278082,0.979069933963952,2.34093702297088e-06,3.1859022615738e-05,4.9586158908878e-06,2.89160264655945e-06,1.96296620003825e-05,1.55961771883914e-06,6.40995877179202e-06,7.34758347094306e-05,7.83775682803938e-06,3.01467817119611e-06,9.25146657296677e-07,0.0217869736928353,1.93734209920757e-06,2.24825268476847e-06,1.50911747581438e-05,2.11172957514174e-06,8.66866693250967e-06,6.99664868251028e-07,2.27850844664139e-06,3.42058855021536e-06,3.05552007434452e-06,1.65102712719164e-05,5.86997932629994e-07,7.22080505399048e-07,9.11470730955037e-06,1.16607399138776e-06,5.09114061548905e-05,3.75802212638221e-06,7.02657073598391e-05,8.27874310399986e-07,5.05579889383653e-06,3.34629576531391e-06,2.77406380702634e-06,1.43492164167209e-05,4.23302911114466e-06,2.80149063922049e-06,3.19349437191814e-06,1.45017717160794e-06,1.20819200991675e-05,3.74413702860207e-06,3.69947230040363e-06,5.97848477983292e-06,8.75988273979078e-06,2.265195578315e-05,1.49405732944527e-06,0.000378052380232131,4.89994913673303e-06,4.80544055859556e-06,4.3119896878884e-06,1.4303295747016e-06,6.17743940634504e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69616661046101e-07,1.84472686889407e-05,1.42100867695459e-06,1.76974099020183e-06,9.88044962404092e-06,6.93491833309121e-07,2.09665602270622e-06,5.00590896971654e-07,4.07748988512626e-05,9.37064694421238e-05,2.48604578183387e-06,5.45926279550613e-05,3.72024158282898e-07,1.29854044272179e-05,6.36816725348197e-06,2.91788290822143e-06,1.5764270275254e-05,-2330.74072029776,0
0.00035,1,0.32112547031785,0.159540343116923,0.883321991005291,9.7,1.7464728190188,0.44305402191194,0.253570613584503,1,1.08148647524908,0.98307848021399,0.949265887803277,0.976575137596269,0.959960222965247,0.968095271033673,0.987574724031019,0.981868310526613,0.957580789230977,0.966244750335265,0.934528808232885,0.88522516370378,0.990666759394208,0.791191783958994,0.959493177108128,0.981461848184929,0.958701558342348,0.969247761153533,0.969174327025052,2.03839715174424e-06,2.26237398065607e-05,2.52770651920738e-06,3.31480798001026e-06,5.36408182393921e-05,8.75780129131764e-07,9.41123824495079e-06,5.93480553855733e-05,7.84333207021624e-06,3.34751090508369e-06,6.6116310801404e-07,0.013888538197642,1.33916547535748e-06,2.25573159936798e-06,8.07222914644576e-06,2.03226514603711e-06,6.3380316433562e-06,4.91254488405345e-07,8.25599432167553e-07,6.88902548901982e-06,6.5662325768751e-06,1.81779754176323e-05,2.89326296605537e-07,1.34547777956353e-06,8.79407332773833e-06,7.93928744858065e-07,4.16019494809132e-05,5.14977699637261e-06,0.000176531213474562,9.56357415982307e-07,6.96854170544398e-06,6.27291598828951e-06,2.32370962904633e-06,1.82540482243006e-05,1.12947816512996e-06,7.60118242080308e-07,1.97674027659835e-06,1.73584256443117e-06,1.33933926025688e-05,4.41265732326596e-06,3.38085818200657e-06,4.96756413539141e-06,5.97912014010331e-06,1.79466361303311e-05,4.66990996719149e-06,0.000308567037126129,2.56859496409497e-06,5.87713590351833e-06,2.2338628376248e-06,1.92210471463431e-06,5.19129221256e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23532671532321e-07,2.11442352326102e-05,1.6708612427418e-06,2.18609863397363e-06,6.86400866592177e-06,4.89726351765241e-07,2.8838947573046e-06,1.29112293285296e-06,2.86139757335944e-05,0.000112472481373915,2.91089974271139e-06,4.96510545147105e-05,1.29345508339437e-06,1.8029762474208e-05,5.76174288104651e-06,1.49251342251534e-06,1.18540607937616e-05,-1688.3582437257,0
2e-04,1,0.30401711655922,0.13946889408865,0.926124214100723,9.7,1.37954109343308,0.493598660078791,0.267501722033851,1,0.414263745452465,0.98538324980802,0.970027322965405,0.979733469567007,0.909412633268162,0.924626990932311,0.978100835570916,0.972235563148246,0.966212819566272,0.98627871995052,0.978144063792095,0.900823607148264,0.96862124259721,0.724146621790952,0.967668677787879,0.970246506127907,0.966434917310756,0.900363786178641,0.961140511579133,7.03957347038835e-07,1.75778703015431e-05,2.31984081826482e-06,3.05854485412184e-06,4.26714889478461e-05,1.0550088941028e-06,6.18437804032627e-06,2.70429338236749e-05,9.01039725355072e-06,6.09001687977181e-06,6.60078158039032e-07,0.0223750223473232,7.58414804170699e-07,2.36435359275368e-06,1.43808880916498e-05,2.61170222742861e-06,9.92338774038842e-07,7.03635655819723e-07,2.67581045054173e-06,6.3407119759746e-06,3.61838686233555e-06,1.89044446035852e-05,5.47647113608354e-07,1.01892179631984e-06,6.26103168908096e-06,1.59025798635512e-06,3.60209287485427e-05,4.3562151351683e-06,0.000223504120360038,1.77702611148184e-06,3.83467553684011e-06,2.82032963229394e-06,1.80532747906669e-06,1.61054879339761e-05,8.99275213739647e-07,1.64751331579089e-06,6.11512673305181e-06,1.98427749189341e-06,3.11993796595916e-06,4.18422373708383e-06,2.41326257326513e-06,1.83382726279507e-06,8.30811966567609e-06,1.99896332710362e-05,2.53193577379896e-06,0.000631860284429608,3.70067381257311e-06,9.58762313192517e-06,2.14193119096733e-06,3.16211116044447e-06,5.00977433215642e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.09048261792565e-07,9.14558058041022e-06,1.9289057949026e-06,2.85619409288038e-06,6.73312896717823e-06,8.66339934045481e-07,6.61398613069025e-06,6.19719251313838e-07,1.40100374145597e-05,6.16402431422936e-05,2.29562884072172e-06,7.60039551634675e-05,2.03096443013497e-06,1.73671163510743e-05,7.81814403543527e-06,1.08329569686714e-06,8.94732836768147e-06,-1694.65711560592,0
1e-04,1,0.234867812028182,0.175897880040983,0.93003778001602,9.7,1.22355446809448,0.552541729315232,0.311186592137528,1,0.489914804918251,0.970423610502045,0.980099346922698,0.961209279389658,0.900616286367712,0.930111138424456,0.967345985225282,0.958746761298901,0.976880533240188,0.989198831641455,0.957269863574698,0.919446107530165,0.979470638420773,0.623809813336103,0.957693296949015,0.991877435951034,0.940559186809993,0.895873797612099,0.984909942121517,3.03873238227146e-06,2.93635839594743e-05,1.76663936939047e-06,1.4574297466767e-06,3.41071620498587e-05,1.75675337017097e-06,4.240279351942e-06,4.04440726468501e-05,5.03308799859573e-06,4.92652910458256e-06,1.19148171892724e-06,0.0260185281653688,3.36483507011771e-06,1.13611514480634e-06,1.69897523831627e-05,9.57900238026178e-07,2.13871108747606e-06,9.70361766022818e-07,3.61751227814542e-06,8.31293278386425e-06,4.74156117778262e-06,1.83578309259525e-05,8.28579027524585e-07,4.36231904584559e-07,5.50729113752657e-06,2.11461957096501e-06,4.64402567245581e-05,2.22525639511846e-06,6.79822434082228e-05,1.62057538500095e-06,4.09054208477427e-06,2.91846093316972e-06,1.25635412132607e-06,8.84430731220862e-06,2.09190738789876e-06,2.3525593607754e-06,5.08910710942039e-06,2.32376644815036e-06,8.24431983715042e-06,8.69955778530951e-06,5.91069986176337e-06,8.75968424390904e-06,3.66667955615483e-06,3.37057254739354e-05,2.94313652530999e-06,0.000556096932835126,1.01044346421183e-06,1.09877530121401e-05,4.29601539036346e-06,4.32692705260602e-06,8.71896034288629e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17393298170097e-07,8.04949386502389e-06,4.18805884350684e-06,8.29740923082176e-07,2.18094166700992e-06,1.01535762504475e-06,1.80326702109869e-06,6.33050939915448e-07,4.0074238965134e-05,8.20949997397066e-05,1.32434181049966e-06,9.75546295470118e-05,7.38285978913374e-07,1.41493887538748e-05,1.99452581706834e-06,4.20919686029561e-06,2.80609481556268e-05,-1693.93910458778,0
0.00025,1,0.291690321439448,0.130414293421419,0.972103025645205,9.7,1.60778741672754,0.496450280906931,0.262657125417489,1,0.886978278849829,0.994980563958033,0.985001499242978,0.969300876771677,0.965422742051223,0.977577923695703,0.965967612226514,0.964236261555873,0.941027652303949,0.974162436003299,0.926790472557669,0.899692311960508,0.987755657990964,0.745278812068884,0.942521203207293,0.987325125607228,0.980205054830958,0.938556724507152,0.964245023446645,2.52126116007511e-06,1.86229760051059e-05,3.60272169586164e-06,1.90782848495879e-06,3.9591957331279e-05,1.40885639733889e-06,1.06018177855465e-05,8.34969981549424e-05,5.62547618430271e-06,5.2703554658035e-06,4.72883150505322e-07,0.018036140338281,1.7055334065175e-06,3.43448407357159e-06,1.19981667756554e-05,1.82566845053906e-06,3.24078959612189e-06,4.36621111361885e-07,1.68013763363261e-06,1.14879553374426e-05,3.01744008465935e-06,3.06154174386183e-05,6.26398136450621e-07,8.44620135855577e-07,3.05328171155253e-06,1.75770088017049e-06,2.20289740917177e-05,2.80972921126591e-06,0.00010260900735292,5.82298493848101e-07,1.86998366908151e-06,7.92837277924405e-06,2.90048819653525e-06,9.31846743696923e-06,1.45358360732018e-06,2.34249363186147e-06,4.22552413600539e-06,1.71357002176888e-06,8.56034208974442e-06,3.32410861133403e-06,3.0725811034066e-06,3.62817687057881e-06,4.5192406979462e-06,3.32768935504867e-05,1.62246316004283e-06,0.00025180364471524,3.45533381684712e-06,1.34602618947446e-05,1.17435601102092e-06,1.74789375506659e-06,6.65046084326719e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96145349429082e-07,6.01777083477486e-06,2.33165879295228e-06,3.73830239703152e-06,7.71402197513812e-06,5.49982834000636e-07,4.25338401454914e-06,9.98105147260599e-07,4.59741992366667e-05,5.05494926693273e-05,3.2099840892031e-06,0.000152640297988662,1.59579555043358e-06,2.05581168825411e-05,5.19790146567849e-06,2.5385467685635e-06,1.38844337518221e-05,-1701.36129175787,0
5e-05,1,0.241806817821966,0.171350294014635,0.864452065023699,9.7,1.33405414736219,0.584549555947468,0.395566971683586,1,0.598094512999011,0.996539738806839,0.961445434317849,0.966998590076273,0.911061573636353,0.919421054880108,0.990764437752479,0.972342193604762,0.935351580333157,0.962661925576015,0.971753605790103,0.873947331228691,0.973456017205579,0.77520414141275,0.966225172811495,0.988201911084219,0.969332249455321,0.979010035207809,0.989712243683093,2.23889037077363e-06,3.17460077856719e-05,3.12302529212356e-06,3.11032670612906e-06,6.8276444038963e-05,1.76881128012987e-06,5.97459998011193e-06,0.000105498900523002,5.91696125424101e-06,2.38321007085404e-06,1.25197082859023e-06,0.0268633011455016,1.61345357956685e-06,2.46440676182039e-06,1.70748148563154e-05,2.13173244705475e-06,5.38216127516903e-06,7.43269963794592e-07,3.27190153528668e-06,5.88855219693965e-06,8.13760289772068e-06,1.53681149771752e-05,9.48291111865748e-07,3.91162179604099e-07,2.55650009374661e-06,9.50540376510247e-07,7.32786332964704e-05,5.13975677324512e-06,0.000240888907180071,1.41067721749106e-06,9.47251836502735e-06,5.38179859756722e-06,2.25882850771522e-06,7.49350704771131e-06,3.81373581426371e-06,2.94043611836231e-06,4.91307575475193e-06,1.92724516521076e-06,1.5530681327211e-05,1.56662240776575e-06,5.03042786536126e-06,5.45856146752588e-06,2.36345224471104e-06,2.15093744571634e-05,2.36738993209e-06,0.000321468170908943,3.62473571393185e-06,6.86101256138576e-06,3.46255274533551e-06,4.05746738085379e-06,7.23163615389442e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02875858749602e-07,1.34205925505471e-05,3.952463348985e-06,1.47478837103553e-06,1.69033786518603e-06,8.71683797976597e-07,7.71134830899778e-07,1.24053685198061e-06,2.44125521457805e-05,0.000114781914542243,3.9761959972435e-06,0.000160605268473597,7.07127527691838e-07,9.67027125434569e-06,6.02079400532093e-06,2.43070997196343e-06,1.27824118110949e-05,-1706.77920428025,0
0.00025,1,0.240730804717477,0.177654145826816,0.866579583120687,9.7,1.69822996152393,0.478487061160908,0.271455210350596,1,1.09909247089437,0.988853532260304,0.962145650920656,0.974411085017591,0.946865103471539,0.956950586426304,0.981698850892337,0.967912049728916,0.948067544058156,0.974266283206134,0.951654626670924,0.876218990750556,0.989370527427302,0.778539729635537,0.967676950401917,0.975460818533483,0.965151571737937,0.946558129696497,0.970003847954337,2.16136891798966e-06,1.46898404492759e-05,4.18875319734248e-06,3.11576812800399e-06,5.65509759450009e-05,6.91904596640771e-07,7.0249804884747e-06,5.82543878638843e-05,8.28903363240163e-06,3.60828327276587e-06,4.7591974133397e-07,0.0176461482209969,1.25331938931306e-06,3.24031566353458e-06,1.33016146795462e-05,1.69023561106724e-06,5.47745031047284e-06,3.74095828901645e-07,1.00040285482357e-06,8.32454621645073e-06,6.19326310274789e-06,1.29313753743273e-05,3.08272055782768e-07,1.02002321597573e-06,7.86701960169356e-06,8.98384609411129e-07,3.14938734990606e-05,6.43092847867992e-06,0.000190148090269527,1.10582626240697e-06,7.36646921381943e-06,5.10899698202172e-06,2.68739483843551e-06,1.39814894903747e-05,1.17965391200886e-06,7.39996745685542e-07,2.35920565651453e-06,1.21834415481605e-06,1.75408256144064e-05,5.2376499877435e-06,1.880340140506e-06,6.84149179354361e-06,7.76040707586146e-06,1.30212816682279e-05,5.92129136642258e-06,0.000383381713574575,3.37964808648305e-06,7.17121389396058e-06,3.63488975889797e-06,1.80294688307878e-06,7.23960953341721e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08065822415051e-07,1.35566298417256e-05,3.13935302057791e-06,2.87257307305946e-06,6.34975736903371e-06,4.71720613418233e-07,3.95704949479601e-06,9.20881135140283e-07,3.3199291490649e-05,9.94770439310428e-05,4.44132555696661e-06,4.2057487007421e-05,1.95019319476602e-06,1.70199089236219e-05,4.4270456408443e-06,1.69759450806866e-06,1.25503116347159e-05,-1685.73124820063,0
1e-04,1,0.235048314458933,0.177680645530508,0.924976875114189,9.7,1.14275446472088,0.539947569415704,0.30754843767606,1,0.333946933924052,0.969891908220111,0.972765144184791,0.971975416087591,0.94386960161149,0.942313830814272,0.98714384863634,0.963406068579496,0.908581888063943,0.951397075583442,0.978418999181226,0.954393967683983,0.975201169724096,0.659565397339336,0.966704753729127,0.976091406743685,0.954796022444789,0.947365235873455,0.976688167738812,1.5687704999893e-06,1.99710050594395e-05,4.14094812747144e-06,4.3363186458694e-06,3.28900781219318e-05,1.50144843281738e-06,3.28654771674194e-06,9.71070664181232e-05,2.79622343246436e-06,2.07049919847188e-06,3.46576386469066e-07,0.0296165683313924,3.0651487204935e-06,4.18308222091022e-06,1.10255715009979e-05,1.09518334576558e-06,4.86182494113751e-06,7.29502302597156e-07,3.81092827751918e-06,4.11686376516309e-06,2.17349438740524e-06,1.97644682741539e-05,4.58813037152168e-07,8.57523096291683e-07,1.03977806806425e-05,1.87993350572792e-06,4.49142681104301e-05,2.13080872515348e-06,9.17121796952358e-05,1.34660223873006e-06,6.26029422925558e-06,6.00164002871698e-06,1.08014235310605e-06,2.11344263272803e-05,1.23990945507575e-06,1.95418011103265e-06,6.57047187142365e-06,2.35873781758044e-06,1.3039772437472e-05,8.20046324865382e-06,3.20521773584928e-06,5.74918227623425e-06,1.10096902106652e-05,2.95452650144361e-05,2.43881011747014e-06,0.000266474363463219,2.07607491458647e-06,6.37287938639096e-06,2.62144642011858e-06,5.37756132809189e-06,1.02984660496282e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04333012643866e-06,1.03302792518701e-05,2.12287386870221e-06,2.86048076437634e-06,5.6477320957331e-06,9.20463168283669e-07,5.06101739461293e-06,1.16849757165221e-06,3.75812083497393e-05,0.000130103767469921,3.22535159330846e-06,7.74650121558073e-05,1.19108615930727e-06,2.0233186749026e-05,4.19931942438554e-06,2.8807235700789e-06,2.09441445704849e-05,-1692.58971756629,0
3e-04,1,0.319366987272526,0.15607326137533,0.869305326668705,9.7,1.61762952135905,0.45091672386549,0.253356099049111,1,0.964560055559171,0.994444390128856,0.957441908190201,0.956700311290079,0.947958604044016,0.951686153330442,0.971885108118936,0.981635798625698,0.919211776617898,0.987532087398449,0.987537790499563,0.960227704681615,0.978582346058663,0.80116775312787,0.97199720236195,0.98941392936154,0.94427580621256,0.899058019376817,0.970949110044099,3.1367238039493e-06,2.04675478517057e-05,3.18714034416458e-06,3.35063302218785e-06,4.8312116034082e-05,2.51132566774014e-06,3.36957089983085e-06,0.000128020487283362,3.41077139296581e-06,4.23542104228629e-06,2.51146487300137e-07,0.0181874535164419,4.28833375022361e-06,3.2986292727665e-06,1.03976319925032e-05,1.28072449490251e-06,4.10302921874093e-06,1.27450624926852e-06,4.29521373684541e-06,7.29726883269199e-06,5.19417591369838e-06,2.87454854465546e-05,3.31781796180201e-07,1.25449985578809e-06,4.63468055410696e-06,8.82727710100083e-07,3.004719074326e-05,6.6091408084429e-06,0.000158927412851781,1.82113455247045e-06,2.50231612283125e-06,6.26987255029434e-06,1.17624537493225e-06,8.9112692899069e-06,1.66108670102006e-06,1.9011956523985e-06,5.82036327224902e-06,2.91937345460188e-06,9.80757532741567e-06,7.43852491730865e-06,9.21696344372393e-07,5.48996715219585e-06,4.49703877619365e-06,1.40222192063445e-05,4.02931720967197e-06,0.000160493014079823,2.32413189372713e-06,1.03693984684975e-05,3.63752105867691e-06,2.5552380129733e-06,5.88026810801686e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30793846647371e-07,8.39064966498815e-06,2.87573447278707e-06,3.48087623858682e-06,4.45788745412596e-06,2.81789791133948e-07,4.46017407833368e-06,7.93805189925078e-07,2.97773702147283e-05,5.758726037185e-05,4.91279652477698e-06,0.000131131889455534,1.29193468442442e-06,1.97398609031656e-05,4.84148287818075e-06,1.74483548271083e-06,1.10450416250121e-05,-1690.93881305655,0
5e-05,1,0.763714181661758,0.13473209654695,0.939199529318557,9.7,1.404100425381,0.521749087887922,0.36332745714109,1,0.972373833867146,0.914141299154403,0.964406806742895,0.9743934830934,0.938310005787554,0.94448659861629,0.989339456519186,0.98790947112386,0.962084107674232,0.95802403122878,0.983868555123462,0.892424436641555,0.977544656910329,0.903639925835671,0.963566611994184,0.982078772326713,0.977874019956854,0.912927238559411,0.954788082338069,2.78424373125425e-06,2.26828168524508e-05,2.75504961682182e-06,4.2375281496987e-06,2.58851844749735e-05,2.25632642430284e-06,7.1581968989254e-06,4.26517818519753e-05,5.55984289250537e-06,1.82150704610026e-06,1.08701863192067e-06,0.0224897058936189,2.28396727646998e-06,2.02241818880643e-06,1.2014845994048e-05,1.68449599254499e-06,1.01516794388006e-05,1.01652167463263e-06,3.55576967117492e-06,4.73319716740584e-06,2.10477698881365e-06,2.62554727339659e-05,4.48019374432078e-07,5.8400268337573e-07,7.5443538573618e-06,2.77365447286586e-06,3.71081421998691e-05,3.62063632870933e-06,0.000109387986626971,2.21236605127108e-06,3.8619531784258e-06,2.30925184857359e-06,2.15682506652467e-06,7.41708437104425e-06,1.46861824239581e-06,1.35145604911617e-06,5.46396693202689e-06,2.13601302718752e-06,1.06886532734397e-05,2.25639523921244e-06,3.39500673054964e-06,2.95394371233788e-06,5.94682878561821e-06,9.82313634328061e-06,3.20484451781351e-06,0.000575404772710818,3.04307229425788e-06,6.74005779696919e-06,3.54052664247571e-06,2.43106079031569e-06,7.7200359626723e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69758053416196e-07,1.47322028951639e-05,2.57063187113267e-06,3.75733932598084e-06,4.1579846993163e-06,2.94076717649764e-07,6.18096745184068e-06,3.98242917932298e-07,4.72990240154608e-05,7.7238573030207e-05,2.46476536732044e-06,0.00015646270419327,3.10249822726515e-06,1.6196040511901e-05,6.75694417478069e-06,2.31880308804333e-06,2.38937391434908e-05,-1736.76139734454,0
0.00025,1,0.316972150335949,0.158719176578231,0.803680849013245,9.7,1.6227649385404,0.460332834793681,0.262132915248601,1,0.988403454548883,0.973072443843106,0.972150898148102,0.962291707139146,0.915049885604689,0.935235664744903,0.987699944612625,0.961771562956743,0.936783387186386,0.947720407686348,0.972425751900848,0.898931836036134,0.977279529478629,0.702575971701461,0.971299625556026,0.988829622086632,0.974783785312598,0.976717682033043,0.988735042640076,2.6164948968041e-06,2.25940084040586e-05,2.30417925018447e-06,3.55652354477221e-06,7.43359126310306e-05,2.49310791257023e-06,5.39910218576327e-06,0.000104256012468432,1.01917993844753e-05,1.6550363352176e-06,1.01430782738003e-06,0.0170167779098548,1.24970040482688e-06,2.02478574680718e-06,2.23988397008597e-05,1.78794112881034e-06,4.51322812935003e-06,8.40602040242624e-07,3.53818698466303e-06,6.31687335836221e-06,6.55221247588469e-06,2.23982639259684e-05,9.29749632500434e-07,2.91622653380902e-07,2.4680813797568e-06,1.26427051237189e-06,5.48997990704028e-05,5.72622239987242e-06,0.000212128550909947,1.19017186298603e-06,8.78082715068602e-06,5.00355499462639e-06,2.70130835101703e-06,1.04322409186203e-05,3.20379198653607e-06,2.27369505675103e-06,5.05271582817866e-06,2.38597449313223e-06,1.43464703370677e-05,1.3672497749255e-06,5.02528254641625e-06,7.25523684402964e-06,2.92528928943732e-06,2.26564551420629e-05,2.18531383512704e-06,0.000232599998269506,3.10422254040409e-06,5.49059701850007e-06,5.95139875813055e-06,2.96499803576086e-06,5.67876088170763e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34836272617372e-07,1.07245755167765e-05,3.54645001486785e-06,1.29908948602257e-06,1.46627891847746e-06,1.26561324121136e-06,1.19949157699684e-06,1.31327182425951e-06,2.34650264030284e-05,0.000101961780514798,2.4343922334365e-06,0.00014155888706784,8.28539036409119e-07,1.23907457994331e-05,5.20221737864629e-06,2.09296625258558e-06,1.4309172377072e-05,-1687.66713631388,0
