"qua","alpha","gamma","sigma","psi","g","R0IN","quawh","qualow","rho","kappa","omega","S1_0","S2_0","S3_0","S4_0","S5_0","S6_0","S7_0","S8_0","S9_0","S10_0","S11_0","S12_0","S13_0","S14_0","S15_0","S16_0","S17_0","E1_0","E2_0","E3_0","E4_0","E5_0","E6_0","E7_0","E8_0","E9_0","E10_0","E11_0","E12_0","E13_0","E14_0","E15_0","E16_0","E17_0","I1_0","I2_0","I3_0","I4_0","I5_0","I6_0","I7_0","I8_0","I9_0","I10_0","I11_0","I12_0","I13_0","I14_0","I15_0","I16_0","I17_0","R1_0","R2_0","R3_0","R4_0","R5_0","R6_0","R7_0","R8_0","R9_0","R10_0","R11_0","R12_0","R13_0","R14_0","R15_0","R16_0","R17_0","J1_0","J2_0","J3_0","J4_0","J5_0","J6_0","J7_0","J8_0","J9_0","J10_0","J11_0","J12_0","J13_0","J14_0","J15_0","J16_0","J17_0","P1_0","P2_0","P3_0","P4_0","P5_0","P6_0","P7_0","P8_0","P9_0","P10_0","P11_0","P12_0","P13_0","P14_0","P15_0","P16_0","P17_0","loglik","loglik.se"
0.242105263157895,1,0.407762558783017,0.123547382978502,0.986790863616565,9.7,2.41526906586763,0.114642329103484,0.00666157406281908,1,4.1463875119672,0.990065261649485,0.968552777603229,0.98539179942841,0.892695863449119,0.980091432623231,0.974307138568525,0.967704294997882,0.934097197200671,0.974260889884266,0.944545155370738,0.925838914536158,0.982877830768371,0.788912508654867,0.980396164355729,0.976964005542168,0.946961146907945,0.886843048302604,0.985828193036781,1.10610174673214e-06,2.85545635617512e-05,4.55989972521433e-06,2.40340062860538e-06,3.50007150955261e-05,1.52161327153318e-06,2.16456752903609e-06,0.000115689049036068,3.82429886064561e-06,3.38867243915862e-06,1.05439440853075e-06,0.00903816752536896,4.96572613613275e-06,3.7859107105424e-06,1.31009709947693e-05,1.89186710367832e-06,5.24174778638812e-06,5.20830628643392e-07,2.67200756392666e-06,9.25321724859538e-06,5.91846261211599e-06,1.74673220559728e-05,7.97425893496126e-07,3.17843988628061e-07,9.01381009279877e-06,1.29348929056451e-06,5.25642246918463e-05,4.80144523718143e-06,0.000179361544618385,9.94140779965411e-07,2.51182765100652e-06,4.68547460049259e-06,6.59903788373396e-07,1.39100596905664e-05,2.5777783698294e-06,3.32311388905472e-06,3.8363865256697e-06,6.57117225807229e-07,2.80465929940402e-06,6.5454161979845e-06,5.80613203433028e-06,9.31928122774721e-06,1.12274746089542e-05,1.77683124820175e-05,1.79296016061647e-06,0.000166021621484562,1.88983331280466e-06,1.44148567436989e-05,5.48353219260772e-06,1.57649242983049e-06,3.6958491404195e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.84565295466506e-07,6.29033302639662e-06,1.0645142890161e-06,1.98961421788452e-06,1.01659591624632e-05,7.97413038053016e-07,2.55811273962768e-06,9.46333210555732e-07,1.69858877856255e-05,7.66203630362427e-05,4.17984080604315e-06,7.94991981279e-05,1.34913870405528e-06,1.17985561031356e-05,3.99293960341901e-06,1.26450028795229e-06,5.9595900692535e-06,-1764.13295525614,0
0.221052631578947,1,0.334717364379217,0.0839471192864056,0.94829402858028,9.7,3.27258401069561,0.0828195225276823,0.0114477189902632,1,2.54109321371432,0.973164639068276,0.978705869350604,0.97744781704835,0.953926349225207,0.980321630849581,0.970178071235153,0.95824433628687,0.942774835109058,0.978034493836895,0.940886481805636,0.866780367607854,0.984501415588613,0.753250610972036,0.955940339779207,0.988895046938948,0.978908410850037,0.891124638652663,0.965202051644282,3.10721593905052e-06,2.98542645070428e-05,4.04720220114774e-06,2.45314266904058e-06,3.87904818025664e-05,1.42381822892951e-06,8.18806404525855e-06,0.000107058969396872,6.35330731933677e-06,4.56607336158015e-06,4.90242440124183e-07,0.0116409866440351,1.86783288503784e-06,3.40601568755628e-06,2.031831149733e-05,1.89792316149484e-06,3.04769789905193e-06,7.46715153603623e-07,2.20155221929612e-06,9.58642489588106e-06,2.76652220620243e-06,1.9507514520286e-05,5.56873935087614e-07,8.34784959717127e-07,3.8576863224834e-06,1.35750577775263e-06,3.55214754602512e-05,3.65207714033011e-06,6.49642895486997e-05,6.91765673626583e-07,2.20100943664801e-06,4.85220084116883e-06,2.65316841131207e-06,9.11983546519623e-06,1.66280150993587e-06,2.98969453524062e-06,2.90762596496816e-06,1.55444394017511e-06,7.32129649611807e-06,2.20897539717509e-06,2.59708800564459e-06,3.57018301613069e-06,4.38693219727795e-06,4.00212135464634e-05,2.13646924643013e-06,0.00016592571746025,3.49351127612796e-06,9.85021335800533e-06,9.7483382290564e-07,1.56306318152175e-06,5.65863739934988e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38826383050984e-07,6.30801825017691e-06,3.95879250755479e-06,4.69338665794471e-06,8.43679182841745e-06,4.91094924200553e-07,4.96900689370793e-06,8.87814089087482e-07,3.40882416080819e-05,5.26259868071662e-05,3.72888042329453e-06,0.00011141512617059,1.3000409513844e-06,1.79533375400771e-05,5.64223778628631e-06,4.82354927402317e-06,1.50272219529797e-05,-3031.00345409388,0
0.284210526315789,1,0.334101519154561,0.0785310639366178,0.960522407124242,9.7,3.28734088556307,0.127247805377065,0.00326040672205939,1,5.82813954271076,0.990414618767591,0.949401366224215,0.980860764054475,0.910731829098102,0.958717054911181,0.984178822971451,0.989461001030578,0.952248660129137,0.982710846953336,0.96012665804929,0.868716383832503,0.970865987043859,0.842768276991929,0.959572745574919,0.977350895586913,0.965770412847533,0.931489547409839,0.983741640660691,7.70136693429664e-07,1.677859800991e-05,2.09849044235398e-06,1.65444907055124e-06,3.51248756209602e-05,5.27418830440646e-07,5.94835511944009e-06,9.32758423189369e-05,8.68482057226874e-06,5.92585344729174e-06,1.41679964733711e-06,0.0138702422319138,1.47808519026834e-06,2.28251048899109e-06,1.1286652621088e-05,2.00699223450625e-06,3.92039115117729e-06,1.22034273983844e-06,4.1677059874339e-06,9.77609693364946e-06,3.8615191702599e-06,1.03929268780013e-05,6.26114420189681e-07,6.41089769210343e-07,6.24507146614876e-06,2.33867354085097e-06,4.10365746231257e-05,3.1168914504843e-06,0.000132509070886932,2.04925425105203e-06,3.42493779487772e-06,4.73356618876305e-06,2.80182765567609e-06,1.30844439030329e-05,4.74868008561745e-06,1.23567433803593e-06,4.23063479709053e-06,1.95196078878329e-06,5.51699487575088e-06,4.77417149231956e-06,4.00542885523684e-06,5.52479431511378e-06,7.83963958679215e-06,1.33260547207427e-05,2.46439117564691e-06,0.000150742150400829,3.88812771007948e-06,9.70312337422003e-06,5.00549589875007e-06,3.29214454584079e-06,7.12734508225664e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0344436691488e-07,9.88674967427502e-06,8.72504429004152e-07,1.62255637105932e-06,3.36752590002533e-06,2.36361769719086e-07,1.19156037418215e-06,1.23197654730974e-06,3.25754284977779e-05,5.48771040656655e-05,2.13487299064131e-06,9.7906117752443e-05,1.0924458248914e-06,1.15230126043509e-05,7.06708928119742e-06,3.1844209258623e-06,1.73099729721572e-05,-3642.09825538318,0
0.242105263157895,1,0.335544356810145,0.146670078445251,0.966267613497101,9.7,2.54075238930076,0.122139488322769,0.00720427274736487,1,6.17451487281329,0.975583149034318,0.955688349876006,0.968445187700249,0.970518353425114,0.960903883029917,0.970949568497357,0.983504815084005,0.971133951819874,0.977893220426126,0.947213899794307,0.922444118218958,0.979822613737829,0.886162593476037,0.959822943381965,0.970032809440332,0.954564050979004,0.917120164560939,0.969239673786308,9.21864607926185e-07,1.35184302865784e-05,5.67264059657184e-06,1.61623103046337e-06,3.46199934852109e-05,7.52039835329747e-07,1.75597173723125e-06,4.91876873577126e-05,2.94788080608344e-06,4.08364678751679e-06,8.37705083388564e-07,0.00880447060073374,3.29391646123852e-06,9.82553189357874e-07,1.38773530965593e-05,5.42318934149365e-07,1.80543430621854e-06,5.3911790189891e-07,1.30473969293874e-06,9.77606831068901e-06,4.17070802939638e-06,1.14195471003248e-05,5.24671136936825e-07,6.86494525748346e-07,9.63129718874975e-06,1.85130088124771e-06,3.71513123264731e-05,2.61733836622316e-06,0.000154532016470949,5.05323944155319e-07,4.33519961743502e-06,2.41959585437298e-06,1.82702244205577e-06,1.46643363406132e-05,1.5923675987509e-06,1.03036203103491e-06,3.48087786637482e-06,6.56963733685909e-07,4.48068261968858e-06,6.3289259750204e-06,2.59261811635941e-06,3.92839763818298e-06,7.97189650034864e-06,1.1813689045039e-05,3.41315436754569e-06,0.000532908494911896,1.75832867697785e-06,9.76907182874396e-06,1.82315666791789e-06,1.70035287359399e-06,9.12562204651141e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.60669886885852e-07,3.20221818157334e-06,1.88070350861628e-06,3.21204647328647e-06,6.01248699938567e-06,6.17648337159386e-07,3.01682931453603e-06,1.09662243669031e-06,2.8916759184506e-05,5.42802600958207e-05,9.4329259441592e-07,7.70524166934767e-05,1.44462638319407e-06,1.83148489595269e-05,3.84173106010345e-06,3.64531374045348e-06,2.18369340250359e-05,-2998.29316286905,0
0.326315789473684,1,0.333077175641839,0.0886061979157151,0.931783094162852,9.7,2.64396763029071,0.148705394217383,0.00235138643476734,1,1.48610186624044,0.93836588410202,0.973479526214834,0.983000010948454,0.932100797332132,0.926740660856396,0.976759774147224,0.974289619748445,0.956258486112697,0.986425204000733,0.971142170723203,0.893693365271366,0.964017474648814,0.788728654049033,0.980667716840181,0.969264016296929,0.965137961018557,0.885754833905961,0.95822232680672,9.06240231188542e-07,2.09942413816234e-05,2.76257554531858e-06,2.98971976631383e-06,4.7645668050326e-05,1.45455171570154e-06,7.58461757895157e-06,3.31076866443704e-05,9.84425931014936e-06,6.26973222394686e-06,9.76381678409147e-07,0.0153513394875564,7.60330882674722e-07,2.13354002429211e-06,1.36065024018026e-05,2.38291247346035e-06,1.2684596328857e-06,7.22582977201158e-07,3.39210729778615e-06,8.70172179637222e-06,3.24044332314013e-06,1.80550847409266e-05,4.13435379789205e-07,1.48261315260989e-06,8.98434649716714e-06,1.46082143527145e-06,4.67735837270349e-05,4.41340373469843e-06,0.000195884493487378,1.80713421226207e-06,4.17669724644678e-06,2.4347929886917e-06,2.1409392241359e-06,1.27621818157264e-05,1.26120709528568e-06,2.50222369234447e-06,6.75004881148628e-06,2.15756509818093e-06,4.2621246192591e-06,5.24510697366695e-06,1.7915098146611e-06,2.0747074163442e-06,9.83224336996345e-06,2.25628029930976e-05,2.19753415980952e-06,0.00059482501746183,4.10603454970253e-06,6.70734806634233e-06,2.72501964128084e-06,4.36646982656071e-06,6.61759616928494e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.99679344387102e-07,9.58740781076657e-06,1.97246216471683e-06,4.08492726754008e-06,6.32699446803956e-06,8.27368350609205e-07,5.49134840287753e-06,6.29878620792943e-07,1.38723947791272e-05,6.55572639871177e-05,2.5234134070766e-06,7.60186309396964e-05,1.62944167802023e-06,2.15745000903977e-05,6.66310447033848e-06,1.54487855041458e-06,8.75386086522225e-06,-3594.77986468405,0
0.2,1,0.337300201106528,0.207902463431637,0.977308324311979,9.7,2.28785488401255,0.124933110177661,0.00363999606995489,1,5.63612612462303,0.911360219762804,0.955764310840752,0.96544995378454,0.900688899188875,0.965325831783646,0.960902793091751,0.977089654939741,0.93388713270903,0.97362590315268,0.960282604631542,0.864497064749791,0.988689105768921,0.774245487758623,0.970975660217879,0.991011569729277,0.980535833269257,0.912131073565024,0.990158372651425,3.32251455313063e-06,1.6907919553405e-05,6.50142990709067e-06,2.36985782440836e-06,5.40426012806989e-05,1.88041056161474e-06,8.33021565527146e-06,4.85564083862709e-05,7.71976430782421e-06,5.61625335046471e-06,1.0711443653736e-06,0.0150157045545544,8.21161774870002e-07,1.75219144300937e-06,9.35164343253162e-06,2.23193202108037e-06,1.99271536542723e-06,3.45332794640832e-07,1.4463765688548e-06,9.28302223085673e-06,4.85592801545389e-06,2.40091523710157e-05,9.52029514661495e-07,3.48307751871148e-07,4.45461533438976e-06,9.10681508826069e-07,7.97701589471549e-05,3.61329977875401e-06,0.000192649871713631,6.65767509638555e-07,4.84842542081359e-06,2.98711255989283e-06,2.33425976977048e-06,1.21721330164545e-05,2.09248984322461e-06,5.46930430621362e-07,3.13513237455394e-06,1.48619570167355e-06,9.09404861585119e-06,3.92509026627161e-06,5.79772716445192e-06,7.84103554328753e-06,4.84274660308341e-06,1.31433848850412e-05,3.1560791240281e-06,0.000555098232079534,3.58823498175034e-06,7.72277309902431e-06,5.39258029171514e-06,2.77896138635088e-06,4.57055939917538e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97255739546237e-07,4.77685814031613e-06,2.30823383480724e-06,1.25142390722149e-06,1.15232559482733e-05,3.63553146868644e-07,2.86311558325961e-06,8.56533059730822e-07,2.03494920751782e-05,7.36853563238537e-05,1.78293099661432e-06,0.000126037304362599,4.4648845989088e-07,1.47532742674772e-05,7.22375141997712e-06,1.13599131381215e-06,1.22128603285333e-05,-3672.85704356459,0
0.284210526315789,1,0.335716405991039,0.0861414893496252,0.988723003835831,9.7,2.86941666238257,0.120287865548263,0.00377799331787691,1,4.07340104716728,0.897327577978509,0.980807396238758,0.98618796725413,0.897962817479046,0.967975719767141,0.974079353751097,0.958702518082218,0.95899317489219,0.967197155929316,0.94993685943794,0.87682610216429,0.99266789019896,0.689798919536333,0.952201372758485,0.978917444515785,0.96050071031465,0.955099876346948,0.978507045912723,2.10974367956946e-06,1.88006567995603e-05,5.02407782962871e-06,4.25034724342852e-06,2.24514324446791e-05,1.43526169018193e-06,5.46334214729328e-06,6.91054905270688e-05,6.9587844859122e-06,3.21612579354954e-06,1.23463127846703e-06,0.0131559037085696,2.18826225614272e-06,1.59956027007227e-06,1.45173028563653e-05,1.93118691280039e-06,8.37431174358373e-06,6.77052149941998e-07,2.23832228840215e-06,3.83273670028477e-06,2.83349390260572e-06,1.9589201606467e-05,8.61391424677011e-07,7.21995365228715e-07,8.06147665585729e-06,1.61356491402283e-06,5.40718220183122e-05,3.63105776367702e-06,4.68843708879118e-05,9.43830713274688e-07,5.22586838919591e-06,2.97584795029454e-06,2.62759819293817e-06,1.6288837005951e-05,4.63142667586967e-06,2.50231584952521e-06,4.1743545069236e-06,1.27855844360168e-06,1.40118187783381e-05,4.24502434916984e-06,3.88591560253495e-06,8.77347532833191e-06,1.1965559699118e-05,2.63579102259944e-05,1.43261399508201e-06,0.000304369643869856,5.2274621639564e-06,4.39525778003707e-06,7.10721666543394e-06,1.48244101745929e-06,6.20762701110542e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62152806840043e-07,1.3564028563199e-05,1.04820024419677e-06,1.98991667801239e-06,6.6406266776789e-06,7.66139872238791e-07,1.81163894274147e-06,5.57245967022991e-07,4.9420537379619e-05,8.16547141854293e-05,2.38032519908542e-06,4.93783311304444e-05,4.34617351979335e-07,1.30266373134192e-05,6.52629061083683e-06,4.47293339955867e-06,1.83040907382777e-05,-3623.36112762654,0
0.2,1,0.50142309794716,0.0791866843729453,0.957706123987273,9.7,3.07562974920138,0.0790951695621241,0.0115855901665375,1,39.175628579381,0.962395991017559,0.965977575577408,0.985851076078996,0.929562453768874,0.961889686910214,0.983715001183706,0.987784004281689,0.965765945139703,0.967715252283072,0.959507028378171,0.929385965589388,0.974119207292771,0.827054282544815,0.973945504350593,0.981262140688733,0.969932697922121,0.954456511343219,0.973521683578335,1.76264067815909e-06,1.9997475230133e-05,1.80233291776862e-06,3.69710754701383e-06,7.26646491968777e-05,5.95364834153159e-07,4.91223834854591e-06,4.69082801582943e-05,3.37101077877905e-06,3.01505805007377e-06,1.09753225608442e-06,0.0126960122370709,4.40229453264846e-06,1.48177341817488e-06,1.55187077250095e-05,9.03261728810441e-07,8.23501045946615e-06,1.02838805721999e-06,5.61748612903164e-06,5.60371785854442e-06,5.56450832958745e-06,1.48905051899351e-05,9.24665041285323e-07,4.10850274593882e-07,9.0908605807128e-06,8.59373395271002e-07,4.35448814069977e-05,5.97555647518279e-06,0.000193898561257356,1.26066758358463e-06,4.62987525886143e-06,3.7429997100337e-06,1.69296675875272e-06,1.23287389748807e-05,2.93545462544082e-06,1.45303339700444e-06,7.73286022006085e-06,3.33842475079954e-06,1.61178216835281e-05,7.1444188728622e-06,4.61563714744732e-06,6.14905734141314e-06,7.24797080981665e-06,2.20750162151967e-05,4.72420312971747e-06,0.000378137834384902,2.15756012831687e-06,7.74883794318435e-06,2.99828016914184e-06,3.50059179306418e-06,4.45148947462495e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.23561465072186e-07,1.4922968185959e-05,1.86889589806565e-06,2.83627176079606e-06,2.70816265904833e-06,1.67613155502412e-07,1.47542363468456e-06,3.83755964393282e-07,2.7371941105931e-05,6.35590391609682e-05,1.78795459877471e-06,5.42586725606471e-05,4.3550526449212e-07,1.36266807638484e-05,2.53245636823958e-06,2.02768913890307e-06,5.29564338465853e-06,-4253.7754967339,0
0.284210526315789,1,0.499233891641956,0.0705334707109411,0.941842493034881,9.7,3.34363435553141,0.15011745638021,0.00255190890427198,1,6.42157473077799,0.965903411177237,0.959131319221746,0.961646433897306,0.976194109066838,0.984778983574225,0.99195546089748,0.970033119156782,0.975996124519613,0.960260719290305,0.937722927533249,0.913186540855771,0.98007922294588,0.773248935429611,0.971299097111364,0.980597745438284,0.952503449091407,0.962629449179463,0.971305633223737,2.76462745561014e-06,1.97011203370108e-05,4.59505393397497e-06,3.00437474157773e-06,6.60402361305166e-05,1.52557582789119e-06,1.61165171864644e-06,5.5777023933427e-05,4.37639757185448e-06,3.24382628990747e-06,6.77105635435607e-07,0.00880581519701055,2.76052702724569e-06,7.43831598904804e-07,1.86103410967528e-05,5.75724849945362e-07,9.54900560298488e-06,5.3672186885554e-07,2.19369773533683e-06,6.83193458428383e-06,7.26646354210277e-06,1.51917634022602e-05,4.13542668399348e-07,1.51597989053823e-06,2.61027981943372e-06,2.03825491955333e-06,3.04584983147911e-05,6.54405826215518e-06,0.000228770488895863,1.0818644602792e-06,6.19703312604873e-06,1.96533863556153e-06,1.36580778386959e-06,8.07083611153973e-06,2.41896720001729e-06,2.40438807483e-06,3.37267515711979e-06,8.38144311888696e-07,1.30911506990607e-05,9.3015377156382e-06,2.20549417221284e-06,2.31827201305432e-06,4.8138034503454e-06,3.01284641401827e-05,1.54982985405353e-06,0.000351490399622624,3.31326523078892e-06,4.30867120378752e-06,1.24318065278084e-06,1.65887690811144e-06,5.02992935000288e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98436881986518e-07,1.56122482666398e-05,1.74560978516882e-06,3.95025340643047e-06,8.04712082714226e-06,5.00315313683301e-07,3.7394444074126e-06,5.02369816061098e-07,1.83901415323674e-05,8.04791053546721e-05,9.93096572913914e-07,0.000192664378919482,1.50852431051922e-06,1.76567359631758e-05,3.24860746563374e-06,2.24343957990463e-06,5.00774697883774e-06,-3658.48406363823,0
0.221052631578947,1,0.496936014372421,0.14348727609803,0.985089981781259,9.7,2.14079350275513,0.124907582168019,0.00617531240953747,1,1.18913312487579,0.73832613316378,0.956569984520521,0.964448182912798,0.936877092978937,0.924594346998781,0.989402001231902,0.987497566595956,0.961826944758721,0.953321947500049,0.981122565426084,0.906450249735991,0.976262113207092,0.90839974880388,0.951753168911738,0.981223958656931,0.969656476522647,0.948160018385383,0.95738934829936,1.99548985171351e-06,1.22238508590651e-05,3.40791221691466e-06,4.12755315233898e-06,1.96729818054898e-05,2.62925857737022e-06,5.70846337663856e-06,4.43733673492548e-05,6.85163381008629e-06,2.19973725488688e-06,8.7342191259658e-07,0.0134553644204018,2.25762389236897e-06,2.33751771392367e-06,8.59065189466582e-06,2.81706965072855e-06,9.0924498797612e-06,1.02309546348743e-06,3.82305749267816e-06,4.36634630225683e-06,2.73948686698904e-06,2.76878665818768e-05,6.38207952189614e-07,6.33549064012355e-07,4.90916873158769e-06,2.27757235511764e-06,3.4035533828663e-05,4.45063831742773e-06,0.00010463794625074,2.07179667530716e-06,5.85180487925946e-06,1.50566487658625e-06,2.08312227833446e-06,7.08288147154783e-06,1.87693751787809e-06,1.89350394117988e-06,5.12571315538809e-06,1.66996175792678e-06,1.02004835552596e-05,2.2973674295521e-06,2.70252411740984e-06,4.08009895629041e-06,5.01421270232526e-06,1.40531919914836e-05,3.38223586548956e-06,0.000499050351845576,4.86977392057185e-06,7.61972256161131e-06,4.3704318889849e-06,2.57172986924743e-06,6.24659907356083e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45259835954306e-07,1.26921275220936e-05,3.13162598735174e-06,4.13153215024565e-06,3.5964409326431e-06,2.91419417372946e-07,5.85681672736431e-06,4.84916496956309e-07,4.67943698166919e-05,8.78771566718209e-05,2.2306814250625e-06,0.000110725871005828,1.87626224581886e-06,1.75179901058487e-05,4.93553916247796e-06,3.0917014438821e-06,1.79515711155906e-05,-3623.3580251962,0
