"R0IN","alpha","gamma","sigma","psi","g","qua","quawh","qualow","rho","kappa","omega","S1_0","S2_0","S3_0","S4_0","S5_0","S6_0","S7_0","S8_0","S9_0","S10_0","S11_0","S12_0","S13_0","S14_0","S15_0","S16_0","S17_0","E1_0","E2_0","E3_0","E4_0","E5_0","E6_0","E7_0","E8_0","E9_0","E10_0","E11_0","E12_0","E13_0","E14_0","E15_0","E16_0","E17_0","I1_0","I2_0","I3_0","I4_0","I5_0","I6_0","I7_0","I8_0","I9_0","I10_0","I11_0","I12_0","I13_0","I14_0","I15_0","I16_0","I17_0","R1_0","R2_0","R3_0","R4_0","R5_0","R6_0","R7_0","R8_0","R9_0","R10_0","R11_0","R12_0","R13_0","R14_0","R15_0","R16_0","R17_0","J1_0","J2_0","J3_0","J4_0","J5_0","J6_0","J7_0","J8_0","J9_0","J10_0","J11_0","J12_0","J13_0","J14_0","J15_0","J16_0","J17_0","P1_0","P2_0","P3_0","P4_0","P5_0","P6_0","P7_0","P8_0","P9_0","P10_0","P11_0","P12_0","P13_0","P14_0","P15_0","P16_0","P17_0","loglik","loglik.se"
1.21052631578947,1,0.316962519794137,0.156636314119363,0.941639094686079,9.7,0.48947665511348,0.271985831418106,0.000171963714075869,1,0.397319304759056,0.971114267694302,0.975443853884544,0.975902428041858,0.936508010407445,0.933604454509554,0.9765147403678,0.977211692878333,0.961634843117719,0.990111537333378,0.973772107752104,0.899312430684379,0.968834149998597,0.775832293511728,0.970149893430689,0.971600288050949,0.964376770878618,0.881416728522461,0.960896376154772,6.66400353025385e-07,2.51014917014815e-05,2.45149910009813e-06,4.02127383505421e-06,6.95349922341743e-05,7.7746370615912e-07,5.55487715959328e-06,2.79982016189858e-05,7.70464196702181e-06,6.27800756446499e-06,8.95984697131154e-07,0.0279449447442983,7.44893930803007e-07,2.86754168961405e-06,1.41247026296823e-05,2.36919534827339e-06,1.35427554487083e-06,5.62646620379904e-07,3.76737879414093e-06,7.08168780751917e-06,4.94669080823758e-06,1.75299627425069e-05,3.60350288453057e-07,1.27986203620584e-06,8.95996778971289e-06,1.44242218771474e-06,4.67856742848646e-05,3.26832968084638e-06,0.000270115412743715,1.69103410202356e-06,4.37797943818883e-06,2.51791949733256e-06,1.85405559018276e-06,2.1429654639046e-05,1.01653764662063e-06,1.98626930770956e-06,8.48786893234987e-06,2.48252398708651e-06,4.78428237351599e-06,4.007892130882e-06,2.19465547742161e-06,1.83740035442236e-06,1.31845269284672e-05,2.02699004464096e-05,2.61692411653877e-06,0.00044360992533874,2.74226447308714e-06,7.47947327273358e-06,1.97877618438092e-06,3.93872183526954e-06,5.43714459073084e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.22804388218038e-07,1.21778351995783e-05,1.7889325705411e-06,3.87208999904445e-06,5.59029260412072e-06,8.15807955181714e-07,5.48600634012371e-06,6.03349119931313e-07,1.53503276541528e-05,8.08277792459004e-05,1.73777605550352e-06,7.82927930127306e-05,2.01362564932415e-06,1.46568855509468e-05,7.75737412991636e-06,1.15079776738357e-06,1.12854343900404e-05,-1690.61701326427,0
1.52631578947368,1,0.332837261184999,0.174186522230318,0.85776052490832,9.7,0.473360438049826,0.281873948595034,0.000160698347701686,1,0.838513229827073,0.876191023303118,0.963414822653501,0.965431330440477,0.951096256282016,0.936974926750878,0.988125427410503,0.984961680630967,0.957920667438114,0.949051147263628,0.983544381753895,0.888534573837491,0.969623526429856,0.90536417243635,0.961445878765233,0.982380522290089,0.971993834898805,0.94312018910294,0.957627677226542,2.49965290480114e-06,2.12620339396863e-05,1.99824166590496e-06,4.43472814993601e-06,1.30589129171944e-05,2.21415401645363e-06,5.99736294985871e-06,4.87637289754543e-05,7.94090899697398e-06,1.81684790572249e-06,9.58691142737625e-07,0.0253804765915202,2.65538090951025e-06,2.14752580455975e-06,7.76065286209467e-06,2.12109211206994e-06,8.30561505642724e-06,1.46444140881454e-06,4.66392280557838e-06,4.45233226716674e-06,3.06563010641247e-06,2.37442844756158e-05,7.1041279405957e-07,8.7555308737513e-07,5.55543837557015e-06,2.34398264062934e-06,4.3417143118821e-05,3.51176256513461e-06,8.56700622594307e-05,1.6679805948976e-06,4.97847272193117e-06,2.29010939105126e-06,2.57700519733384e-06,9.1077677564698e-06,1.979868288555e-06,1.4560379283046e-06,6.99080381510794e-06,1.72609663940943e-06,1.16978478643124e-05,1.60049459258281e-06,3.67066436351723e-06,2.74793186526866e-06,6.16028128127658e-06,1.19520136389328e-05,3.97965680971815e-06,0.000557564764122716,3.9693025816889e-06,4.59939778152062e-06,3.64659857224034e-06,2.33305940673069e-06,8.36722918621304e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65986564411564e-07,1.41462238354946e-05,2.40827734856386e-06,4.26944326824304e-06,3.97266459750803e-06,3.71970744848934e-07,5.52972930315523e-06,5.20014378257374e-07,4.41399641658074e-05,8.295819577197e-05,2.22629362283493e-06,0.000116094531180343,2.55513441249408e-06,1.61681651738034e-05,7.20905654258327e-06,2.66424223039583e-06,1.78780197693351e-05,-2318.11504350378,0
1.10526315789474,1,0.314099218605854,0.152224052243368,0.963818161847466,9.7,0.50334203487931,0.282753457928859,0.000133273215033777,1,0.200955405279851,0.994793423845633,0.953884508511949,0.953847900473379,0.949143265936338,0.936285622274766,0.960663446925671,0.975346992446095,0.930385345456544,0.984249812742102,0.98571270616037,0.963798901955487,0.977300579454533,0.798099926537165,0.979483479542895,0.990560499130059,0.948422731201148,0.891808110576195,0.9640574014232,2.15052496671118e-06,1.38148056317594e-05,3.71734682012714e-06,2.70106286914855e-06,4.63111432751496e-05,2.99290444962252e-06,3.78175544285324e-06,0.000123281369430363,6.35889048917799e-06,5.37065450795603e-06,3.32181791611851e-07,0.0321299393711688,3.86750664337807e-06,3.31680593654067e-06,1.01088027242565e-05,1.53189952237168e-06,3.32203417599652e-06,1.08332099239113e-06,6.38961332594618e-06,7.3416152555659e-06,4.54849705717736e-06,2.17429050297387e-05,2.957345616941e-07,9.35109882497968e-07,5.69495582719265e-06,7.58695242493902e-07,2.73466190339856e-05,4.30380233516121e-06,0.000184126508307143,1.5161421925839e-06,2.80961765568209e-06,5.99090869259236e-06,1.24088299457608e-06,8.54842840306836e-06,2.06925367623419e-06,1.44562747866302e-06,6.00644592867629e-06,2.46586689209093e-06,8.6849426419696e-06,8.52508335490501e-06,1.50253813636531e-06,4.06363172042345e-06,4.86218633371001e-06,1.36714646071469e-05,3.11710314761954e-06,0.000188934667602683,3.57715035302383e-06,7.07996903049832e-06,3.20956305205121e-06,2.62025767222981e-06,3.97020074277968e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60414839182795e-07,7.50111020202473e-06,2.10579662886476e-06,4.87996755190474e-06,3.1821460907706e-06,2.50945233677707e-07,4.80139848881499e-06,9.70077098209832e-07,3.51669084591625e-05,5.92504253079674e-05,3.7749102718252e-06,0.000154608264289128,1.12236759363014e-06,1.94227249112434e-05,6.75035703896378e-06,1.39317756536112e-06,8.6935909112692e-06,-1694.92055161556,0
1.31578947368421,1,0.474271464094871,0.116514598133686,0.980616119891441,9.7,0.475785290278423,0.257313609848121,0.00019112930762478,1,0.736359445020802,0.989880568924598,0.962479580446457,0.981232140873283,0.976956907394606,0.952864136714588,0.967091022109667,0.989410926776294,0.96655303166709,0.97989612445124,0.951627252132472,0.926056623828932,0.984367536668574,0.850524621755845,0.964108378615145,0.969897055985227,0.943762902783536,0.919615592689729,0.969189371400195,1.04344177386486e-06,1.6604233814126e-05,4.88368916388308e-06,1.64752239526378e-06,3.40934937787421e-05,8.17122084434167e-07,1.58125192200649e-06,4.72544790289172e-05,2.81774981316914e-06,4.881225155816e-06,6.78775384416628e-07,0.0269975079829359,3.46919626470304e-06,1.03161040498603e-06,1.13678646514716e-05,4.93887408473192e-07,1.69565135214973e-06,5.53585216492408e-07,1.57960092010572e-06,1.24297445044165e-05,4.73539376588062e-06,1.0258888573253e-05,6.13166866736132e-07,1.01462155982027e-06,6.58033020221722e-06,2.50000793699976e-06,3.49079514159563e-05,2.94597755957285e-06,0.000100433468173804,5.35946983526689e-07,4.36522154153526e-06,2.08965976802175e-06,2.42140902910759e-06,1.20552977764996e-05,1.01007607328847e-06,8.22694740495721e-07,1.96256955575401e-06,7.02768315011123e-07,6.50468270653121e-06,6.41949617621788e-06,3.06288522798825e-06,3.42337888513e-06,8.87554092271567e-06,2.00789818702714e-05,3.71780310072481e-06,0.000598556534528863,2.47343473810063e-06,1.20928527831058e-05,1.77150618889169e-06,2.34320158509302e-06,1.15959660379955e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0353279229715e-07,4.46740525819539e-06,1.60365526527333e-06,3.64963533457422e-06,6.61303610216176e-06,5.95803323628508e-07,2.19189420007909e-06,6.3834448002101e-07,4.13737561256888e-05,7.74205674657981e-05,1.01753603253242e-06,9.71482237952776e-05,2.42974629501571e-06,1.96700183261035e-05,3.24477733930392e-06,2.81731466507107e-06,2.52281339101395e-05,-1696.24650208552,0
1.42105263157895,1,0.323031620623422,0.142190960879005,0.986201378922805,9.7,0.471093747491792,0.253542353326584,0.000261193517316318,1,0.533237089186234,0.965600930530438,0.963617845211941,0.979034444561606,0.915553996768386,0.956612029100149,0.984889400742679,0.979964451197112,0.969500590306246,0.945812540976855,0.969157651675335,0.93406887662093,0.981323406459279,0.841607905610644,0.960027817099829,0.977601431931997,0.955064619342921,0.954804768794638,0.976512099241616,1.71639449920567e-06,2.32178311545231e-05,1.37390193004538e-06,2.92590869999844e-06,7.87556959433494e-05,6.81776841102414e-07,4.1426536725023e-06,6.01979434085268e-05,2.85861769963837e-06,2.6716618228553e-06,9.79338226943919e-07,0.0236363974609297,3.35478334793276e-06,1.20438133723935e-06,1.10868239061161e-05,8.65480507528887e-07,9.89861582234985e-06,9.22550316786835e-07,3.96207936526092e-06,6.04875106113591e-06,4.48051157526039e-06,1.48624690959045e-05,9.1108941634524e-07,3.84691339449995e-07,7.69555862640925e-06,9.93778237221071e-07,4.3932472711738e-05,5.85383270325091e-06,0.000182582647737958,1.5831515569853e-06,4.23075775733899e-06,4.57840642092235e-06,1.60395017774176e-06,1.26333544821125e-05,2.93393399645733e-06,1.80566289978946e-06,5.42025232885307e-06,2.3229912892837e-06,1.32789215935944e-05,1.23642844454175e-05,4.31436015094448e-06,5.49673155531564e-06,8.07400948954552e-06,1.6654661851867e-05,2.12595942052435e-06,0.00051055108634579,2.16501804389418e-06,6.21155738358144e-06,3.19777309046713e-06,3.19126458342802e-06,3.38522755329129e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.72066849887252e-07,1.67115607742905e-05,1.39087264208143e-06,1.64587814919542e-06,2.42773188411209e-06,2.51677423554987e-07,2.16401767650512e-06,4.75438038283474e-07,2.63521189792364e-05,0.000107104839397461,1.50942411535609e-06,5.37469158271597e-05,6.33874709257711e-07,1.15122783691026e-05,2.21177457804978e-06,2.00887397439525e-06,4.18922040298573e-06,-1694.48645876887,0
1.42105263157895,1,0.333171638690384,0.106659211096749,0.957962477356103,9.7,0.486625340214392,0.247338339507691,0.000241297768455627,1,1.07851470196194,0.979836212469517,0.971923452890251,0.978296166571786,0.957836800990258,0.931649665185406,0.986273750088825,0.960775189852365,0.93290679969375,0.953622701626144,0.975566654946752,0.948931287511408,0.970889673259945,0.697872339880201,0.950820501916797,0.976555798577678,0.962825323146723,0.93759835116082,0.975719268382792,1.57758254066704e-06,2.51180432042201e-05,3.29200824739427e-06,3.74806064872369e-06,2.50545523122768e-05,1.04197796734431e-06,4.46129298286205e-06,0.000110073623350624,2.54043226475706e-06,2.36878462222858e-06,3.8368715220431e-07,0.0282466201391711,3.3976558138599e-06,2.53755795248653e-06,2.0850453841599e-05,1.14148964303661e-06,5.07877796998074e-06,9.77486265013598e-07,3.69890291136825e-06,4.06978448516879e-06,2.14146992622583e-06,1.38586874828445e-05,9.343555851815e-07,8.75343746529748e-07,9.40292277723489e-06,1.53409937032501e-06,4.26152891443544e-05,1.45972514254896e-06,8.31878281065576e-05,1.36582598088e-06,6.35440008424145e-06,7.06751685638377e-06,1.57833730515535e-06,1.6009907651166e-05,1.76451346996514e-06,1.79766614457962e-06,8.27418100864672e-06,2.61087556198244e-06,1.79462452028957e-05,8.8325150178943e-06,2.40827131414351e-06,3.32069969382685e-06,1.18140977667472e-05,2.4310725549458e-05,2.25426685123813e-06,0.000220390785281119,2.33272004143457e-06,5.50510308757533e-06,2.5762790168627e-06,4.36071426917408e-06,1.22073591090399e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8141732281985e-07,1.16065270090844e-05,1.60998537779276e-06,4.19845249081814e-06,6.81239427800281e-06,9.18761076687653e-07,4.71969243983454e-06,1.3943401353028e-06,5.54755638050147e-05,9.14333346655285e-05,3.13467965007985e-06,6.15140351099344e-05,1.70040218766372e-06,1.42574470274948e-05,4.19226682302949e-06,3.36685279572054e-06,1.64459761655259e-05,-1701.9957650556,0
1.21052631578947,1,0.33395537207245,0.181863182059037,0.944653199149009,9.7,0.487069544748608,0.282336562410707,0.000121610790195692,1,0.523005935896267,0.998519987749095,0.965561100574488,0.94733807422596,0.914088290825522,0.931839399188465,0.987360728929695,0.966379357936944,0.926216066410989,0.960214819808196,0.975279124611561,0.850581878870876,0.969281763662728,0.656010669742799,0.978485424768832,0.98558458752882,0.969114758699239,0.970515523731864,0.988267624329262,1.96812870586078e-06,1.99936918947085e-05,2.41249005458894e-06,3.00137724965844e-06,5.56225070395419e-05,1.90102723652985e-06,4.64980996447452e-06,8.84216212086704e-05,4.5922604751431e-06,1.59498830493472e-06,1.71302157472439e-06,0.0248077006071266,1.09077530963815e-06,1.9665560172619e-06,2.20402852624541e-05,1.64373718024848e-06,6.55159842822752e-06,8.43554386447347e-07,4.08048650730953e-06,6.38016077720285e-06,6.247453269678e-06,1.97494844450231e-05,8.54527354948407e-07,3.6112874590889e-07,2.21328616927687e-06,1.26847257066501e-06,5.02445734665125e-05,5.87042026379121e-06,0.000224591062723688,1.47703332920798e-06,8.59052555826723e-06,4.74637335436959e-06,2.308892321072e-06,1.13686462524934e-05,2.5377066635602e-06,1.76897014451309e-06,4.74900311994811e-06,1.95935606940577e-06,1.10978250248024e-05,1.4303175617294e-06,6.45508644302142e-06,6.82036237243842e-06,2.69136633554095e-06,3.01626230953954e-05,1.85398826310538e-06,0.000224877061979088,4.21956172662411e-06,6.81663910430632e-06,4.16586756844908e-06,3.45449524046942e-06,4.85020701093818e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60733116704365e-07,1.22060688622186e-05,2.74095904052171e-06,9.80013185240223e-07,1.58088687523489e-06,9.69802486846336e-07,1.20850571927914e-06,1.24713791868184e-06,2.02137450152458e-05,0.00011386499769096,2.99316485042396e-06,0.000139182080161188,9.27225279445401e-07,1.26566466309363e-05,5.72555166152863e-06,2.82223832984631e-06,1.29721654693591e-05,-2327.15174403392,0
1.31578947368421,1,0.251854939152027,0.155693402309328,0.917705511795642,9.7,0.522857387799534,0.276732216540753,0.000177751507625984,1,0.566561258392366,0.966917452605062,0.975996393846667,0.960511993843966,0.913994760765836,0.921976112941528,0.967165864463875,0.95193202344922,0.970891817553922,0.985001210313188,0.964293784429973,0.921115838158784,0.977395466951875,0.723264205032478,0.952235158675055,0.990163651937091,0.939170758097546,0.901348146083785,0.988197170048851,3.58230216350588e-06,2.38516765236599e-05,1.78394027181749e-06,2.58409855087806e-06,3.80063541023055e-05,1.82069472757613e-06,3.35098670765884e-06,3.6075656851028e-05,8.5685571471498e-06,6.42012216841544e-06,1.04480434100457e-06,0.0260304316991078,3.61652478772993e-06,1.3709230939773e-06,1.87574129584607e-05,6.69971892984843e-07,3.01436128594004e-06,8.66643959281834e-07,2.93030230040825e-06,1.18123519994188e-05,4.07652143983083e-06,2.45328289859825e-05,8.61357837936788e-07,5.81630889745466e-07,4.2349937966348e-06,1.91330191506264e-06,7.79054784285756e-05,2.38183768090935e-06,6.32725486872933e-05,1.86772213823234e-06,4.11980697648599e-06,3.04631684976167e-06,1.55540654785848e-06,1.12474526596281e-05,2.68983026389356e-06,1.97286943273477e-06,5.24128923633506e-06,2.06579480782276e-06,5.33552028182798e-06,1.01502367104129e-05,5.60748351228666e-06,7.90532503670061e-06,3.38831492921071e-06,2.79536614097295e-05,2.68822791880807e-06,0.00051120024170662,1.23672497952035e-06,1.43240283156874e-05,3.68844800773799e-06,4.46674057086414e-06,7.75791718577633e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98189958827133e-07,9.58704985652263e-06,3.37539306614938e-06,9.78998174114716e-07,1.89501151525402e-06,8.33845746288489e-07,1.87647343302131e-06,5.54970612260827e-07,3.48116358303251e-05,7.97690642810669e-05,1.57615790003056e-06,0.000104444577500607,6.80167841787654e-07,1.22617224412862e-05,2.19087626758507e-06,3.94437240799454e-06,3.18936183944639e-05,-2307.54884506776,0
1,1,0.335002491707712,0.115532421820781,0.995276955152958,9.7,0.527178689441235,0.26283630580911,0.000147646128879891,1,0.331824962794391,0.992075342851469,0.949315013815183,0.960352242145438,0.946136657144296,0.943373267336448,0.991142585932689,0.986468819691354,0.963222521136757,0.943273386662351,0.981004559824534,0.895807444773101,0.968757089985855,0.909647003214876,0.96670965627234,0.983882037728982,0.975382367618737,0.922760798520848,0.96899559547099,3.52105881076737e-06,1.93345615825617e-05,2.52871377241704e-06,4.92007391418393e-06,2.24389486886367e-05,2.43914856323314e-06,6.60495695537246e-06,6.83996786276887e-05,8.58151958834482e-06,1.62349058064606e-06,1.0470143141596e-06,0.0489437157415801,2.29912511876427e-06,2.06020005231814e-06,1.10719941564474e-05,2.311857766614e-06,8.7953190694537e-06,7.81414025592721e-07,5.26082631922957e-06,3.91192318995177e-06,2.40997191435013e-06,3.76075925511447e-05,5.29731999765646e-07,7.61748538592941e-07,5.22989275389304e-06,1.93627173500725e-06,4.33915577916682e-05,3.62505117008796e-06,0.000126914768215919,1.32608626154822e-06,6.6843726055987e-06,1.63479632964898e-06,1.80472187355481e-06,9.629308462924e-06,1.86121247798546e-06,1.40874637057343e-06,4.92904927027224e-06,2.0613075956814e-06,1.0030039413968e-05,1.70196591076509e-06,4.21978845724503e-06,4.27814664341579e-06,7.78797836096338e-06,1.20204009989749e-05,4.92104812265073e-06,0.000458951726561654,3.74506524421834e-06,6.05756557112772e-06,2.68356271948183e-06,3.55364607645167e-06,5.39299807575442e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86639639924243e-07,1.50602959250991e-05,3.28143255765779e-06,4.13036625377413e-06,5.9218650609911e-06,2.6053350650088e-07,3.83931914584287e-06,3.65400486479899e-07,4.58213524519024e-05,8.73851870946422e-05,2.40595614542613e-06,0.00015559889937701,2.26407245267831e-06,2.93215567142461e-05,6.15535220774893e-06,2.48770599240399e-06,1.99105050112474e-05,-2321.29495290816,0
1.31578947368421,1,0.309367592153371,0.160880374205471,0.9763719098231,9.7,0.484000219255855,0.269440129208573,0.000182463309121891,1,0.545949274721025,0.948161107345652,0.973016879996843,0.975654712909107,0.898316790671633,0.944174370599285,0.978608744230789,0.976313673477172,0.967922625189119,0.991339728715325,0.978589409268172,0.901001463514308,0.969660493421674,0.788404211684296,0.976131753510991,0.975342355544397,0.973882151560493,0.898438965019684,0.963351836623224,6.31345255533836e-07,1.82714281024836e-05,2.48351833720948e-06,2.94155190198697e-06,5.83668740467477e-05,1.0662895321784e-06,4.68914708469784e-06,2.41892597408719e-05,8.91725031217821e-06,6.90419918414172e-06,6.85643486124849e-07,0.0267008806767044,7.73430467442821e-07,2.40881434889237e-06,1.35094927564387e-05,2.55667113687195e-06,1.45837911676634e-06,7.95217327606638e-07,2.35923679575786e-06,6.5576099682083e-06,4.41973103922506e-06,1.56628679468221e-05,3.09405776043715e-07,1.33367791973021e-06,1.01645301051978e-05,1.66356874200477e-06,3.21450185314081e-05,4.40323669135668e-06,0.000214555681596329,1.89196082926688e-06,4.19100178682168e-06,2.65478753360087e-06,2.06334063491482e-06,1.73108897481926e-05,1.09392605085246e-06,1.68014181407605e-06,6.19530633923585e-06,2.39216512176549e-06,3.21120507528032e-06,4.25567818063798e-06,2.06000238798762e-06,2.12060152412154e-06,7.80851453799915e-06,1.7576037297801e-05,2.71968679918646e-06,0.000449902724332533,2.93313066632057e-06,1.08353133260817e-05,2.3835238484239e-06,4.98727237904392e-06,4.81942318262833e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7128530683821e-07,1.08590817395595e-05,2.51988834186567e-06,4.13933911372273e-06,4.27599318330092e-06,4.73139447438647e-07,5.47771195972336e-06,4.7704005083676e-07,1.51482294875539e-05,6.35426074195134e-05,2.77979900346383e-06,7.65429834551871e-05,2.37917047041545e-06,1.77268193310726e-05,6.19285738730535e-06,9.24765455994489e-07,1.08066584099356e-05,-1694.66414010029,0
