"alpha","gamma","sigma","psi","g","R0IN","qua","quawh","qualow","rho","kappa","omega","S1_0","S2_0","S3_0","S4_0","S5_0","S6_0","S7_0","S8_0","S9_0","S10_0","S11_0","S12_0","S13_0","S14_0","S15_0","S16_0","S17_0","E1_0","E2_0","E3_0","E4_0","E5_0","E6_0","E7_0","E8_0","E9_0","E10_0","E11_0","E12_0","E13_0","E14_0","E15_0","E16_0","E17_0","I1_0","I2_0","I3_0","I4_0","I5_0","I6_0","I7_0","I8_0","I9_0","I10_0","I11_0","I12_0","I13_0","I14_0","I15_0","I16_0","I17_0","R1_0","R2_0","R3_0","R4_0","R5_0","R6_0","R7_0","R8_0","R9_0","R10_0","R11_0","R12_0","R13_0","R14_0","R15_0","R16_0","R17_0","J1_0","J2_0","J3_0","J4_0","J5_0","J6_0","J7_0","J8_0","J9_0","J10_0","J11_0","J12_0","J13_0","J14_0","J15_0","J16_0","J17_0","P1_0","P2_0","P3_0","P4_0","P5_0","P6_0","P7_0","P8_0","P9_0","P10_0","P11_0","P12_0","P13_0","P14_0","P15_0","P16_0","P17_0","loglik","loglik.se"
1,0.32337880634001,0.120483156743726,0.933043914380199,9.7,1.75385380934122,0.45656465473967,0.23548335814612,0.000391244284241076,1,1.14674352602351,0.999190064326488,0.974493744608695,0.978352573945249,0.95028965379428,0.982363592458055,0.988770862107903,0.963481457776148,0.943941632453924,0.985814229671698,0.99140320002614,0.908394774391251,0.993233281539497,0.685782122247867,0.949752049690981,0.9752411477664,0.957177703360469,0.933286166622244,0.986705430928958,2.35891054672673e-06,1.91640962718917e-05,1.85483852852333e-06,1.48249147132868e-06,5.53640280565018e-05,1.79850549318835e-06,7.92575326732825e-07,5.81377673186334e-05,3.53095765644158e-06,3.56037357300415e-06,4.84821577567752e-07,0.0155286840355737,4.67265270673624e-06,7.26758706311699e-07,1.06766421972757e-05,1.66410137715147e-06,7.73724634738868e-06,1.04160599693293e-06,3.30507610613698e-06,4.17775172679592e-06,2.90589337100982e-06,1.07450747840285e-05,4.33099379072469e-07,1.13464035850511e-06,8.84539988558577e-06,2.31641819742478e-06,3.77521013493719e-05,4.97706462440047e-06,0.000166424153809799,1.34468751338746e-06,3.37958812026837e-06,1.08708342576144e-06,1.31812617666928e-06,1.40005568708203e-05,1.76603917156288e-06,1.42991040179904e-06,1.12719105844378e-06,6.93747384113939e-07,1.03608251101592e-05,9.91367514139038e-06,4.98052044359042e-06,6.48367142334503e-06,2.68301822020921e-06,1.63647344879794e-05,1.47899053187233e-06,0.000145154240930647,2.42239419247148e-06,9.05854886257706e-06,4.06928957805139e-06,2.49928141609761e-06,6.75258656063666e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07353083216091e-07,2.81201293712631e-06,9.85520136820586e-07,3.9065913862477e-06,8.4109514633687e-06,2.41772710972766e-07,4.28583326755132e-06,1.16477296427131e-06,2.0426608063391e-05,6.46496089845174e-05,4.28643718533895e-06,0.000152563379749882,4.57417480126797e-07,1.6617805609445e-05,8.92746820502999e-06,2.04764019112984e-06,2.00354781515126e-05,-1689.40980920507,0
1,0.243626940230218,0.159805482396605,0.809715664230873,9.7,1.71088866239628,0.474799794391984,0.254149664918104,0.00029591472463837,1,2.93664090669284,0.938002996232411,0.945032916228168,0.982985295407864,0.899850371890109,0.942728117875155,0.983852868968797,0.970574372357094,0.959229752882714,0.988431108978488,0.96509530001781,0.924476841013587,0.974712938193515,0.70178023384925,0.965621992198125,0.989152207356777,0.965483493842102,0.951812230814084,0.967996359727393,2.85133703505305e-06,1.68781590090855e-05,1.79594519151771e-06,3.34306621514102e-06,1.35293058122657e-05,1.30000118758572e-06,6.76857149691838e-06,2.03373215875224e-05,4.11903613082799e-06,1.86126010330398e-06,3.10092559660873e-07,0.0204546776378731,3.1093708698707e-06,1.92360173645511e-06,5.05769524624216e-06,1.79194875589763e-06,5.24617205014509e-06,6.46448543741812e-07,2.16155630030324e-06,2.54894040920449e-06,6.05018576075198e-06,2.72820574534452e-05,4.70959128244144e-07,6.99768192314015e-07,3.71114753890279e-06,2.34310502116503e-06,2.33682228446208e-05,2.03594040453845e-06,0.000130965814389369,7.47441525577202e-07,2.97532088990738e-06,6.68735284705211e-06,2.05612229072148e-06,1.4089666717754e-05,4.29902279082512e-06,2.960464301216e-06,6.22174793213682e-06,2.36047320689529e-06,1.62081905509644e-05,7.098185711272e-06,1.10104281294297e-06,8.32449805125445e-06,5.02088797132505e-06,1.44742168326619e-05,3.14970842268533e-06,0.00023885178051382,1.28145989700344e-06,5.36839463883654e-06,4.8114343436109e-06,2.88489124010121e-06,9.49957091393591e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58480202506886e-07,1.0719912920147e-05,2.59366337343648e-06,3.41839822496267e-06,1.79333838172703e-05,4.24498090510496e-07,4.1536758620015e-06,5.35926890395757e-07,3.15717026217124e-05,6.55160969679072e-05,2.57335440679973e-06,5.92238569085574e-05,1.85995218531789e-06,1.23082633905416e-05,4.7541382889404e-06,2.79913603556203e-06,1.49673686563583e-05,-1689.50777949215,0
1,0.322345312078206,0.161353509145936,0.949704058500586,9.7,1.58585097256781,0.445071863945347,0.251853447544756,0.000333516587451381,1,0.665801307263379,0.983086543594987,0.981556521870523,0.95630951916957,0.965339213633046,0.986566138429374,0.990988284471457,0.986031802849316,0.921904565434084,0.977629037627331,0.948205714752342,0.853206856770766,0.980444794916373,0.690503092860122,0.960185032103873,0.974094620142209,0.969035817022036,0.943254931090148,0.961395677901256,6.75927506173226e-07,2.62112268290658e-05,4.71082027271178e-06,3.65706190950339e-06,5.7473554330415e-05,2.24838783606854e-07,6.44985704557579e-06,8.91260291880103e-06,4.37309825875265e-06,2.35070287898081e-06,8.3648788907713e-07,0.0142858424507153,3.99045248537607e-07,1.87700911977091e-06,4.28166223645322e-06,1.14041729040595e-06,1.55252561488778e-06,5.21140232865813e-07,3.82248211787314e-06,2.02498616989901e-06,5.11652660543916e-06,1.97236374902194e-05,5.35278873868846e-07,6.66349988675511e-07,7.22528312427209e-06,2.99650868858258e-06,6.61894738566552e-05,4.70830301100892e-06,0.000141292856359557,7.19704258802437e-07,6.10616856658874e-06,2.65852114132019e-06,2.19278296560465e-06,1.79344390588854e-05,4.51352975032382e-06,3.44545529496866e-07,3.68564458849648e-06,2.96940456740577e-06,6.34363764041597e-06,3.95567958704028e-06,3.28212303306732e-06,3.89730317602823e-06,8.71097065365559e-06,2.07298544059871e-05,4.5039809605807e-06,0.000143801504664943,1.77808657242104e-06,1.21085881724067e-05,2.48088823304855e-06,3.56788637162068e-06,5.78342054559551e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25799733872854e-07,7.46206624995671e-06,1.55907895637297e-06,3.39220233485695e-06,7.52402297881257e-06,1.84103049104558e-07,3.02911955526994e-06,9.21030220344844e-07,4.12730497815437e-05,7.29430942841818e-05,2.78809010244351e-06,0.000107371042015114,8.24774100319734e-07,1.51315470508442e-05,3.6440001853709e-06,1.18264797181754e-06,1.22723609975174e-05,-1689.54862286662,0
1,0.323968340387172,0.121035804590839,0.92572587354902,9.7,1.54926944641428,0.469246066929071,0.245117197619297,0.000313840938037651,1,0.588158468535866,0.987370465336587,0.967940440190872,0.966831614064126,0.944314996273461,0.983537956557521,0.967009246047346,0.96086528965727,0.955286877125701,0.986554553163978,0.959106776974502,0.893769922185794,0.979950754645001,0.771014635982619,0.976636747206237,0.989360895857779,0.957404455367824,0.904843023482272,0.978923784611665,1.81186160032309e-06,2.38303332539444e-05,1.08123627042609e-06,2.36436884458505e-06,3.07272781570064e-05,2.5672763996774e-06,7.25337972070569e-06,4.10119331020642e-05,1.11463302921507e-05,3.95116147032929e-06,1.36513182693861e-06,0.0213174202589013,1.69580880351696e-06,5.06406093732327e-06,1.6813453151849e-05,1.37279445954569e-06,3.97178370409712e-06,1.04496820962079e-06,9.89166413882997e-07,7.69914383331987e-06,7.31111801044632e-06,2.31339985200526e-05,3.250630634007e-07,8.10541899321833e-07,9.16076970870845e-06,8.18084777428535e-07,4.39797873504096e-05,4.11824769788045e-06,6.65644716598654e-05,1.76612161406983e-06,5.92859067779042e-06,2.67039741978774e-06,3.11118578968186e-06,4.02630044321712e-06,3.12840797054293e-06,2.28136963687746e-06,4.38567242851121e-06,5.68800653819308e-07,2.03591506351711e-05,2.61349692075855e-06,3.18701807740898e-06,3.8626167009718e-06,9.11727596094081e-06,8.132376025028e-06,3.32470348242423e-06,0.000276687772744093,8.60042198089755e-07,1.01950203776162e-05,3.40623090105444e-06,3.55277503544187e-06,6.98082663160383e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57387672048747e-07,1.26002848839219e-05,9.50213927685619e-07,3.17294241060233e-06,7.62713890446032e-06,4.71212604260896e-07,8.37694416447506e-07,8.07675129962722e-07,2.62546438182016e-05,7.08934615026528e-05,2.67998811431717e-06,8.28113300758584e-05,1.05564326412959e-06,1.68434970628681e-05,9.62287228142757e-07,2.86247440343256e-06,1.85638640113078e-05,-1689.62147063194,0
1,0.243728412089023,0.183289596456433,0.869105581875371,9.7,1.81443431056156,0.460476004082813,0.26164307749724,0.000305833208789688,1,1.66643026202195,0.972257235262941,0.945723425291351,0.960753341985985,0.954040403464981,0.96329500073914,0.964003169097531,0.987094056184806,0.958662671432631,0.956356322429025,0.984558999820847,0.857221542228836,0.988319822968739,0.950319080280925,0.959982315617036,0.972141344066957,0.951974782234369,0.911299350076764,0.970231711268549,1.50011309450068e-06,1.93805566490185e-05,2.37800847796427e-06,5.42125070952943e-06,4.86930942338491e-05,4.17177593431212e-07,6.498255106947e-06,7.2374587738523e-05,5.51789559991041e-06,1.59604615365879e-06,8.54228907921846e-07,0.0198271607605942,2.85418375892065e-06,7.9824201401598e-07,8.03079541007181e-06,1.36777202835439e-06,6.56707491198949e-06,9.3398165794105e-07,3.68617758962219e-06,8.94825637160403e-06,5.97973829752457e-06,3.54152264494868e-05,1.22952675128744e-06,1.24476676049694e-06,5.51072083078479e-06,3.48886321768451e-06,2.88583088462643e-05,1.32345781636787e-06,0.000102577675917037,1.00588212484436e-06,2.64202698584782e-06,6.35283998442761e-06,2.14474340759421e-06,1.86698790149536e-05,7.40392747780225e-07,2.69062708833582e-07,3.15726903384722e-06,2.41706514112296e-06,7.59525161020316e-06,1.2551146837948e-05,6.70468990821385e-07,4.6502541207217e-06,9.00544250593542e-06,2.8947518323138e-05,1.35016507773242e-06,0.000260034584168732,1.71245806747508e-06,7.98676949640848e-06,9.19905953417292e-07,2.51601870223083e-06,1.28027383864643e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91928279456006e-07,9.75648315469436e-06,4.60803260049685e-06,2.81689375249775e-06,4.70443226209914e-06,6.78567246574977e-07,3.03167217052741e-06,7.57620812728089e-07,3.18930500046385e-05,5.31066833114632e-05,3.56433825131849e-06,0.000135490574015284,9.73041101799215e-07,1.80268400558516e-05,2.0736478909867e-06,1.21877855074657e-06,1.25632797869923e-05,-1689.63004217715,0
1,0.214432955304231,0.227182798689581,0.846655365473642,9.7,1.80595932320798,0.469733899940648,0.279525880258505,0.000253003756143514,1,2.68932804866572,0.937568343306726,0.980185072705148,0.988388729004438,0.931502969517416,0.973809855067211,0.994011501622628,0.958109616723201,0.955476423055098,0.962829428966219,0.953509025528053,0.871703763889898,0.9920560414104,0.659775441491066,0.988203489951704,0.979629767111118,0.981479188706595,0.914673139185813,0.965103209465168,1.99434547783737e-06,2.15815289491784e-05,3.45859033555269e-06,1.00716172252201e-06,4.52557997222408e-05,1.55904552893352e-06,2.15775685594924e-06,1.50346247518407e-05,7.9972307537556e-06,1.38759671100201e-06,1.51950998755057e-06,0.0143508787574149,4.21097676793731e-06,2.06831307871946e-06,4.56850492721831e-06,1.38081584761716e-06,5.72795795105205e-06,3.8857744994756e-07,1.53926274085253e-06,6.90220099791434e-06,6.81941567122935e-06,2.21129620917458e-05,5.79986001501416e-07,8.3803032757218e-07,3.80154636072726e-06,5.11598487385252e-07,3.35955440889615e-05,6.97098894773615e-06,0.000216355019005233,2.11210953402403e-06,1.9442881544485e-06,4.47240527137009e-06,1.04225425061443e-06,7.26333426331555e-06,1.0336203163533e-06,1.55309149761851e-06,4.67958540409439e-06,1.08582218671941e-06,2.23101411066e-05,2.58545617904928e-06,1.73723836968744e-06,2.16886090356227e-06,6.82627625696152e-06,2.66761796638243e-05,2.90196390841247e-06,0.000137000731270545,3.46406090640001e-06,9.61310911688763e-06,3.15789836300252e-06,1.54131239082988e-06,1.09792475579946e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92084113342209e-07,5.49683351056067e-06,3.08423846634916e-06,6.27907958422399e-06,1.00873722060125e-05,9.03911759976183e-07,1.84127293027625e-06,3.20076044958323e-07,3.67838990259148e-05,0.000117666271270014,2.17851706059377e-06,1.67363815133451e-05,1.2862782529906e-06,1.3244922975238e-05,1.66792506689142e-06,9.10486073007468e-07,1.01660762579209e-05,-1689.70919621428,0
1,0.240452013909042,0.187395385280216,0.96108292766282,9.7,1.69095821568983,0.475678052770909,0.272487804365563,0.000257227921406664,1,1.17942147797071,0.93958469762522,0.959686587785783,0.972760099836128,0.86436023351439,0.97911947803232,0.997470757820383,0.973055911000106,0.979457864705262,0.960667303803784,0.9732534225613,0.836575235824376,0.980989019315008,0.892072957217088,0.952239676824448,0.990652401381143,0.962842599649774,0.892732373582694,0.98713017446877,2.06615959575232e-06,2.59560958262584e-05,4.65593807814115e-06,3.38782124978667e-06,5.46085286734048e-05,1.570114671026e-06,2.94440603320872e-06,4.10618665400489e-05,3.6201631901281e-06,2.38814880833212e-06,1.77524957926267e-06,0.0198282917006723,3.81119379962693e-06,2.85842698334733e-06,1.02567041347487e-05,6.93357290834293e-07,2.3089219144097e-06,9.58289493495931e-07,1.93106744951332e-06,4.29074065999667e-06,5.47788816555595e-06,1.36374973964524e-05,5.07877288790817e-07,1.36979490344217e-06,6.67040816697058e-06,8.88271289302672e-07,2.80006242733421e-05,4.20244484167614e-06,5.75268264361294e-05,1.45008363405503e-06,6.18914069047043e-06,5.35314939633747e-06,1.42189592796893e-06,1.36325146293257e-05,2.71808081530435e-06,2.12744623505768e-06,2.21486788229994e-06,1.17149517088917e-06,2.17148278580132e-05,6.72771361242018e-06,4.99138565125102e-06,1.36418894877961e-06,4.38360657691669e-06,2.64299546213174e-05,2.20656879827617e-06,0.000401583787379438,2.24418895880417e-06,1.03815550819827e-05,2.32803855925378e-06,1.6099045082262e-06,7.01573929061912e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40921051633229e-07,4.43677210105399e-06,3.55771016851534e-06,1.36503751844616e-06,1.05910242467339e-05,2.91240598223514e-07,5.50395507545552e-06,9.97548517350042e-07,3.41969482743765e-05,0.000101063603284328,3.05091857594956e-06,5.39330691350346e-05,5.93924059064232e-07,1.10759698148171e-05,7.13767246239291e-06,3.77920821481717e-06,1.10135626412563e-05,-1689.7774544453,0
1,0.321269657009875,0.140728102841227,0.859202251023987,9.7,1.90281756918617,0.446529858566066,0.248126170167561,0.000360898600503233,1,1.91671708978582,0.970805303640831,0.960936330706993,0.98143782015311,0.858276975474619,0.949203462669975,0.982891814346878,0.964899690689577,0.979245886058673,0.984692596712205,0.967104245697456,0.964131428320009,0.984689790066683,0.703942149144016,0.977856778069966,0.992404806581175,0.960605493200179,0.883827698435262,0.986316054369475,1.91844383244e-06,2.8700662325604e-05,4.26090788252541e-06,1.65418282430515e-06,5.38217420191305e-05,1.05681425672211e-06,6.86714488358854e-06,9.95399519981722e-05,7.35494013769466e-06,3.85420202868647e-06,5.68336724742076e-07,0.0128691112187324,2.28375639806066e-06,9.97495142272071e-07,1.45211351123301e-05,1.35132913711074e-06,8.22470323176825e-06,5.00765453227165e-07,1.54518301829729e-06,1.36896247193927e-05,4.87471598276766e-06,2.26616600304687e-05,8.07565407361341e-07,1.05066225770448e-06,3.89093003201436e-06,1.84195170423207e-06,3.50364047156537e-05,2.70316780615181e-06,0.000212093962699987,4.0494108820758e-07,4.48135431874072e-06,6.5302808401102e-06,1.13806589651029e-06,7.05954422480749e-06,4.21430954612543e-06,1.4693080555481e-06,1.24966571671381e-06,1.34035889602454e-06,1.69783731220468e-05,5.84174374646511e-06,4.57906495271905e-06,2.42486257605683e-06,5.21805297542633e-06,1.6386426824157e-05,3.07183057698586e-06,0.000170168046181953,1.79981279512754e-06,7.98607742285163e-06,2.41484942932575e-06,2.36668616366011e-06,8.25485041001275e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98334518525649e-07,8.42553726861649e-06,2.016364371987e-06,3.86978372139124e-06,1.21553853570524e-05,6.89707422365532e-07,4.67535368735126e-06,5.75559618280612e-07,1.85511486218111e-05,5.19657549384224e-05,1.0430228523186e-06,0.000107656895139304,4.04145885051976e-07,1.09060908202538e-05,1.72539062739449e-06,3.1404398823499e-06,2.35598309053749e-05,-1689.79894206735,0
1,0.313738478592555,0.158541758814847,0.900047403333997,9.7,1.64133218410029,0.455257136204702,0.253687398675424,0.0002879442699414,1,1.50776156776302,0.976142376237701,0.962804169524322,0.97341906290692,0.9211406381655,0.939399706560623,0.994899550352917,0.988712631244257,0.967853618654475,0.993095453635668,0.976796409821483,0.899633136912407,0.989945149400543,0.858582538739314,0.976510261656518,0.95878626876616,0.944895824498375,0.912894177364895,0.975382980995189,2.33568596266356e-06,2.40387386171521e-05,5.93055355507481e-06,3.89459656456944e-06,4.77056971999855e-05,1.96573216863997e-07,4.28155385096194e-06,7.51953613302881e-05,3.08059858752082e-06,1.15284728670856e-06,1.46911012780325e-06,0.0195566999252542,2.26025145497474e-06,6.45543231831263e-06,1.32064274829836e-05,5.20751857531074e-07,1.5823089225606e-06,1.01513562994609e-06,3.1848311563029e-06,3.27379221121584e-06,3.15298470446903e-06,2.81646074904452e-05,2.47476665261092e-07,7.06826806815755e-07,9.61614206472988e-06,1.71643352876377e-06,1.96006764950512e-05,3.5529508307914e-06,0.000198334538396786,1.58882775963508e-06,8.40727587831533e-06,6.57216268612352e-06,1.25625714406513e-06,6.524234929484e-06,1.56028125297956e-06,2.50781387960669e-06,2.71867701627618e-06,6.28463206736422e-07,1.68639974962004e-05,1.04355911686443e-05,3.28912823232748e-06,3.86290077058469e-06,3.38387958913087e-06,1.9918075676081e-05,5.46717990284854e-06,6.59685266807656e-05,4.83765557072766e-06,1.390820307139e-05,2.04432980130531e-06,1.46183034496552e-06,6.67527068404736e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.04666133566799e-07,1.34388261236211e-05,4.68890543284161e-06,1.67693488635291e-06,3.09636068035397e-06,2.35878879033968e-07,5.51868472818344e-06,7.84848331229101e-07,2.5830083910851e-05,0.000104867793404241,3.78617256228422e-06,4.70070399025328e-05,6.01941217920776e-07,1.27291081056113e-05,2.15847745169986e-06,5.83222615019276e-06,6.05877237422575e-06,-1689.9529208609,0
1,0.319412663895462,0.163751879800428,0.941618124616001,9.7,1.76458705806199,0.451185437042044,0.254835562036393,0.000313022962871026,1,2.39475583056138,0.944320052116706,0.950588605021818,0.985042195782029,0.972307045747394,0.921601196962225,0.981608394471328,0.968631744271482,0.938435576482685,0.954196695703292,0.966746307654306,0.915976075818518,0.973572676651244,0.838497804713726,0.938031357598868,0.994112115501818,0.960329617935663,0.891547014159233,0.991995001172624,9.10499316106695e-07,9.68873650720395e-06,4.18092928303641e-06,2.63108464120058e-06,5.9510423927112e-05,1.86165157804578e-06,1.76915218714951e-06,8.60668882375359e-05,3.40761637870591e-06,4.96846124462181e-06,1.50949579608329e-06,0.0160980578454272,9.82329337768419e-07,2.08721860204247e-06,1.34418483516617e-05,1.78624143496007e-06,3.25535129104054e-06,1.57287027979667e-06,4.15141156311851e-06,2.87425773689089e-06,6.35527279623591e-06,1.57783710430747e-05,8.07572161221091e-07,1.67609611481043e-06,3.98520595258574e-06,1.0190628153113e-06,1.91864521243062e-05,5.1242373532047e-06,9.11842375205354e-05,2.02537475624247e-06,4.88926721850352e-06,2.46989198331343e-06,1.70060395830641e-06,4.22175346767672e-06,2.86515747305328e-06,2.60544357203576e-06,2.43270530060497e-06,1.39574619198559e-06,9.22596555491937e-06,6.80038947211535e-06,1.49872203021319e-06,5.11956718860097e-06,4.22384167808048e-06,2.74582979177234e-05,4.29665637210732e-06,0.000274002644014561,1.01739722254908e-06,9.85815089836623e-06,4.19160401082252e-06,2.39412003108832e-06,1.16917219530114e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53217565965815e-07,1.46897713263532e-05,1.82445232022676e-06,6.99886523317955e-07,4.1423523432185e-06,1.99554340472627e-07,3.58218194313135e-06,5.40304594208206e-07,2.75129787608529e-05,7.747048120076e-05,2.77106215816777e-06,6.52711276211461e-05,8.050706756822e-07,1.29069272250246e-05,3.70469529466149e-06,2.08756532042807e-06,1.68934098067175e-05,-1690.26668768661,0
1,0.322686866495845,0.160362518675014,0.882238515230249,9.7,1.7655917089399,0.44628157024569,0.253533409331714,0.000333729058887565,1,1.29698415847506,0.996230575919768,0.958226090112326,0.983415327105036,0.881787306132217,0.981955452055548,0.99108599235207,0.99016003513722,0.975018120670522,0.966822707917529,0.961974295452638,0.901072396166603,0.979544389075772,0.783796816377698,0.951400820283058,0.984406788478863,0.954532884640571,0.955767358322181,0.984144692784272,4.81939699913998e-06,1.92544724140181e-05,1.88465117096095e-06,2.42264467352491e-06,4.10482499352276e-05,1.69290440479193e-06,4.25594427737684e-06,3.26712742300317e-05,6.14756551438397e-06,2.04788192362371e-06,1.5106795206641e-06,0.0141974958451973,2.99265738873066e-06,9.20375483875961e-07,1.15100932155523e-05,1.27739853491927e-06,8.07050909884623e-06,8.03323779928026e-07,2.42604052511217e-06,1.76017204302663e-06,5.42612974743689e-06,2.73591310669807e-05,9.33381019614568e-07,1.18283498382261e-06,8.49359201253703e-06,2.77084996136692e-06,4.37159066646107e-05,5.8730990372326e-06,8.0460609963563e-05,1.23933833535659e-06,3.50803046446417e-06,1.3251966197366e-06,2.52937451433948e-06,1.23353539886125e-05,3.8998386097901e-06,2.45713138674495e-06,2.93233537374834e-06,3.25080973767064e-06,4.28789491350882e-06,7.50284541027869e-06,3.90825674576288e-06,3.74820982057819e-06,9.33028702261788e-06,7.50703092051599e-06,4.58636876558683e-06,0.000120530522709792,1.64288444474142e-06,9.72234446530956e-06,3.41500366679178e-06,4.35864202284172e-06,1.0292618962816e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31742200453632e-07,3.71428121910535e-06,1.15625693239406e-06,4.39667842115301e-06,5.91642100708328e-06,1.86666917720664e-07,5.34584912677378e-06,4.19662910238009e-07,3.36477803198075e-05,0.000112322272046407,2.42658319030911e-06,0.000154402446963373,7.36878809658959e-07,1.05585935501199e-05,1.84127751275114e-06,9.65148113294739e-07,1.20408506149288e-05,-1690.35302624722,0
1,0.240770664850938,0.174477468688745,0.961855519414344,9.7,1.43868172956615,0.50415470497048,0.283332148649417,0.000180069590955536,1,0.662660852703206,0.995702665902293,0.978981235210403,0.975438608419325,0.894814194945905,0.967924821906321,0.987598860071015,0.982263010217655,0.953189787031117,0.98278281969363,0.955694653172524,0.962497747669038,0.979733303656164,0.823564847875538,0.985968032386001,0.965622061306901,0.976514326179673,0.97790200194619,0.982226049204349,1.93335336672037e-06,1.63089782943535e-05,3.24419542647721e-06,2.02551875738178e-06,3.48441028478372e-05,1.83734439147331e-06,2.37966537020119e-06,6.02266794285624e-05,7.01861706510955e-06,2.77219916006986e-06,2.98682693673631e-07,0.0237516090797254,5.59526363323557e-06,1.4225072365259e-06,8.38004287435651e-06,2.26676100640061e-06,4.86562186476427e-06,9.4832842958099e-07,3.93664602979354e-06,5.45641987991296e-06,4.04723147134206e-06,1.81660255817671e-05,1.59894645700722e-07,2.14545320856117e-07,9.10627164095874e-06,5.0570542614403e-07,5.96702611895617e-05,4.40559898959867e-06,0.000259508383556752,1.72227042455338e-06,6.82326080548309e-06,4.45512957223403e-06,1.90263153827838e-06,1.66601288141669e-05,3.34274482886711e-06,1.90669976990138e-06,6.08454572537299e-06,4.28017709885173e-07,1.90757752247142e-05,4.3519814332109e-06,2.44332875656968e-06,3.08896304775522e-06,3.39686854112477e-06,2.21885805734762e-05,2.14781580513864e-06,0.000383886382812602,3.89073164677239e-06,3.72166389885749e-06,3.57635147333456e-06,2.97434957336621e-06,6.12559969272669e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.21245278313597e-07,1.63080521401224e-05,1.88269748464864e-06,1.02786272115292e-06,3.56263190905455e-06,4.66070083509905e-07,3.90123959910956e-06,1.01959852404405e-06,3.82579894072591e-05,8.2609800046898e-05,3.8205786660322e-06,3.26936784371281e-05,1.2878332116293e-06,7.75813275560474e-06,2.45060131691588e-06,4.93116961975682e-06,2.3495598474577e-05,-1690.39092589396,0
1,0.220390503506036,0.226913406925409,0.928612340972424,9.7,1.53843532066788,0.513551287075405,0.31451896792729,0.000156537559292972,1,0.275665744107445,0.916980364210332,0.945547692620153,0.960731465439661,0.977808163473696,0.962617136042569,0.985105598357816,0.995000906118591,0.969978107891253,0.951629926102717,0.950288523490126,0.86623767867281,0.978065642889385,0.681182016380599,0.99054611975612,0.976190379051224,0.965183487100541,0.935778755436592,0.958860927980524,1.70160340167377e-06,2.57088716803255e-05,3.34921775502932e-06,1.00975283617713e-06,2.69087397761668e-05,1.41642893252708e-06,1.02026816216345e-06,4.72198025047476e-05,9.54517166752903e-06,2.21003550975821e-06,7.18492017324554e-07,0.0154911726620895,1.45398686941001e-06,1.69245851662956e-06,1.31252122204259e-05,6.11264501540974e-07,3.31050901996774e-06,1.17885229216395e-06,4.5102225847022e-06,9.04705764038961e-06,1.57016207470514e-06,2.06321778820009e-05,8.52727648821558e-07,3.05354490473538e-07,3.05573884484662e-06,3.84441514813804e-07,5.86520419680229e-05,5.80165975599906e-06,0.000114806158213329,1.02391003241583e-06,6.82708538003065e-06,3.98511439630196e-06,1.54548210031201e-06,7.02744336203734e-06,1.84391831542817e-06,1.78393171354118e-06,2.08720899472445e-06,1.37268715302744e-06,2.31025006686709e-06,5.89002759758516e-06,6.84500488998182e-07,6.0410293860319e-06,3.17788917842558e-06,4.94791867518163e-06,2.95238503417957e-06,0.000340758193482947,3.47113537531062e-06,9.6170832894685e-06,1.67701774509123e-06,2.38842107489545e-06,9.53812798599322e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02682717258289e-07,4.76199785343249e-06,1.32946101446664e-06,3.2712219938382e-06,5.62213075947303e-06,5.03074206531119e-07,1.96218088289718e-06,4.12055237376212e-07,5.14669670379431e-05,8.06457457118785e-05,2.1557313036637e-06,3.16573183713454e-05,1.37233575920322e-06,1.1375746632604e-05,2.52455544023419e-06,2.1681993152302e-06,1.6362030658562e-05,-1690.43271586461,0
